ダウンロードした時刻：2019/10/10 16:02:22

,三宅島,三宅島,三宅島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,12.5,14.9,8.0
1986/12/2,14.1,15.5,9.4
1986/12/3,13.1,15.4,11.5
1986/12/4,14.7,18.0,12.6
1986/12/5,12.6,14.1,7.7
1986/12/6,14.0,15.6,10.6
1986/12/7,15.4,18.1,11.0
1986/12/8,11.0,13.7,7.2
1986/12/9,10.6,16.0,6.3
1986/12/10,14.9,18.2,9.4
1986/12/11,14.3,18.2,9.9
1986/12/12,15.0,17.2,9.4
1986/12/13,16.0,18.7,11.3
1986/12/14,16.2,18.0,14.1
1986/12/15,13.2,19.9,8.6
1986/12/16,10.1,12.4,8.1
1986/12/17,11.8,13.5,9.0
1986/12/18,14.6,18.8,11.3
1986/12/19,15.7,18.9,11.3
1986/12/20,12.3,13.4,9.1
1986/12/21,12.2,13.4,9.8
1986/12/22,11.1,12.7,9.8
1986/12/23,12.6,14.7,9.5
1986/12/24,14.6,15.2,13.4
1986/12/25,14.3,16.2,10.9
1986/12/26,13.1,15.3,11.7
1986/12/27,10.6,12.5,8.0
1986/12/28,10.4,13.2,8.3
1986/12/29,9.2,10.3,8.5
1986/12/30,11.8,13.3,8.9
1986/12/31,15.7,17.9,12.9
1987/1/1,12.0,17.2,7.3
1987/1/2,11.9,14.9,9.7
1987/1/3,16.1,19.2,12.2
1987/1/4,12.8,14.3,10.6
1987/1/5,9.7,11.4,7.6
1987/1/6,9.4,12.6,6.3
1987/1/7,11.1,13.9,8.4
1987/1/8,13.3,15.8,11.1
1987/1/9,12.6,13.6,11.5
1987/1/10,10.2,12.9,6.7
1987/1/11,6.0,7.4,4.3
1987/1/12,10.4,13.8,5.0
1987/1/13,8.6,11.6,4.8
1987/1/14,8.0,9.5,7.1
1987/1/15,10.3,12.1,8.3
1987/1/16,11.9,14.6,8.1
1987/1/17,14.8,17.1,11.5
1987/1/18,9.4,11.5,8.7
1987/1/19,9.4,10.2,8.3
1987/1/20,6.6,8.9,4.7
1987/1/21,7.5,9.2,6.0
1987/1/22,9.5,11.4,7.0
1987/1/23,15.0,17.4,9.3
1987/1/24,13.6,17.4,9.5
1987/1/25,7.2,9.5,4.2
1987/1/26,6.5,8.1,3.6
1987/1/27,9.3,10.5,7.4
1987/1/28,10.6,11.9,9.4
1987/1/29,12.8,14.9,10.2
1987/1/30,13.7,15.2,13.0
1987/1/31,10.2,13.3,8.5
1987/2/1,6.3,9.0,4.7
1987/2/2,8.3,11.0,5.7
1987/2/3,7.6,11.5,4.7
1987/2/4,8.0,9.4,5.2
1987/2/5,9.5,11.5,4.3
1987/2/6,11.0,11.9,9.8
1987/2/7,12.9,14.0,11.5
1987/2/8,11.4,13.2,7.6
1987/2/9,12.9,15.6,8.2
1987/2/10,16.0,17.2,14.7
1987/2/11,17.3,18.6,16.0
1987/2/12,16.7,19.0,12.1
1987/2/13,11.0,12.3,10.1
1987/2/14,13.1,15.5,8.4
1987/2/15,10.7,12.8,9.6
1987/2/16,10.3,11.8,8.5
1987/2/17,8.8,11.6,4.7
1987/2/18,8.4,11.3,6.9
1987/2/19,9.0,10.8,6.1
1987/2/20,8.8,10.2,6.7
1987/2/21,9.1,10.6,7.8
1987/2/22,10.0,11.3,9.2
1987/2/23,11.3,12.9,8.9
1987/2/24,12.8,15.6,7.6
1987/2/25,9.5,15.5,5.6
1987/2/26,5.8,7.7,3.3
1987/2/27,6.5,8.1,4.4
1987/2/28,7.3,8.4,4.4
1987/3/1,8.4,10.1,5.7
1987/3/2,7.1,8.5,5.0
1987/3/3,8.4,10.9,6.0
1987/3/4,13.2,15.2,10.5
1987/3/5,15.5,16.5,14.5
1987/3/6,15.9,17.8,13.9
1987/3/7,9.8,14.5,5.9
1987/3/8,8.3,10.1,5.6
1987/3/9,11.3,12.2,9.8
1987/3/10,8.7,11.9,7.2
1987/3/11,10.3,12.6,9.0
1987/3/12,10.5,13.0,8.5
1987/3/13,12.4,14.4,8.7
1987/3/14,16.9,20.5,12.5
1987/3/15,12.9,15.6,9.7
1987/3/16,11.7,13.0,10.5
1987/3/17,11.4,13.0,8.9
1987/3/18,11.8,15.0,9.4
1987/3/19,13.6,16.8,7.6
1987/3/20,15.8,18.6,11.7
1987/3/21,14.4,15.5,13.3
1987/3/22,16.3,17.9,14.6
1987/3/23,15.8,17.7,15.0
1987/3/24,18.1,19.8,15.4
1987/3/25,12.5,15.5,8.4
1987/3/26,9.3,11.0,7.5
1987/3/27,11.0,12.7,8.6
1987/3/28,11.4,14.2,8.8
1987/3/29,12.7,13.3,12.2
1987/3/30,14.6,17.2,10.2
1987/3/31,13.7,17.0,7.7
