ダウンロードした時刻：2019/10/10 15:38:24

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,9.8,14.7,6.3
1991/12/2,7.6,11.2,1.9
1991/12/3,7.4,13.3,1.8
1991/12/4,6.6,9.7,2.6
1991/12/5,8.2,13.9,4.2
1991/12/6,8.5,15.9,3.5
1991/12/7,7.2,14.4,2.8
1991/12/8,3.2,5.7,1.9
1991/12/9,3.3,5.5,0.9
1991/12/10,2.1,3.5,0.5
1991/12/11,4.8,11.3,0.5
1991/12/12,1.3,4.4,-0.7
1991/12/13,3.0,5.1,0.4
1991/12/14,4.3,9.1,1.5
1991/12/15,7.1,10.3,4.5
1991/12/16,7.4,14.0,3.2
1991/12/17,6.2,10.9,1.5
1991/12/18,7.1,10.5,4.8
1991/12/19,3.6,6.6,1.1
1991/12/20,4.0,6.2,1.6
1991/12/21,6.6,10.2,2.9
1991/12/22,5.4,9.1,1.5
1991/12/23,7.0,10.5,2.0
1991/12/24,8.2,10.8,4.4
1991/12/25,3.5,4.7,2.1
1991/12/26,2.3,4.5,1.0
1991/12/27,3.2,4.0,1.4
1991/12/28,4.9,8.8,1.2
1991/12/29,1.8,4.7,0.0
1991/12/30,0.3,2.0,-2.1
1991/12/31,3.4,6.1,1.7
1992/1/1,3.4,5.2,1.7
1992/1/2,5.0,7.2,0.7
1992/1/3,4.7,6.6,2.5
1992/1/4,4.7,6.5,2.9
1992/1/5,4.9,7.1,2.1
1992/1/6,3.4,5.1,0.6
1992/1/7,5.1,9.6,2.1
1992/1/8,6.3,9.4,4.4
1992/1/9,2.4,4.8,0.4
1992/1/10,3.0,4.4,0.6
1992/1/11,6.0,8.7,3.5
1992/1/12,5.7,10.5,0.6
1992/1/13,6.4,9.0,2.9
1992/1/14,0.7,2.9,-2.3
1992/1/15,1.5,3.8,-1.7
1992/1/16,2.7,6.7,0.6
1992/1/17,3.9,7.9,1.5
1992/1/18,2.1,3.4,0.1
1992/1/19,2.3,3.8,0.0
1992/1/20,2.6,4.2,0.4
1992/1/21,3.5,6.0,0.1
1992/1/22,2.1,4.2,-0.5
1992/1/23,1.4,3.4,-2.0
1992/1/24,-0.8,0.4,-2.2
1992/1/25,1.3,5.8,-2.1
1992/1/26,2.6,6.3,-1.6
1992/1/27,2.5,8.0,-2.3
1992/1/28,2.6,4.6,0.9
1992/1/29,1.4,3.9,0.3
1992/1/30,1.8,4.3,0.1
1992/1/31,0.9,2.6,-0.7
1992/2/1,0.2,2.2,-1.4
1992/2/2,2.3,4.0,-0.1
1992/2/3,3.6,8.0,0.5
1992/2/4,3.0,4.5,0.6
1992/2/5,1.8,2.9,0.3
1992/2/6,1.7,3.5,-0.5
1992/2/7,1.9,4.4,0.1
1992/2/8,0.6,2.2,-1.0
1992/2/9,1.0,2.7,-1.4
1992/2/10,1.0,4.5,-2.4
1992/2/11,0.0,1.9,-2.4
1992/2/12,2.2,8.4,-3.6
1992/2/13,2.3,5.3,0.5
1992/2/14,2.3,4.6,0.6
1992/2/15,1.9,3.9,0.4
1992/2/16,0.9,4.0,-2.1
1992/2/17,0.7,2.8,-3.1
1992/2/18,1.6,5.4,-2.5
1992/2/19,0.1,3.5,-2.0
1992/2/20,-1.0,0.5,-3.1
1992/2/21,0.1,2.8,-2.7
1992/2/22,0.8,2.2,-2.0
1992/2/23,2.6,4.6,0.8
1992/2/24,2.3,6.8,0.6
1992/2/25,2.6,4.9,0.1
1992/2/26,2.7,4.3,0.2
1992/2/27,5.1,11.0,0.6
1992/2/28,6.0,13.3,-0.4
1992/2/29,6.5,11.0,2.7
1992/3/1,6.6,9.0,3.4
1992/3/2,1.7,4.1,0.6
1992/3/3,1.0,3.6,-0.3
1992/3/4,2.6,5.9,-0.9
1992/3/5,2.2,6.6,-1.8
1992/3/6,2.8,5.0,0.6
1992/3/7,3.1,4.8,0.2
1992/3/8,4.2,8.8,1.0
1992/3/9,5.9,12.2,1.2
1992/3/10,6.4,11.9,0.8
1992/3/11,5.5,8.5,-0.1
1992/3/12,5.1,10.8,-1.8
1992/3/13,8.6,11.8,4.3
1992/3/14,9.0,12.8,5.9
1992/3/15,8.8,11.4,6.9
1992/3/16,5.3,8.3,2.2
1992/3/17,2.7,6.8,-0.3
1992/3/18,2.1,2.9,0.6
1992/3/19,5.8,9.1,2.3
1992/3/20,4.2,8.0,1.3
1992/3/21,0.3,2.0,-0.9
1992/3/22,2.7,4.4,-0.6
1992/3/23,4.1,8.0,-1.3
1992/3/24,6.5,11.1,3.4
1992/3/25,7.6,9.5,5.7
1992/3/26,8.0,10.0,6.6
1992/3/27,6.9,10.5,3.1
1992/3/28,7.1,13.4,0.0
1992/3/29,11.1,16.4,5.1
1992/3/30,9.5,12.2,8.4
1992/3/31,8.6,11.2,5.8
