ダウンロードした時刻：2017/07/24 15:37:42

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/1/1,-1.9,3.3,-3.6
1987/1/2,-2.9,-1.2,-6.5
1987/1/3,1.0,4.7,-3.0
1987/1/4,-2.0,1.5,-4.3
1987/1/5,-3.8,-0.2,-8.0
1987/1/6,-1.7,2.6,-5.5
1987/1/7,-1.8,2.2,-5.5
1987/1/8,1.7,7.1,-2.9
1987/1/9,-0.7,3.9,-3.6
1987/1/10,-5.6,-3.5,-6.5
1987/1/11,-3.8,0.0,-9.2
1987/1/12,-2.2,0.3,-4.9
1987/1/13,0.5,3.5,-2.2
1987/1/14,-1.2,1.9,-5.5
1987/1/15,0.8,4.9,-2.1
1987/1/16,0.7,5.2,-3.0
1987/1/17,3.6,8.4,-0.1
1987/1/18,-1.0,2.3,-3.8
1987/1/19,-3.7,-0.6,-6.1
1987/1/20,-4.3,-1.5,-6.4
1987/1/21,-2.6,1.0,-5.9
1987/1/22,-0.4,3.8,-3.7
1987/1/23,-2.0,0.9,-6.3
1987/1/24,1.9,7.7,-1.5
1987/1/25,-3.5,-0.3,-6.4
1987/1/26,-3.4,-0.9,-8.0
1987/1/27,0.0,3.9,-3.4
1987/1/28,2.4,5.4,-0.9
1987/1/29,7.0,10.6,1.1
1987/1/30,2.8,8.7,-1.5
1987/1/31,-2.3,0.2,-4.2
1987/2/1,-3.4,0.5,-5.6
1987/2/2,-2.8,0.6,-7.2
1987/2/3,-1.7,-0.1,-3.6
1987/2/4,-0.8,1.6,-3.6
1987/2/5,1.1,3.9,-2.2
1987/2/6,0.9,6.6,-4.5
1987/2/7,2.5,7.9,-4.2
1987/2/8,2.7,7.1,-2.6
1987/2/9,3.7,9.9,-5.5
1987/2/10,11.3,15.9,5.2
1987/2/11,12.1,14.7,6.4
1987/2/12,2.5,10.4,-2.7
1987/2/13,-1.1,4.0,-4.8
1987/2/14,-0.9,2.1,-4.0
1987/2/15,-2.7,-0.2,-4.2
1987/2/16,-3.4,-2.0,-4.8
1987/2/17,-1.1,2.4,-5.3
1987/2/18,-1.2,2.0,-4.0
1987/2/19,-2.8,-0.7,-4.5
1987/2/20,-2.8,1.1,-7.0
1987/2/21,-1.2,3.8,-6.6
1987/2/22,-0.8,3.3,-6.1
1987/2/23,2.0,6.7,-3.0
1987/2/24,5.4,13.6,0.4
1987/2/25,-0.1,5.3,-3.9
1987/2/26,-3.1,-1.1,-4.0
1987/2/27,-1.8,0.6,-3.8
1987/2/28,-0.7,2.1,-3.3
1987/3/1,-2.1,1.4,-4.9
1987/3/2,-1.3,2.3,-4.6
1987/3/3,1.2,4.4,-4.1
1987/3/4,1.5,4.0,-0.6
1987/3/5,4.0,9.2,-2.1
1987/3/6,-1.2,1.8,-3.7
1987/3/7,-1.4,1.4,-5.3
1987/3/8,0.7,4.9,-5.9
1987/3/9,3.1,7.9,-2.7
1987/3/10,-0.4,3.6,-3.6
1987/3/11,-0.7,0.8,-2.4
1987/3/12,2.3,8.5,-0.8
1987/3/13,2.9,7.5,-3.4
1987/3/14,6.9,14.0,2.3
1987/3/15,2.5,5.3,0.0
1987/3/16,0.5,3.7,-2.4
1987/3/17,2.8,8.4,-4.4
1987/3/18,3.8,10.5,0.4
1987/3/19,5.8,11.6,0.8
1987/3/20,3.6,7.1,0.3
1987/3/21,5.5,12.0,1.3
1987/3/22,6.9,13.9,2.2
1987/3/23,7.8,13.0,4.9
1987/3/24,9.4,15.8,6.2
1987/3/25,4.9,11.3,-1.7
1987/3/26,0.1,2.3,-2.3
1987/3/27,4.2,10.0,0.1
1987/3/28,5.7,12.2,-0.7
1987/3/29,7.4,16.2,0.1
1987/3/30,9.7,15.7,0.3
1987/3/31,3.0,12.1,-1.5
1987/4/1,2.6,6.7,-1.7
1987/4/2,5.1,10.8,-0.1
1987/4/3,7.1,13.7,1.3
1987/4/4,8.7,13.7,2.4
1987/4/5,9.7,16.9,2.8
1987/4/6,9.6,19.4,1.6
1987/4/7,9.2,11.6,6.2
1987/4/8,10.5,15.9,5.4
1987/4/9,12.5,22.0,4.7
1987/4/10,13.6,16.8,10.5
1987/4/11,6.0,13.5,0.8
1987/4/12,2.6,8.4,-0.7
1987/4/13,-0.1,3.9,-1.7
1987/4/14,2.4,7.1,-2.5
1987/4/15,5.6,14.1,-2.6
1987/4/16,8.6,17.7,-0.2
1987/4/17,11.3,19.7,3.4
1987/4/18,13.8,23.0,4.5
1987/4/19,14.2,23.0,5.9
1987/4/20,15.7,24.8,6.5
1987/4/21,19.7,29.5,8.4
1987/4/22,15.1,21.4,8.3
1987/4/23,13.7,22.2,5.0
1987/4/24,9.6,15.6,6.3
1987/4/25,6.8,12.8,2.7
1987/4/26,4.5,6.5,2.6
1987/4/27,8.1,15.4,3.7
1987/4/28,12.0,20.6,1.2
1987/4/29,15.1,25.1,4.7
1987/4/30,18.2,29.2,7.3
1987/5/1,18.1,27.6,10.3
