ダウンロードした時刻：2019/10/10 15:44:36

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,9.5,12.4,5.8
1999/12/2,9.7,12.5,7.1
1999/12/3,6.0,8.3,4.0
1999/12/4,8.8,14.5,2.7
1999/12/5,11.0,12.8,9.8
1999/12/6,10.2,12.4,7.1
1999/12/7,6.6,8.4,4.1
1999/12/8,8.0,12.2,4.3
1999/12/9,11.5,14.5,6.0
1999/12/10,12.3,15.7,8.2
1999/12/11,8.3,13.5,3.3
1999/12/12,5.3,8.4,3.0
1999/12/13,6.7,9.8,4.6
1999/12/14,5.1,8.3,3.9
1999/12/15,6.2,9.1,3.7
1999/12/16,8.7,11.6,5.9
1999/12/17,8.5,11.8,4.8
1999/12/18,3.4,5.2,1.8
1999/12/19,2.5,6.6,0.6
1999/12/20,2.0,5.8,0.3
1999/12/21,1.7,3.4,0.4
1999/12/22,2.6,6.0,0.5
1999/12/23,4.2,7.2,1.8
1999/12/24,6.7,9.7,1.6
1999/12/25,4.6,9.7,1.0
1999/12/26,4.7,7.1,1.4
1999/12/27,4.9,8.6,2.2
1999/12/28,7.8,13.1,0.8
1999/12/29,7.8,9.6,5.3
1999/12/30,7.9,11.6,3.8
1999/12/31,7.8,12.8,2.8
2000/1/1,5.7,7.9,1.7
2000/1/2,6.1,12.3,0.7
2000/1/3,9.5,12.7,7.3
2000/1/4,7.2,9.7,5.8
2000/1/5,7.3,9.8,4.6
2000/1/6,11.9,17.6,5.7
2000/1/7,9.0,16.0,5.1
2000/1/8,6.2,8.3,4.7
2000/1/9,8.8,11.5,6.2
2000/1/10,7.8,11.3,4.6
2000/1/11,4.0,5.7,2.3
2000/1/12,5.6,8.0,2.0
2000/1/13,9.0,12.2,6.0
2000/1/14,8.7,11.3,5.5
2000/1/15,5.8,8.9,2.3
2000/1/16,4.8,8.3,1.2
2000/1/17,6.8,10.6,4.6
2000/1/18,5.7,9.0,2.3
2000/1/19,5.7,12.0,0.9
2000/1/20,3.0,6.1,0.0
2000/1/21,0.2,2.1,-1.8
2000/1/22,1.6,4.6,-1.0
2000/1/23,4.6,9.2,0.2
2000/1/24,7.0,9.8,1.6
2000/1/25,0.0,1.6,-1.8
2000/1/26,-0.5,1.6,-1.7
2000/1/27,-1.0,1.8,-2.6
2000/1/28,1.8,5.5,-2.4
2000/1/29,3.5,7.6,-0.6
2000/1/30,5.3,8.4,0.0
2000/1/31,1.9,4.7,-0.1
2000/2/1,1.5,4.1,-0.3
2000/2/2,3.8,7.4,0.4
2000/2/3,4.8,8.4,2.7
2000/2/4,4.4,6.1,1.0
2000/2/5,4.8,8.6,2.1
2000/2/6,5.7,8.8,2.3
2000/2/7,5.6,8.3,3.1
2000/2/8,2.5,5.9,-1.0
2000/2/9,1.7,4.5,-0.4
2000/2/10,3.0,6.9,0.2
2000/2/11,4.8,8.2,2.3
2000/2/12,6.9,9.8,3.6
2000/2/13,4.9,8.3,1.8
2000/2/14,6.5,12.5,2.7
2000/2/15,0.5,6.2,-1.6
2000/2/16,-0.1,1.2,-1.9
2000/2/17,-0.2,1.5,-1.6
2000/2/18,1.0,4.0,-0.8
2000/2/19,2.1,4.7,-0.2
2000/2/20,3.0,5.9,0.5
2000/2/21,1.7,3.3,-0.4
2000/2/22,0.7,2.2,-1.0
2000/2/23,2.9,6.4,-0.3
2000/2/24,0.6,5.0,-2.1
2000/2/25,0.0,2.8,-2.5
2000/2/26,1.5,5.6,-2.3
2000/2/27,3.9,5.8,1.6
2000/2/28,1.9,5.9,-2.2
2000/2/29,0.4,3.5,-2.4
2000/3/1,2.3,5.8,-0.7
2000/3/2,6.0,11.7,-1.0
2000/3/3,8.3,13.1,4.5
2000/3/4,7.9,10.5,4.8
2000/3/5,7.0,10.5,3.6
2000/3/6,6.6,11.0,0.3
2000/3/7,5.8,9.6,1.1
2000/3/8,1.7,3.8,0.2
2000/3/9,1.1,3.8,-0.3
2000/3/10,1.8,4.8,-2.4
2000/3/11,6.6,10.7,1.1
2000/3/12,6.5,11.1,3.3
2000/3/13,5.6,8.3,1.9
2000/3/14,2.8,6.6,-1.1
2000/3/15,5.3,9.5,0.3
2000/3/16,7.4,10.8,5.6
2000/3/17,6.0,8.8,2.9
2000/3/18,8.9,14.9,1.9
2000/3/19,10.8,16.5,6.1
2000/3/20,5.5,8.4,2.0
2000/3/21,5.2,8.6,0.5
2000/3/22,6.0,9.3,2.3
2000/3/23,8.9,17.1,1.4
2000/3/24,7.4,10.1,4.4
2000/3/25,4.8,8.0,0.9
2000/3/26,3.4,6.7,1.0
2000/3/27,8.5,16.4,0.4
2000/3/28,12.8,18.3,7.4
2000/3/29,8.9,12.6,7.0
2000/3/30,9.0,12.6,6.5
2000/3/31,12.0,16.6,6.5
