ダウンロードした時刻：2019/10/10 16:02:49

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,11.6,14.1,10.5
1988/12/2,11.9,15.8,7.7
1988/12/3,12.2,16.4,8.1
1988/12/4,15.5,19.9,10.6
1988/12/5,13.2,17.4,9.6
1988/12/6,10.7,13.6,8.8
1988/12/7,11.4,16.0,7.1
1988/12/8,12.3,16.8,6.4
1988/12/9,14.1,18.1,12.3
1988/12/10,10.2,12.5,9.2
1988/12/11,10.4,12.7,8.7
1988/12/12,10.0,13.6,8.1
1988/12/13,12.5,14.9,7.9
1988/12/14,14.5,16.6,12.1
1988/12/15,11.6,15.2,8.9
1988/12/16,7.3,9.4,3.7
1988/12/17,8.7,10.5,4.7
1988/12/18,10.2,12.2,8.2
1988/12/19,13.9,15.8,10.7
1988/12/20,14.7,16.4,12.8
1988/12/21,12.9,14.7,11.4
1988/12/22,9.6,11.5,5.8
1988/12/23,11.3,15.2,5.8
1988/12/24,14.4,16.7,10.9
1988/12/25,11.9,16.9,8.8
1988/12/26,9.2,12.0,7.8
1988/12/27,10.6,12.4,8.7
1988/12/28,10.1,12.2,7.4
1988/12/29,9.3,12.1,4.7
1988/12/30,10.1,13.0,7.5
1988/12/31,12.4,15.0,8.2
1989/1/1,13.5,16.9,10.1
1989/1/2,12.2,15.6,6.6
1989/1/3,13.4,15.5,11.5
1989/1/4,10.0,11.8,8.5
1989/1/5,8.4,12.0,4.3
1989/1/6,9.6,13.3,4.4
1989/1/7,14.1,17.6,8.3
1989/1/8,17.8,19.3,15.9
1989/1/9,15.2,16.4,14.5
1989/1/10,14.3,15.4,13.3
1989/1/11,13.5,17.2,10.6
1989/1/12,15.6,19.1,12.9
1989/1/13,11.5,13.6,10.4
1989/1/14,10.8,12.8,9.7
1989/1/15,10.9,11.8,9.3
1989/1/16,10.6,14.4,5.2
1989/1/17,10.2,15.3,5.0
1989/1/18,13.2,17.6,7.9
1989/1/19,17.8,20.3,10.9
1989/1/20,18.6,20.1,13.9
1989/1/21,13.2,15.2,11.0
1989/1/22,13.2,15.1,10.3
1989/1/23,15.4,18.2,12.4
1989/1/24,12.1,14.5,10.0
1989/1/25,10.4,13.4,6.9
1989/1/26,12.4,16.5,6.2
1989/1/27,12.0,16.2,7.4
1989/1/28,6.0,7.5,4.6
1989/1/29,6.5,11.1,1.3
1989/1/30,10.4,14.1,6.6
1989/1/31,12.6,15.7,8.1
1989/2/1,12.0,16.5,8.6
1989/2/2,8.1,10.9,6.9
1989/2/3,7.1,9.2,5.4
1989/2/4,7.6,10.5,5.6
1989/2/5,8.9,12.9,5.0
1989/2/6,10.8,14.6,5.4
1989/2/7,11.7,14.2,8.9
1989/2/8,15.3,17.6,10.7
1989/2/9,15.6,18.7,11.8
1989/2/10,10.7,13.8,5.5
1989/2/11,7.9,9.9,5.8
1989/2/12,9.2,12.4,7.1
1989/2/13,8.5,12.2,5.0
1989/2/14,9.5,12.7,4.6
1989/2/15,11.9,14.2,8.0
1989/2/16,16.5,18.2,12.7
1989/2/17,18.6,19.7,17.2
1989/2/18,15.1,19.3,10.5
1989/2/19,11.8,14.3,10.6
1989/2/20,14.4,17.3,8.9
1989/2/21,15.9,18.3,13.3
1989/2/22,12.0,13.6,11.2
1989/2/23,10.4,11.9,9.7
1989/2/24,15.3,17.5,11.7
1989/2/25,17.5,20.3,13.2
1989/2/26,13.6,19.6,10.0
1989/2/27,12.4,15.3,10.4
1989/2/28,15.1,17.6,11.7
1989/3/1,16.5,20.3,13.2
1989/3/2,13.9,15.8,13.1
1989/3/3,15.9,18.1,13.0
1989/3/4,18.0,19.9,16.5
1989/3/5,14.1,18.4,11.2
1989/3/6,12.6,16.7,9.0
1989/3/7,10.6,13.7,8.0
1989/3/8,9.2,12.8,6.4
1989/3/9,7.9,11.3,5.7
1989/3/10,9.4,14.4,5.5
1989/3/11,11.7,15.3,6.2
1989/3/12,13.3,17.1,11.1
1989/3/13,14.6,17.1,10.6
1989/3/14,16.1,18.3,13.4
1989/3/15,13.7,17.4,11.0
1989/3/16,10.9,14.2,9.6
1989/3/17,10.5,13.6,7.2
1989/3/18,9.3,12.5,6.4
1989/3/19,9.6,13.7,6.0
1989/3/20,10.3,14.3,7.2
1989/3/21,11.8,15.8,7.8
1989/3/22,9.3,13.7,5.9
1989/3/23,11.7,15.2,8.8
1989/3/24,12.9,15.8,9.9
1989/3/25,14.8,18.0,10.5
1989/3/26,12.9,15.7,8.8
1989/3/27,14.1,16.2,11.6
1989/3/28,12.8,16.7,9.8
1989/3/29,12.3,16.7,9.3
1989/3/30,13.2,17.6,9.4
1989/3/31,15.6,18.5,11.7
