ダウンロードした時刻：2017/07/24 15:41:07

,飯田,飯田,飯田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,-1.0,6.8,-7.9
1985/1/2,-0.4,8.1,-6.6
1985/1/3,-0.6,3.5,-2.6
1985/1/4,-1.1,7.3,-5.2
1985/1/5,-2.9,3.6,-8.9
1985/1/6,0.4,5.0,-3.6
1985/1/7,-1.8,5.4,-6.7
1985/1/8,-1.7,5.2,-8.0
1985/1/9,-0.8,7.9,-7.4
1985/1/10,-0.9,5.5,-3.5
1985/1/11,-0.2,7.3,-7.6
1985/1/12,2.4,8.3,-2.8
1985/1/13,0.2,2.4,-2.6
1985/1/14,-4.6,-1.8,-6.6
1985/1/15,-5.2,2.0,-11.7
1985/1/16,-1.1,2.7,-7.2
1985/1/17,-1.6,4.1,-7.3
1985/1/18,-4.2,2.3,-11.0
1985/1/19,-0.3,7.7,-8.4
1985/1/20,2.7,6.9,-0.6
1985/1/21,0.4,6.6,-4.2
1985/1/22,1.2,9.2,-6.1
1985/1/23,4.1,10.1,-2.6
1985/1/24,-1.2,2.3,-4.0
1985/1/25,-0.6,5.0,-5.5
1985/1/26,-1.8,5.8,-7.5
1985/1/27,-0.8,6.4,-8.4
1985/1/28,1.8,6.8,-2.9
1985/1/29,-2.8,2.4,-6.4
1985/1/30,-4.4,-0.4,-9.3
1985/1/31,-3.8,2.6,-12.4
1985/2/1,0.7,5.8,-4.5
1985/2/2,3.8,9.4,-2.0
1985/2/3,2.5,7.0,-3.4
1985/2/4,4.8,12.0,1.5
1985/2/5,1.0,3.5,0.0
1985/2/6,3.1,6.0,0.9
1985/2/7,5.4,13.8,1.1
1985/2/8,5.1,11.9,-0.9
1985/2/9,4.4,8.4,3.3
1985/2/10,7.2,10.7,3.3
1985/2/11,3.4,10.0,-1.4
1985/2/12,2.8,9.0,-4.4
1985/2/13,4.1,8.8,-0.8
1985/2/14,-0.2,4.0,-2.6
1985/2/15,0.1,7.6,-6.9
1985/2/16,-0.2,4.0,-3.9
1985/2/17,2.6,9.3,-1.8
1985/2/18,3.6,10.0,-4.3
1985/2/19,2.0,5.5,0.5
1985/2/20,3.3,5.5,-0.2
1985/2/21,0.6,5.5,-5.0
1985/2/22,-3.3,-1.2,-4.9
1985/2/23,-0.4,3.7,-3.9
1985/2/24,-1.5,2.9,-4.4
1985/2/25,-0.2,7.7,-7.2
1985/2/26,0.9,6.2,-3.1
1985/2/27,3.1,9.3,-2.4
1985/2/28,1.5,2.7,0.2
1985/3/1,6.3,12.9,2.3
1985/3/2,7.1,11.8,4.3
1985/3/3,5.8,13.2,0.3
1985/3/4,3.3,11.6,-2.2
1985/3/5,2.9,5.6,0.2
1985/3/6,4.0,10.1,-1.0
1985/3/7,6.4,13.6,-0.9
1985/3/8,6.3,11.1,2.7
1985/3/9,10.2,14.1,4.8
1985/3/10,4.6,11.5,-0.3
1985/3/11,2.5,3.5,1.5
1985/3/12,3.4,7.2,-0.8
1985/3/13,4.5,12.0,-2.1
1985/3/14,1.8,4.5,0.4
1985/3/15,4.3,10.3,0.0
1985/3/16,5.4,14.3,-1.9
1985/3/17,3.6,5.2,2.0
1985/3/18,9.4,18.9,1.3
1985/3/19,6.1,9.2,4.2
1985/3/20,8.7,14.8,3.7
1985/3/21,5.6,8.4,3.0
1985/3/22,6.8,15.0,0.3
1985/3/23,6.4,13.5,-0.9
1985/3/24,8.2,16.4,1.2
1985/3/25,10.0,13.7,5.7
1985/3/26,11.9,18.6,5.8
1985/3/27,8.4,14.9,3.7
1985/3/28,14.5,23.7,6.5
1985/3/29,11.4,20.3,5.0
1985/3/30,7.2,12.6,2.2
1985/3/31,3.4,8.0,-0.6
1985/4/1,4.5,13.2,-3.1
1985/4/2,6.9,15.2,-2.5
1985/4/3,10.8,17.0,2.9
1985/4/4,10.3,12.3,8.7
1985/4/5,10.4,15.0,5.5
1985/4/6,10.1,19.9,0.5
1985/4/7,10.5,13.6,9.0
1985/4/8,14.8,22.1,8.7
1985/4/9,16.6,27.2,7.3
1985/4/10,15.4,24.4,7.6
1985/4/11,12.8,17.5,9.9
1985/4/12,8.9,10.2,7.8
1985/4/13,11.4,14.6,7.0
1985/4/14,14.0,20.5,7.2
1985/4/15,11.5,15.8,9.3
1985/4/16,12.4,18.8,7.5
1985/4/17,11.1,20.6,3.5
1985/4/18,10.3,16.2,6.3
1985/4/19,10.9,18.6,1.9
1985/4/20,11.8,17.7,7.4
1985/4/21,12.9,23.7,3.4
1985/4/22,12.8,21.3,6.2
1985/4/23,17.8,26.1,11.9
1985/4/24,13.2,18.5,6.8
1985/4/25,13.5,24.6,3.0
1985/4/26,15.4,23.5,7.4
1985/4/27,14.1,19.7,9.8
1985/4/28,12.5,20.3,6.2
1985/4/29,13.4,23.4,3.3
1985/4/30,15.2,24.9,5.8
1985/5/1,16.9,27.2,7.3
