ダウンロードした時刻：2017/07/24 15:38:03

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,0.8,3.9,-0.7
1995/1/2,2.0,5.5,-1.4
1995/1/3,2.4,6.1,-1.7
1995/1/4,3.1,4.4,1.0
1995/1/5,5.2,9.0,1.7
1995/1/6,0.9,3.7,-1.1
1995/1/7,2.7,9.2,-1.5
1995/1/8,4.3,9.2,-0.8
1995/1/9,4.4,13.0,-2.8
1995/1/10,2.5,7.8,-0.4
1995/1/11,0.9,4.4,-2.0
1995/1/12,0.0,4.8,-3.6
1995/1/13,-0.4,3.8,-2.7
1995/1/14,-2.1,-0.2,-3.4
1995/1/15,-2.5,0.7,-3.6
1995/1/16,-1.4,1.6,-3.3
1995/1/17,-2.2,2.0,-5.5
1995/1/18,0.0,4.6,-4.0
1995/1/19,-0.7,0.8,-3.3
1995/1/20,0.9,5.1,-5.0
1995/1/21,2.6,7.3,-1.9
1995/1/22,0.9,2.3,0.2
1995/1/23,5.2,9.4,0.7
1995/1/24,4.1,6.7,1.4
1995/1/25,1.8,4.2,0.7
1995/1/26,2.3,6.1,-1.1
1995/1/27,0.2,1.5,-2.7
1995/1/28,-0.8,4.7,-4.9
1995/1/29,2.0,9.1,-3.0
1995/1/30,-0.7,2.4,-3.2
1995/1/31,-1.5,0.9,-3.8
1995/2/1,2.0,5.1,-1.1
1995/2/2,2.3,5.2,0.1
1995/2/3,0.8,4.6,-2.1
1995/2/4,-0.1,5.6,-4.6
1995/2/5,-0.9,2.6,-3.1
1995/2/6,-0.2,5.4,-5.8
1995/2/7,1.1,5.9,-2.2
1995/2/8,4.5,10.4,-0.6
1995/2/9,3.9,8.0,0.7
1995/2/10,1.6,4.3,-0.6
1995/2/11,2.5,8.5,-1.9
1995/2/12,3.5,11.8,-3.7
1995/2/13,5.2,9.5,2.2
1995/2/14,3.0,7.3,-1.0
1995/2/15,2.0,8.1,-3.8
1995/2/16,2.9,9.8,0.6
1995/2/17,1.0,5.0,-1.4
1995/2/18,1.9,5.7,-0.9
1995/2/19,3.2,6.5,1.5
1995/2/20,3.0,6.8,1.1
1995/2/21,3.8,7.3,1.0
1995/2/22,3.4,6.7,1.2
1995/2/23,4.3,10.6,0.4
1995/2/24,3.7,6.9,0.2
1995/2/25,2.5,6.5,-0.8
1995/2/26,3.8,8.5,-0.4
1995/2/27,5.0,10.6,1.5
1995/2/28,4.2,9.1,-0.1
1995/3/1,4.3,9.0,1.0
1995/3/2,2.9,5.8,0.6
1995/3/3,3.0,8.0,-0.7
1995/3/4,0.3,1.1,-1.0
1995/3/5,1.2,5.3,-2.6
1995/3/6,2.4,6.6,-0.8
1995/3/7,3.0,9.1,-2.4
1995/3/8,4.1,9.7,0.2
1995/3/9,5.6,9.7,2.0
1995/3/10,1.9,7.2,-1.4
1995/3/11,3.5,5.3,0.8
1995/3/12,3.4,5.7,1.6
1995/3/13,3.4,5.7,2.2
1995/3/14,5.6,11.6,1.9
1995/3/15,6.2,13.1,0.9
1995/3/16,7.1,11.8,-0.3
1995/3/17,12.4,16.0,6.0
1995/3/18,2.9,6.1,0.9
1995/3/19,4.6,11.7,-1.5
1995/3/20,6.9,13.5,0.5
1995/3/21,10.2,18.5,2.8
1995/3/22,8.1,12.9,3.7
1995/3/23,6.0,8.9,2.8
1995/3/24,8.1,13.5,6.1
1995/3/25,3.8,6.3,2.1
1995/3/26,1.4,3.5,-0.3
1995/3/27,5.0,11.4,-0.3
1995/3/28,5.8,8.9,2.5
1995/3/29,6.5,13.8,-0.2
1995/3/30,8.5,10.0,6.1
1995/3/31,11.1,15.9,8.5
1995/4/1,7.8,13.3,2.0
1995/4/2,6.3,10.5,2.4
1995/4/3,4.3,7.5,1.3
1995/4/4,8.6,16.0,0.6
1995/4/5,10.8,19.4,2.1
1995/4/6,13.1,19.9,5.2
1995/4/7,12.2,15.4,9.2
1995/4/8,12.6,20.2,5.7
1995/4/9,13.3,20.1,6.8
1995/4/10,9.4,12.4,4.8
1995/4/11,8.4,14.4,4.1
1995/4/12,8.2,11.6,4.9
1995/4/13,10.0,14.7,4.5
1995/4/14,9.8,15.4,4.7
1995/4/15,11.6,17.8,7.7
1995/4/16,10.1,13.7,7.3
1995/4/17,13.3,19.5,7.9
1995/4/18,12.6,20.8,5.2
1995/4/19,13.1,20.1,5.5
1995/4/20,9.8,14.7,4.5
1995/4/21,13.4,22.6,2.2
1995/4/22,16.2,21.0,11.7
1995/4/23,18.1,24.1,14.0
1995/4/24,14.7,19.1,10.8
1995/4/25,16.4,21.3,12.5
1995/4/26,14.3,20.5,9.6
1995/4/27,16.1,21.5,9.7
1995/4/28,16.8,24.1,11.8
1995/4/29,16.6,21.8,11.5
1995/4/30,15.5,18.3,13.4
1995/5/1,14.8,17.8,12.4
