ダウンロードした時刻：2019/10/10 15:39:43

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,5.8,7.7,3.6
1986/12/2,5.0,8.5,1.2
1986/12/3,4.8,7.0,0.6
1986/12/4,7.9,12.9,5.2
1986/12/5,6.3,8.8,4.1
1986/12/6,7.0,10.2,2.0
1986/12/7,7.2,13.5,4.1
1986/12/8,6.2,9.7,2.7
1986/12/9,9.2,14.7,1.7
1986/12/10,8.5,13.3,1.4
1986/12/11,6.9,10.1,3.3
1986/12/12,8.4,14.0,1.3
1986/12/13,7.3,10.5,4.7
1986/12/14,7.2,11.5,4.0
1986/12/15,4.4,6.8,1.7
1986/12/16,4.1,5.9,1.7
1986/12/17,2.2,5.2,-2.3
1986/12/18,0.6,3.9,-3.6
1986/12/19,6.8,10.9,1.1
1986/12/20,3.5,7.3,0.7
1986/12/21,4.9,9.3,0.1
1986/12/22,0.6,4.0,-0.4
1986/12/23,5.0,9.4,1.1
1986/12/24,7.0,12.0,1.3
1986/12/25,6.4,8.7,2.3
1986/12/26,3.0,6.3,0.6
1986/12/27,1.3,4.9,-1.0
1986/12/28,-0.4,1.3,-1.9
1986/12/29,0.9,3.7,-1.8
1986/12/30,2.1,6.5,-1.6
1986/12/31,3.7,7.4,1.0
1987/1/1,-0.3,4.5,-2.2
1987/1/2,-0.9,0.3,-3.9
1987/1/3,2.5,7.7,-2.2
1987/1/4,-0.3,3.3,-3.1
1987/1/5,-1.4,1.1,-3.9
1987/1/6,-0.2,3.6,-3.2
1987/1/7,0.6,4.2,-4.8
1987/1/8,3.9,9.1,-0.4
1987/1/9,1.7,5.2,-1.8
1987/1/10,-3.7,-1.8,-5.5
1987/1/11,-1.5,1.8,-4.9
1987/1/12,-0.6,1.5,-2.8
1987/1/13,0.9,2.0,-0.6
1987/1/14,0.3,3.0,-4.0
1987/1/15,2.5,6.3,-0.8
1987/1/16,2.9,8.1,-1.9
1987/1/17,6.1,12.5,1.2
1987/1/18,1.2,4.0,-2.4
1987/1/19,-1.1,2.6,-3.1
1987/1/20,-3.1,-0.8,-5.7
1987/1/21,-1.6,2.5,-6.3
1987/1/22,0.9,5.9,-2.2
1987/1/23,0.9,4.8,-3.1
1987/1/24,5.2,10.2,0.6
1987/1/25,-1.3,1.7,-3.9
1987/1/26,-1.0,1.9,-4.3
1987/1/27,1.3,5.3,-2.5
1987/1/28,3.6,7.7,-1.5
1987/1/29,8.3,12.2,2.4
1987/1/30,5.4,10.8,0.5
1987/1/31,-0.5,2.5,-2.2
1987/2/1,-2.2,0.9,-4.6
1987/2/2,-1.9,1.6,-5.8
1987/2/3,-1.0,0.3,-2.2
1987/2/4,0.9,3.4,-1.1
1987/2/5,2.7,6.1,-2.8
1987/2/6,2.3,6.8,-3.6
1987/2/7,3.6,7.9,-2.3
1987/2/8,4.6,7.7,-0.5
1987/2/9,4.7,10.5,-3.4
1987/2/10,8.5,13.6,2.0
1987/2/11,12.4,17.5,5.1
1987/2/12,4.9,13.2,-0.5
1987/2/13,1.1,5.8,-1.7
1987/2/14,1.3,4.6,-2.0
1987/2/15,-0.8,2.4,-3.5
1987/2/16,-1.8,0.8,-3.5
1987/2/17,1.2,4.6,-2.1
1987/2/18,0.7,4.6,-1.5
1987/2/19,-0.3,2.9,-2.6
1987/2/20,-0.8,3.8,-4.6
1987/2/21,0.5,5.1,-4.1
1987/2/22,1.4,4.5,-3.0
1987/2/23,3.7,8.2,-0.7
1987/2/24,7.5,12.4,1.4
1987/2/25,2.4,8.2,-3.0
1987/2/26,-1.9,0.0,-3.1
1987/2/27,-0.9,1.4,-2.9
1987/2/28,0.5,4.2,-3.8
1987/3/1,0.2,3.6,-3.3
1987/3/2,0.1,4.5,-5.0
1987/3/3,3.3,7.2,-1.3
1987/3/4,6.9,10.8,4.3
1987/3/5,6.8,11.9,1.1
1987/3/6,1.4,5.2,-1.3
1987/3/7,0.8,3.3,-2.0
1987/3/8,2.7,7.1,-2.2
1987/3/9,3.6,9.6,-1.0
1987/3/10,1.0,4.6,-2.7
1987/3/11,0.2,2.2,-1.2
1987/3/12,3.9,9.7,-0.8
1987/3/13,4.0,5.7,1.7
1987/3/14,9.4,15.4,4.7
1987/3/15,4.0,6.5,1.9
1987/3/16,3.2,5.9,1.4
1987/3/17,3.8,8.2,-0.3
1987/3/18,5.0,11.4,0.6
1987/3/19,5.7,9.2,2.1
1987/3/20,4.7,10.7,0.5
1987/3/21,4.7,6.2,2.6
1987/3/22,7.1,12.2,4.3
1987/3/23,7.9,9.5,6.0
1987/3/24,9.7,16.4,7.4
1987/3/25,7.6,15.0,0.8
1987/3/26,2.1,6.2,-0.1
1987/3/27,5.0,10.9,0.4
1987/3/28,5.7,11.6,0.0
1987/3/29,7.3,12.9,2.0
1987/3/30,7.8,12.8,2.3
1987/3/31,4.2,12.2,-0.9
