ダウンロードした時刻：2019/10/10 15:46:49

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,5.1,8.0,3.4
1986/12/2,4.2,8.6,0.2
1986/12/3,4.7,9.6,-1.0
1986/12/4,8.1,12.7,3.2
1986/12/5,7.2,10.3,4.5
1986/12/6,7.9,11.9,4.1
1986/12/7,8.8,13.6,5.1
1986/12/8,6.8,10.7,4.0
1986/12/9,5.8,12.8,1.2
1986/12/10,8.9,15.4,-1.2
1986/12/11,8.6,11.3,4.9
1986/12/12,10.0,15.3,4.4
1986/12/13,8.4,14.1,3.3
1986/12/14,7.7,11.2,2.8
1986/12/15,6.1,9.2,4.1
1986/12/16,4.5,5.8,3.8
1986/12/17,4.2,7.2,0.6
1986/12/18,7.6,15.2,-1.6
1986/12/19,9.8,16.3,4.8
1986/12/20,3.4,5.4,0.9
1986/12/21,5.2,9.9,1.4
1986/12/22,1.7,4.5,0.6
1986/12/23,3.7,8.3,-1.1
1986/12/24,7.5,14.4,3.6
1986/12/25,7.6,10.7,4.2
1986/12/26,1.4,8.7,0.4
1986/12/27,0.5,1.5,-0.2
1986/12/28,1.4,3.8,-0.5
1986/12/29,0.9,3.3,-1.1
1986/12/30,2.2,4.8,0.7
1986/12/31,7.9,11.4,3.2
1987/1/1,2.7,6.4,1.5
1987/1/2,1.9,4.6,-0.1
1987/1/3,7.1,15.4,3.1
1987/1/4,1.3,5.8,-0.5
1987/1/5,0.2,1.8,-0.8
1987/1/6,1.8,5.1,-2.8
1987/1/7,3.9,7.4,1.3
1987/1/8,5.3,10.4,1.8
1987/1/9,1.7,8.2,0.1
1987/1/10,-1.1,0.2,-2.7
1987/1/11,-1.9,1.2,-5.5
1987/1/12,1.2,5.3,-5.2
1987/1/13,2.9,5.3,-0.1
1987/1/14,1.5,5.6,-1.2
1987/1/15,2.4,6.5,0.8
1987/1/16,4.4,9.3,-0.5
1987/1/17,7.1,12.9,2.7
1987/1/18,1.0,3.6,0.3
1987/1/19,-0.2,2.3,-2.4
1987/1/20,-0.8,0.6,-2.4
1987/1/21,-0.5,3.7,-2.9
1987/1/22,1.7,6.6,-2.2
1987/1/23,5.5,12.6,-2.9
1987/1/24,3.6,9.6,0.7
1987/1/25,-0.5,1.6,-2.4
1987/1/26,-0.1,4.4,-3.3
1987/1/27,1.4,4.0,-1.4
1987/1/28,3.5,8.5,1.6
1987/1/29,6.3,12.3,2.6
1987/1/30,3.2,10.3,0.4
1987/1/31,-0.4,0.7,-1.3
1987/2/1,-1.7,0.7,-6.3
1987/2/2,-0.2,3.5,-7.1
1987/2/3,2.6,6.5,0.3
1987/2/4,1.5,3.2,-0.3
1987/2/5,5.6,8.0,3.1
1987/2/6,4.5,9.0,1.9
1987/2/7,7.6,12.6,1.6
1987/2/8,3.4,7.4,-1.4
1987/2/9,5.2,12.2,-2.0
1987/2/10,7.8,15.5,0.3
1987/2/11,8.5,18.5,2.9
1987/2/12,3.6,9.6,0.8
1987/2/13,2.4,5.3,0.4
1987/2/14,4.2,12.3,0.7
1987/2/15,-0.1,0.7,-0.7
1987/2/16,1.5,2.7,0.1
1987/2/17,1.0,3.4,-0.5
1987/2/18,1.3,3.9,-0.5
1987/2/19,0.0,1.5,-1.3
1987/2/20,0.5,4.6,-2.7
1987/2/21,0.9,4.4,-1.6
1987/2/22,1.8,7.6,-4.8
1987/2/23,4.5,11.0,-1.6
1987/2/24,7.4,15.3,0.1
1987/2/25,0.7,7.1,-1.3
1987/2/26,-0.2,1.1,-1.6
1987/2/27,-0.6,2.0,-2.3
1987/2/28,0.2,4.0,-3.7
1987/3/1,-0.1,1.3,-1.4
1987/3/2,0.5,3.4,-1.6
1987/3/3,3.5,7.4,-0.1
1987/3/4,6.4,11.3,2.6
1987/3/5,10.8,14.0,3.1
1987/3/6,0.8,9.3,0.3
1987/3/7,0.2,2.1,-1.1
1987/3/8,1.4,4.6,-0.7
1987/3/9,3.3,8.8,-0.3
1987/3/10,1.5,3.6,0.0
1987/3/11,3.2,6.7,-0.1
1987/3/12,5.1,9.9,0.1
1987/3/13,8.0,12.5,-1.5
1987/3/14,8.5,12.8,4.0
1987/3/15,3.3,4.9,1.8
1987/3/16,3.8,7.5,-0.4
1987/3/17,4.3,8.4,-0.6
1987/3/18,5.9,11.0,2.3
1987/3/19,8.3,11.8,3.8
1987/3/20,6.9,10.4,3.1
1987/3/21,6.2,13.0,0.0
1987/3/22,9.2,15.5,2.0
1987/3/23,10.5,14.4,7.0
1987/3/24,11.7,16.7,8.7
1987/3/25,5.0,10.3,-0.6
1987/3/26,2.8,6.7,-1.1
1987/3/27,5.4,11.4,-0.4
1987/3/28,6.5,12.1,0.9
1987/3/29,8.2,16.6,1.1
1987/3/30,11.1,17.5,0.9
1987/3/31,2.1,11.2,0.0
