ダウンロードした時刻：2019/10/10 16:17:26

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,14.9,20.0,10.6
1990/12/2,10.2,14.3,6.8
1990/12/3,7.9,12.7,3.6
1990/12/4,7.9,14.8,2.2
1990/12/5,8.4,15.6,2.8
1990/12/6,8.9,16.8,3.0
1990/12/7,9.9,18.0,3.6
1990/12/8,10.6,18.3,3.8
1990/12/9,12.7,16.7,8.3
1990/12/10,13.9,20.8,9.5
1990/12/11,10.3,15.5,6.7
1990/12/12,8.5,13.4,4.3
1990/12/13,7.9,13.6,1.7
1990/12/14,11.2,15.8,7.7
1990/12/15,11.1,14.7,6.7
1990/12/16,7.4,13.9,2.9
1990/12/17,6.3,11.1,1.2
1990/12/18,7.6,12.5,2.5
1990/12/19,7.7,13.6,3.8
1990/12/20,6.7,11.0,2.4
1990/12/21,10.3,17.3,5.8
1990/12/22,9.4,16.7,4.0
1990/12/23,7.1,13.0,2.2
1990/12/24,4.8,12.0,-0.2
1990/12/25,5.5,12.1,-0.6
1990/12/26,6.0,10.7,0.9
1990/12/27,4.8,10.0,0.0
1990/12/28,5.2,9.7,0.5
1990/12/29,6.9,12.7,2.7
1990/12/30,6.3,12.7,1.6
1990/12/31,7.4,9.4,3.9
1991/1/1,13.3,19.1,8.5
1991/1/2,11.7,16.5,8.1
1991/1/3,7.2,12.6,2.8
1991/1/4,5.7,10.8,1.0
1991/1/5,5.2,9.2,2.3
1991/1/6,3.4,9.3,-1.4
1991/1/7,4.6,11.0,-1.6
1991/1/8,6.0,10.8,2.8
1991/1/9,4.9,9.8,1.2
1991/1/10,5.7,13.2,-1.0
1991/1/11,7.3,11.7,4.6
1991/1/12,6.1,12.6,1.4
1991/1/13,3.4,9.2,-0.4
1991/1/14,3.9,9.0,-1.6
1991/1/15,4.5,9.8,0.1
1991/1/16,4.6,11.2,-1.5
1991/1/17,7.7,15.0,3.2
1991/1/18,6.2,10.6,2.0
1991/1/19,6.1,11.7,-0.3
1991/1/20,7.3,10.8,3.4
1991/1/21,11.4,16.2,8.7
1991/1/22,10.6,13.7,7.0
1991/1/23,6.6,9.9,1.9
1991/1/24,5.2,8.7,0.8
1991/1/25,8.4,13.7,4.9
1991/1/26,5.6,12.1,0.5
1991/1/27,5.9,11.6,0.0
1991/1/28,4.5,8.3,1.4
1991/1/29,5.4,10.2,1.8
1991/1/30,4.5,10.8,0.4
1991/1/31,4.8,12.2,-1.2
1991/2/1,6.2,14.4,0.0
1991/2/2,4.8,11.8,-0.3
1991/2/3,5.6,12.1,-1.0
1991/2/4,7.4,12.9,3.9
1991/2/5,5.2,11.0,0.4
1991/2/6,4.8,10.2,-1.1
1991/2/7,7.3,14.2,1.9
1991/2/8,6.8,13.6,0.4
1991/2/9,7.1,13.0,-0.1
1991/2/10,10.4,16.9,6.9
1991/2/11,11.0,17.4,6.0
1991/2/12,9.2,14.9,4.7
1991/2/13,6.7,10.8,1.3
1991/2/14,8.6,11.3,6.2
1991/2/15,11.5,14.6,8.9
1991/2/16,8.7,11.5,5.6
1991/2/17,6.0,9.4,3.2
1991/2/18,4.4,8.3,0.7
1991/2/19,4.4,8.9,0.6
1991/2/20,2.9,8.1,-0.5
1991/2/21,3.1,8.2,-0.3
1991/2/22,2.9,9.2,-2.3
1991/2/23,0.8,5.1,-2.5
1991/2/24,1.2,7.7,-4.0
1991/2/25,2.9,9.4,-3.3
1991/2/26,3.8,10.2,-2.8
1991/2/27,7.3,14.6,-0.8
1991/2/28,10.6,13.6,7.9
1991/3/1,7.9,11.7,3.2
1991/3/2,7.7,13.8,0.1
1991/3/3,8.3,14.6,1.5
1991/3/4,8.4,13.8,2.6
1991/3/5,12.5,16.1,9.1
1991/3/6,15.3,21.3,10.6
1991/3/7,13.2,19.6,7.1
1991/3/8,11.6,12.6,10.4
1991/3/9,14.7,20.2,9.2
1991/3/10,11.7,16.6,5.4
1991/3/11,13.0,16.3,10.3
1991/3/12,13.2,17.8,9.7
1991/3/13,12.5,18.0,7.8
1991/3/14,10.9,16.5,6.4
1991/3/15,7.9,11.9,2.8
1991/3/16,8.8,15.3,5.4
1991/3/17,9.0,15.1,2.5
1991/3/18,10.2,15.6,3.1
1991/3/19,13.8,20.0,7.9
1991/3/20,15.0,18.0,12.2
1991/3/21,13.9,19.0,10.7
1991/3/22,12.4,13.8,10.5
1991/3/23,16.6,21.6,12.9
1991/3/24,15.2,20.6,8.8
1991/3/25,15.2,18.5,12.7
1991/3/26,15.8,18.7,13.4
1991/3/27,16.5,19.2,13.7
1991/3/28,15.9,19.1,11.3
1991/3/29,13.1,17.9,7.3
1991/3/30,13.6,16.4,11.6
1991/3/31,12.9,17.0,10.4
