ダウンロードした時刻：2019/10/10 15:33:05

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,7.3,10.1,3.5
1991/12/2,3.1,6.1,0.6
1991/12/3,5.2,8.6,0.3
1991/12/4,2.9,4.7,0.8
1991/12/5,4.8,7.1,1.9
1991/12/6,8.8,10.9,6.4
1991/12/7,-0.6,8.0,-4.3
1991/12/8,-3.5,-2.4,-4.8
1991/12/9,-3.2,-1.5,-4.7
1991/12/10,-3.6,-2.4,-5.4
1991/12/11,-2.7,-1.1,-3.8
1991/12/12,-4.1,-1.9,-6.7
1991/12/13,-4.2,-1.4,-7.0
1991/12/14,0.0,1.7,-1.8
1991/12/15,1.7,3.0,0.1
1991/12/16,3.5,7.5,-1.2
1991/12/17,8.3,10.3,5.6
1991/12/18,1.8,5.9,-1.5
1991/12/19,-3.3,-1.5,-4.5
1991/12/20,-0.1,2.1,-2.5
1991/12/21,1.3,3.0,-0.5
1991/12/22,-0.2,2.8,-2.6
1991/12/23,2.9,4.6,-0.2
1991/12/24,2.6,6.5,-2.8
1991/12/25,-3.2,-1.7,-4.7
1991/12/26,-2.0,0.9,-4.5
1991/12/27,-1.5,-0.3,-2.8
1991/12/28,0.3,1.8,-2.1
1991/12/29,0.4,2.3,-1.2
1991/12/30,-2.9,-0.6,-4.1
1991/12/31,-1.7,-0.4,-3.7
1992/1/1,-0.7,0.8,-2.3
1992/1/2,0.5,2.0,-1.7
1992/1/3,0.1,1.5,-2.3
1992/1/4,-0.6,0.8,-1.9
1992/1/5,-0.6,1.2,-1.8
1992/1/6,-1.8,-0.7,-3.4
1992/1/7,-1.2,1.6,-4.6
1992/1/8,0.1,2.1,-1.6
1992/1/9,-0.4,1.0,-2.5
1992/1/10,-1.2,0.2,-2.5
1992/1/11,0.8,2.4,-1.8
1992/1/12,2.6,5.6,-1.7
1992/1/13,0.7,3.2,-1.4
1992/1/14,-2.5,-0.3,-5.7
1992/1/15,-2.3,-0.5,-5.1
1992/1/16,0.8,2.7,-1.5
1992/1/17,4.0,5.8,1.6
1992/1/18,0.7,3.2,-1.8
1992/1/19,-0.7,0.8,-1.8
1992/1/20,-0.9,-0.2,-1.9
1992/1/21,0.5,2.2,-0.7
1992/1/22,-0.1,2.6,-2.9
1992/1/23,-3.4,-1.3,-6.1
1992/1/24,-5.2,-3.4,-6.9
1992/1/25,-2.0,-0.3,-3.6
1992/1/26,-1.0,0.3,-2.8
1992/1/27,0.4,3.6,-3.3
1992/1/28,-3.6,-2.1,-5.0
1992/1/29,-3.3,-1.2,-5.1
1992/1/30,-3.8,-1.6,-5.5
1992/1/31,-3.6,-1.6,-4.5
1992/2/1,-3.0,0.4,-5.8
1992/2/2,-2.6,-0.1,-5.5
1992/2/3,0.8,2.4,-0.8
1992/2/4,-1.0,1.3,-4.1
1992/2/5,-3.8,-1.0,-5.4
1992/2/6,-2.1,0.1,-5.6
1992/2/7,0.0,2.5,-3.6
1992/2/8,-4.4,-2.5,-6.9
1992/2/9,-3.6,-1.4,-7.2
1992/2/10,-0.1,2.7,-3.6
1992/2/11,-4.6,-2.1,-8.4
1992/2/12,-0.1,2.2,-2.2
1992/2/13,-2.2,-0.6,-3.7
1992/2/14,-1.6,0.1,-4.0
1992/2/15,1.1,3.8,-3.2
1992/2/16,-0.3,3.1,-5.4
1992/2/17,-3.3,-1.9,-5.6
1992/2/18,-1.0,2.0,-2.5
1992/2/19,-4.3,0.1,-6.7
1992/2/20,-5.2,-3.7,-6.8
1992/2/21,-3.4,-1.5,-5.4
1992/2/22,-2.9,-0.5,-5.6
1992/2/23,-0.9,0.4,-2.9
1992/2/24,0.4,3.0,-2.1
1992/2/25,-0.3,2.7,-2.3
1992/2/26,-0.4,2.2,-2.2
1992/2/27,-1.3,0.5,-2.8
1992/2/28,1.4,4.2,-2.6
1992/2/29,4.2,7.7,1.6
1992/3/1,-0.1,2.7,-3.9
1992/3/2,-2.1,0.6,-3.8
1992/3/3,-1.5,1.0,-3.3
1992/3/4,-1.7,0.5,-3.3
1992/3/5,-2.2,-0.2,-4.7
1992/3/6,-2.6,-0.4,-4.5
1992/3/7,-1.2,1.5,-5.0
1992/3/8,1.7,5.0,-1.6
1992/3/9,0.5,3.3,-1.7
1992/3/10,1.2,1.8,0.7
1992/3/11,1.0,3.5,-0.8
1992/3/12,1.7,6.3,-2.6
1992/3/13,1.2,3.5,-1.8
1992/3/14,3.6,7.3,0.3
1992/3/15,3.7,7.2,1.9
1992/3/16,0.5,3.6,-3.3
1992/3/17,-1.5,1.9,-4.2
1992/3/18,-1.1,0.5,-2.1
1992/3/19,0.4,2.8,-1.9
1992/3/20,-0.8,1.2,-2.5
1992/3/21,-1.1,1.3,-3.7
1992/3/22,-2.0,0.4,-4.8
1992/3/23,1.3,5.5,-2.5
1992/3/24,1.3,5.0,-1.7
1992/3/25,0.9,1.5,0.4
1992/3/26,3.8,7.8,1.2
1992/3/27,5.4,9.5,2.2
1992/3/28,6.8,12.0,2.4
1992/3/29,4.3,7.4,0.9
1992/3/30,4.6,7.1,3.4
1992/3/31,7.1,11.7,4.3
