ダウンロードした時刻：2019/10/10 15:51:43

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,4.8,12.5,-1.0
1985/12/2,6.5,14.0,-1.0
1985/12/3,6.6,12.1,0.1
1985/12/4,8.8,14.5,2.2
1985/12/5,9.1,14.6,4.8
1985/12/6,7.7,13.6,2.7
1985/12/7,6.8,8.3,5.4
1985/12/8,8.2,11.6,5.4
1985/12/9,6.2,12.6,-0.2
1985/12/10,2.2,7.8,-2.2
1985/12/11,1.6,7.4,-2.9
1985/12/12,2.8,9.0,-2.3
1985/12/13,3.5,10.1,-2.8
1985/12/14,5.0,12.2,-3.0
1985/12/15,2.0,7.1,-1.7
1985/12/16,0.1,5.6,-4.0
1985/12/17,0.5,6.7,-5.3
1985/12/18,1.4,7.3,-3.3
1985/12/19,2.3,11.5,-5.1
1985/12/20,2.3,8.5,-2.7
1985/12/21,1.0,7.3,-4.7
1985/12/22,1.5,4.6,-3.9
1985/12/23,7.0,11.7,3.0
1985/12/24,2.9,6.7,-2.3
1985/12/25,1.3,8.1,-4.7
1985/12/26,4.2,9.3,-1.0
1985/12/27,4.2,10.9,-0.8
1985/12/28,1.8,8.3,-4.1
1985/12/29,3.1,10.9,-4.1
1985/12/30,7.6,14.7,-0.7
1985/12/31,9.0,15.1,5.0
1986/1/1,5.8,8.9,3.1
1986/1/2,4.2,11.0,-0.8
1986/1/3,1.1,6.1,-4.9
1986/1/4,4.3,9.9,0.0
1986/1/5,3.3,7.2,-0.4
1986/1/6,1.8,6.3,-2.9
1986/1/7,1.0,7.3,-5.4
1986/1/8,2.1,9.6,-4.0
1986/1/9,3.4,7.7,-2.8
1986/1/10,0.5,6.7,-5.2
1986/1/11,-0.3,6.3,-6.7
1986/1/12,-0.2,7.4,-6.9
1986/1/13,0.0,5.7,-6.2
1986/1/14,2.1,7.3,-3.0
1986/1/15,2.2,10.1,-6.0
1986/1/16,2.3,5.8,-2.5
1986/1/17,4.0,10.6,-0.2
1986/1/18,2.9,10.5,-2.4
1986/1/19,0.9,7.2,-5.0
1986/1/20,1.1,5.9,-3.4
1986/1/21,2.4,7.9,-3.5
1986/1/22,0.4,6.8,-4.0
1986/1/23,-0.6,7.1,-7.8
1986/1/24,0.2,6.7,-4.7
1986/1/25,-1.0,6.6,-6.7
1986/1/26,-1.1,6.1,-7.2
1986/1/27,-0.8,6.7,-7.6
1986/1/28,-0.2,7.7,-8.5
1986/1/29,0.2,7.9,-6.8
1986/1/30,0.3,4.6,-4.4
1986/1/31,2.5,9.0,-3.7
1986/2/1,1.0,4.5,-1.5
1986/2/2,1.8,8.7,-2.4
1986/2/3,2.8,12.7,-3.9
1986/2/4,0.7,6.2,-3.1
1986/2/5,0.7,9.0,-5.8
1986/2/6,-0.5,6.4,-6.4
1986/2/7,0.3,6.9,-6.3
1986/2/8,-0.1,4.0,-4.3
1986/2/9,-0.4,8.4,-7.5
1986/2/10,-0.7,5.7,-7.0
1986/2/11,-0.3,3.7,-6.7
1986/2/12,1.7,7.6,-3.0
1986/2/13,2.1,9.7,-5.7
1986/2/14,5.3,12.1,-2.7
1986/2/15,4.9,7.1,2.6
1986/2/16,0.9,5.1,-3.0
1986/2/17,0.7,7.9,-5.7
1986/2/18,-0.1,3.3,-4.8
1986/2/19,1.4,3.4,-0.2
1986/2/20,1.8,6.8,-3.6
1986/2/21,1.7,8.6,-4.9
1986/2/22,1.0,5.9,-3.9
1986/2/23,3.1,10.1,-1.9
1986/2/24,2.1,8.8,-0.9
1986/2/25,0.3,6.3,-5.3
1986/2/26,1.3,9.0,-6.3
1986/2/27,2.7,7.2,-3.1
1986/2/28,1.3,5.0,-1.0
1986/3/1,2.8,9.5,-2.2
1986/3/2,2.7,8.4,-1.5
1986/3/3,2.4,10.2,-4.6
1986/3/4,1.2,5.4,-3.1
1986/3/5,2.9,7.6,0.3
1986/3/6,2.3,5.5,-0.7
1986/3/7,4.1,10.9,0.2
1986/3/8,4.3,9.9,-1.4
1986/3/9,8.5,16.8,1.0
1986/3/10,9.0,16.0,2.7
1986/3/11,5.0,8.7,2.0
1986/3/12,5.3,11.3,0.6
1986/3/13,6.6,15.3,-2.0
1986/3/14,4.4,6.2,2.6
1986/3/15,4.5,6.9,0.6
1986/3/16,9.2,17.4,4.9
1986/3/17,6.7,12.2,1.7
1986/3/18,5.3,10.6,-2.6
1986/3/19,7.0,9.1,4.9
1986/3/20,8.8,13.8,4.4
1986/3/21,6.7,13.1,2.5
1986/3/22,3.7,7.2,1.0
1986/3/23,2.3,4.3,0.3
1986/3/24,6.2,10.5,2.8
1986/3/25,5.6,11.0,0.4
1986/3/26,4.6,11.6,-2.6
1986/3/27,8.9,17.9,-0.4
1986/3/28,5.1,9.7,2.8
1986/3/29,6.0,9.1,2.8
1986/3/30,6.2,10.7,0.8
1986/3/31,9.9,16.6,5.5
