ダウンロードした時刻：2019/10/10 15:39:44

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,0.7,4.0,-1.7
1987/12/2,2.5,4.5,-0.8
1987/12/3,3.3,6.1,-1.7
1987/12/4,1.6,5.4,-0.5
1987/12/5,1.4,4.0,-0.5
1987/12/6,-0.2,0.8,-1.0
1987/12/7,1.7,6.1,-2.1
1987/12/8,2.2,8.0,-3.3
1987/12/9,6.1,10.9,0.4
1987/12/10,8.5,10.7,5.7
1987/12/11,7.6,16.6,3.8
1987/12/12,2.9,4.3,1.1
1987/12/13,1.6,3.2,-0.5
1987/12/14,2.2,6.6,-1.3
1987/12/15,4.7,11.4,-1.1
1987/12/16,5.9,12.1,2.3
1987/12/17,1.7,5.5,-0.5
1987/12/18,0.8,4.5,-2.4
1987/12/19,3.3,9.4,-3.5
1987/12/20,4.7,8.8,1.3
1987/12/21,2.7,5.6,-0.1
1987/12/22,5.3,8.9,0.9
1987/12/23,5.4,8.2,2.2
1987/12/24,8.8,14.1,1.4
1987/12/25,11.7,16.6,6.7
1987/12/26,10.1,14.9,5.0
1987/12/27,10.9,17.7,3.9
1987/12/28,11.1,17.7,5.5
1987/12/29,11.7,18.5,6.5
1987/12/30,5.7,16.4,-1.2
1987/12/31,0.7,3.9,-2.0
1988/1/1,3.9,12.1,-2.4
1988/1/2,6.6,11.9,3.9
1988/1/3,2.4,6.1,-1.1
1988/1/4,4.1,10.8,-2.8
1988/1/5,1.2,3.4,-0.6
1988/1/6,0.2,4.7,-3.5
1988/1/7,1.9,5.8,-4.5
1988/1/8,5.9,11.1,2.0
1988/1/9,0.5,4.8,-2.4
1988/1/10,-2.0,0.8,-4.8
1988/1/11,0.6,3.5,-2.6
1988/1/12,3.6,6.7,-0.6
1988/1/13,5.6,10.9,0.6
1988/1/14,7.1,12.0,1.2
1988/1/15,8.3,12.7,3.0
1988/1/16,3.3,7.1,0.4
1988/1/17,1.7,5.6,-2.0
1988/1/18,-0.2,3.1,-3.5
1988/1/19,0.9,4.1,-2.3
1988/1/20,3.1,9.7,-2.0
1988/1/21,5.8,9.5,-0.3
1988/1/22,9.9,13.2,4.8
1988/1/23,5.6,11.8,0.1
1988/1/24,-0.7,1.6,-2.6
1988/1/25,-0.4,1.9,-2.8
1988/1/26,-0.5,1.1,-2.3
1988/1/27,-0.7,2.4,-2.6
1988/1/28,-1.1,2.9,-3.9
1988/1/29,1.5,8.6,-4.0
1988/1/30,-0.1,2.2,-2.0
1988/1/31,-0.1,3.8,-3.6
1988/2/1,0.1,3.9,-2.8
1988/2/2,3.4,10.7,-2.8
1988/2/3,-4.2,-0.2,-5.9
1988/2/4,-0.7,3.0,-5.7
1988/2/5,1.7,6.7,-2.7
1988/2/6,2.9,6.8,-0.7
1988/2/7,-2.0,-0.2,-3.7
1988/2/8,-0.8,2.7,-5.1
1988/2/9,-0.1,4.0,-4.0
1988/2/10,-0.5,3.8,-2.4
1988/2/11,-1.2,2.0,-3.1
1988/2/12,0.5,4.7,-3.0
1988/2/13,1.2,3.6,-1.3
1988/2/14,-2.0,0.3,-3.3
1988/2/15,-2.7,1.6,-6.8
1988/2/16,-3.3,-0.7,-5.5
1988/2/17,-2.8,1.2,-7.0
1988/2/18,-1.6,3.1,-7.1
1988/2/19,-1.0,1.9,-3.3
1988/2/20,0.4,4.3,-2.9
1988/2/21,-1.7,1.5,-3.8
1988/2/22,-0.5,4.5,-7.0
1988/2/23,2.2,8.8,-2.7
1988/2/24,1.2,4.7,-0.5
1988/2/25,1.0,5.3,-2.7
1988/2/26,1.6,5.9,-2.1
1988/2/27,1.4,4.0,-0.7
1988/2/28,0.8,4.0,-1.1
1988/2/29,2.7,6.1,-0.7
1988/3/1,1.0,2.0,0.2
1988/3/2,1.8,3.1,0.6
1988/3/3,2.1,6.9,-0.9
1988/3/4,0.5,3.8,-1.8
1988/3/5,2.3,6.5,-2.1
1988/3/6,2.0,6.1,-0.5
1988/3/7,1.1,5.9,-1.6
1988/3/8,1.3,6.5,-1.9
1988/3/9,0.2,3.8,-2.6
1988/3/10,2.8,8.0,-3.2
1988/3/11,5.6,11.8,-2.0
1988/3/12,8.4,16.4,4.3
1988/3/13,8.9,13.4,4.7
1988/3/14,10.7,18.3,2.0
1988/3/15,3.8,10.5,-2.4
1988/3/16,1.5,5.3,-3.7
1988/3/17,4.9,8.5,0.9
1988/3/18,3.8,6.0,2.0
1988/3/19,6.4,11.4,2.4
1988/3/20,3.8,8.1,1.0
1988/3/21,4.1,7.5,-0.2
1988/3/22,6.3,8.2,3.4
1988/3/23,8.2,13.1,4.7
1988/3/24,3.2,5.7,1.5
1988/3/25,4.6,7.1,0.1
1988/3/26,4.5,7.8,2.2
1988/3/27,5.1,10.4,1.6
1988/3/28,5.1,9.2,0.3
1988/3/29,5.4,7.8,3.2
1988/3/30,4.3,8.0,2.5
1988/3/31,2.6,5.2,1.2
