ダウンロードした時刻：2019/10/10 15:46:44

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,10.9,15.0,8.5
1982/12/2,8.9,13.8,5.1
1982/12/3,9.8,14.3,4.8
1982/12/4,9.0,16.3,2.9
1982/12/5,12.9,21.9,3.8
1982/12/6,1.9,6.2,0.3
1982/12/7,2.7,7.2,-0.9
1982/12/8,1.6,2.7,0.6
1982/12/9,3.7,7.1,0.7
1982/12/10,7.4,14.0,3.3
1982/12/11,13.2,23.2,2.8
1982/12/12,8.0,13.2,2.0
1982/12/13,1.2,3.1,0.5
1982/12/14,3.6,9.0,0.3
1982/12/15,5.7,10.6,1.7
1982/12/16,7.1,11.3,3.5
1982/12/17,6.9,13.1,3.8
1982/12/18,1.7,7.0,0.1
1982/12/19,0.5,5.8,-2.6
1982/12/20,4.7,10.0,-2.7
1982/12/21,4.7,11.8,-0.1
1982/12/22,6.3,10.3,-0.1
1982/12/23,9.1,10.7,3.2
1982/12/24,8.7,10.7,6.8
1982/12/25,4.2,7.0,2.8
1982/12/26,4.5,6.4,2.0
1982/12/27,6.1,9.5,3.4
1982/12/28,2.8,5.8,0.1
1982/12/29,7.5,12.8,1.8
1982/12/30,3.3,7.8,0.3
1982/12/31,2.1,3.4,0.3
1983/1/1,1.4,3.1,0.5
1983/1/2,1.5,5.4,-0.7
1983/1/3,2.4,5.5,-0.4
1983/1/4,2.3,6.8,-1.9
1983/1/5,3.5,7.8,-2.0
1983/1/6,4.0,8.1,0.2
1983/1/7,3.9,12.6,-2.1
1983/1/8,6.1,12.7,0.6
1983/1/9,1.0,3.4,0.2
1983/1/10,-0.1,1.2,-1.1
1983/1/11,1.0,3.0,-2.9
1983/1/12,1.7,5.0,-0.2
1983/1/13,0.8,2.5,0.0
1983/1/14,1.4,4.9,-0.6
1983/1/15,1.1,3.0,0.2
1983/1/16,2.6,5.7,-0.2
1983/1/17,2.6,6.3,0.2
1983/1/18,2.0,3.3,0.3
1983/1/19,1.1,3.6,-0.2
1983/1/20,0.2,2.9,-1.1
1983/1/21,-1.4,1.7,-4.2
1983/1/22,-1.4,-0.3,-2.9
1983/1/23,0.1,4.2,-3.1
1983/1/24,2.5,5.1,0.1
1983/1/25,3.0,7.0,-0.2
1983/1/26,3.2,8.0,0.2
1983/1/27,2.9,8.3,-1.0
1983/1/28,4.1,11.1,-0.9
1983/1/29,6.5,12.2,-1.3
1983/1/30,2.7,9.7,0.4
1983/1/31,1.3,5.1,-1.2
1983/2/1,2.2,8.0,-2.7
1983/2/2,1.9,3.4,0.7
1983/2/3,1.2,3.6,-0.3
1983/2/4,0.6,3.2,-2.2
1983/2/5,3.7,9.2,-2.2
1983/2/6,2.5,5.8,0.9
1983/2/7,0.8,3.8,0.1
1983/2/8,0.6,2.9,-1.0
1983/2/9,0.9,3.2,-2.4
1983/2/10,0.0,2.2,-1.1
1983/2/11,0.3,3.2,-4.7
1983/2/12,-1.2,2.9,-3.5
1983/2/13,-2.4,-1.0,-4.8
1983/2/14,-2.3,0.7,-6.2
1983/2/15,2.3,6.9,-8.5
1983/2/16,1.5,4.3,-1.3
1983/2/17,2.1,7.3,-2.8
1983/2/18,2.6,7.0,1.0
1983/2/19,0.3,5.0,-3.5
1983/2/20,0.6,4.7,-1.8
1983/2/21,0.4,2.0,-2.2
1983/2/22,1.0,4.4,-1.1
1983/2/23,3.1,7.8,-1.8
1983/2/24,2.6,4.9,1.0
1983/2/25,1.8,3.1,0.2
1983/2/26,1.9,3.6,-0.7
1983/2/27,2.8,5.8,-0.9
1983/2/28,4.5,8.8,-0.2
1983/3/1,4.0,9.2,-1.8
1983/3/2,8.4,14.2,2.0
1983/3/3,4.0,10.8,0.9
1983/3/4,1.2,3.0,0.2
1983/3/5,2.4,5.3,-0.1
1983/3/6,2.7,7.6,-0.7
1983/3/7,0.7,3.3,-1.0
1983/3/8,0.5,3.7,-1.6
1983/3/9,1.5,6.9,-3.3
1983/3/10,3.4,9.8,-1.9
1983/3/11,4.0,8.2,0.0
1983/3/12,5.3,12.1,-1.6
1983/3/13,3.4,4.9,2.4
1983/3/14,1.8,4.3,-0.9
1983/3/15,3.5,9.9,-2.2
1983/3/16,6.2,10.7,1.9
1983/3/17,6.0,9.9,3.8
1983/3/18,2.2,4.4,0.0
1983/3/19,3.9,8.3,-0.8
1983/3/20,6.5,13.8,-1.3
1983/3/21,5.7,10.1,0.1
1983/3/22,7.4,13.7,2.7
1983/3/23,6.6,12.5,0.9
1983/3/24,5.7,7.1,4.2
1983/3/25,5.0,8.8,2.9
1983/3/26,5.4,9.8,1.8
1983/3/27,5.5,9.3,2.7
1983/3/28,5.3,10.0,1.0
1983/3/29,6.5,12.2,0.1
1983/3/30,7.7,13.8,2.1
1983/3/31,10.3,17.9,0.7
