ダウンロードした時刻：2019/10/10 15:58:10

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,8.6,11.5,3.5
1984/12/2,10.7,16.8,4.5
1984/12/3,9.2,16.6,2.2
1984/12/4,11.1,16.3,5.2
1984/12/5,13.2,20.2,7.1
1984/12/6,11.4,14.1,8.7
1984/12/7,8.6,11.3,6.1
1984/12/8,8.1,12.5,4.3
1984/12/9,8.3,15.9,2.6
1984/12/10,11.6,17.7,4.7
1984/12/11,13.8,15.2,11.3
1984/12/12,15.7,20.1,13.3
1984/12/13,13.6,19.8,9.1
1984/12/14,13.4,19.8,7.6
1984/12/15,10.4,12.4,8.1
1984/12/16,7.6,9.5,6.1
1984/12/17,10.0,13.8,7.3
1984/12/18,9.9,13.4,6.0
1984/12/19,7.6,11.7,1.2
1984/12/20,6.1,8.7,3.3
1984/12/21,7.1,11.2,2.2
1984/12/22,7.8,11.9,4.1
1984/12/23,5.1,8.4,1.6
1984/12/24,3.9,7.5,1.0
1984/12/25,3.3,7.5,0.6
1984/12/26,4.3,9.6,-2.2
1984/12/27,4.1,8.5,-0.6
1984/12/28,5.9,10.4,-0.5
1984/12/29,4.5,9.3,1.7
1984/12/30,3.8,10.2,-2.2
1984/12/31,3.4,9.7,-2.5
1985/1/1,4.0,10.2,-2.2
1985/1/2,5.2,10.6,-1.6
1985/1/3,4.8,6.9,2.4
1985/1/4,6.2,12.5,0.8
1985/1/5,2.4,7.6,-2.4
1985/1/6,3.3,9.0,-3.0
1985/1/7,4.1,9.3,-1.8
1985/1/8,4.4,8.4,-0.2
1985/1/9,5.5,10.3,0.4
1985/1/10,5.8,11.8,1.9
1985/1/11,6.8,11.6,0.4
1985/1/12,8.4,12.6,3.9
1985/1/13,6.1,10.1,2.6
1985/1/14,1.5,4.3,-0.7
1985/1/15,2.0,7.1,-4.9
1985/1/16,7.0,11.5,2.9
1985/1/17,4.2,9.2,-2.7
1985/1/18,3.8,7.4,-0.1
1985/1/19,5.3,9.9,1.5
1985/1/20,9.2,15.9,3.0
1985/1/21,5.4,10.4,-1.0
1985/1/22,5.4,11.1,-0.3
1985/1/23,7.2,13.1,0.2
1985/1/24,5.7,9.1,1.3
1985/1/25,4.0,8.9,-1.1
1985/1/26,3.7,8.8,-3.0
1985/1/27,4.7,9.0,-0.6
1985/1/28,7.1,16.4,1.6
1985/1/29,3.8,9.5,0.5
1985/1/30,1.7,6.0,-2.6
1985/1/31,0.8,6.9,-5.6
1985/2/1,5.9,12.1,-3.8
1985/2/2,10.2,16.0,4.4
1985/2/3,8.2,13.6,0.0
1985/2/4,7.4,13.0,-0.1
1985/2/5,8.1,10.9,5.7
1985/2/6,9.7,12.3,6.8
1985/2/7,10.3,14.9,5.6
1985/2/8,10.4,13.1,7.7
1985/2/9,10.5,17.2,7.9
1985/2/10,14.0,17.9,10.4
1985/2/11,8.5,13.5,2.6
1985/2/12,6.6,11.6,0.7
1985/2/13,8.2,15.3,0.8
1985/2/14,5.9,10.1,0.2
1985/2/15,3.7,9.3,-2.8
1985/2/16,5.0,9.0,0.0
1985/2/17,6.6,12.5,0.6
1985/2/18,7.4,11.7,0.7
1985/2/19,7.6,9.3,6.6
1985/2/20,9.8,14.5,5.3
1985/2/21,6.7,12.5,0.5
1985/2/22,2.4,6.5,-0.6
1985/2/23,4.8,11.3,-1.1
1985/2/24,4.0,9.4,-0.3
1985/2/25,4.6,9.7,-2.5
1985/2/26,5.4,9.0,1.1
1985/2/27,7.5,11.9,1.5
1985/2/28,7.5,8.2,6.3
1985/3/1,9.3,11.6,7.7
1985/3/2,11.3,14.4,9.1
1985/3/3,11.3,15.3,9.4
1985/3/4,8.5,10.8,5.2
1985/3/5,8.1,12.1,4.0
1985/3/6,8.3,13.4,4.8
1985/3/7,10.6,17.1,2.9
1985/3/8,11.3,14.3,9.8
1985/3/9,16.6,22.6,10.4
1985/3/10,10.2,12.8,8.5
1985/3/11,7.0,9.3,6.5
1985/3/12,7.8,10.1,5.2
1985/3/13,9.7,15.1,4.2
1985/3/14,8.6,9.5,7.9
1985/3/15,8.0,10.0,6.4
1985/3/16,7.1,10.8,5.3
1985/3/17,9.0,10.6,5.6
1985/3/18,13.0,17.9,7.2
1985/3/19,9.6,13.0,8.2
1985/3/20,11.2,14.6,8.8
1985/3/21,10.1,12.0,7.2
1985/3/22,11.4,14.9,8.6
1985/3/23,9.3,11.0,7.5
1985/3/24,10.1,13.8,7.1
1985/3/25,12.1,16.0,7.6
1985/3/26,17.7,24.2,12.7
1985/3/27,10.4,14.1,9.0
1985/3/28,13.9,16.4,11.0
1985/3/29,13.9,16.6,11.5
1985/3/30,13.0,18.3,8.2
1985/3/31,10.1,15.8,5.1
