ダウンロードした時刻：2019/10/10 16:11:34

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,8.9,9.8,7.9
1983/12/2,10.6,14.1,5.0
1983/12/3,11.3,15.6,8.3
1983/12/4,8.4,11.3,5.5
1983/12/5,10.4,13.8,6.0
1983/12/6,8.0,11.2,5.5
1983/12/7,8.2,13.2,3.1
1983/12/8,8.5,13.0,5.7
1983/12/9,9.0,13.9,3.3
1983/12/10,10.3,15.4,4.8
1983/12/11,9.5,14.6,5.0
1983/12/12,7.0,11.3,3.1
1983/12/13,7.6,12.6,1.8
1983/12/14,10.1,15.6,6.2
1983/12/15,8.3,11.1,5.3
1983/12/16,7.7,10.8,5.6
1983/12/17,6.3,10.3,3.3
1983/12/18,3.7,6.9,1.7
1983/12/19,7.0,10.4,1.5
1983/12/20,5.4,8.5,4.1
1983/12/21,6.0,10.4,1.7
1983/12/22,7.0,10.2,2.8
1983/12/23,6.0,9.4,3.1
1983/12/24,4.5,7.9,0.1
1983/12/25,2.9,5.6,1.0
1983/12/26,3.0,7.0,0.4
1983/12/27,3.0,7.6,-1.4
1983/12/28,3.2,6.9,-0.8
1983/12/29,4.4,7.6,2.2
1983/12/30,3.6,8.6,0.1
1983/12/31,3.5,7.5,0.6
1984/1/1,5.0,9.6,0.7
1984/1/2,4.9,10.1,0.1
1984/1/3,5.7,9.1,1.7
1984/1/4,4.5,7.6,2.3
1984/1/5,3.6,7.6,0.8
1984/1/6,3.5,7.0,-0.6
1984/1/7,4.2,7.8,1.8
1984/1/8,2.9,7.2,-0.9
1984/1/9,4.4,8.6,-1.1
1984/1/10,8.6,11.3,5.8
1984/1/11,4.7,8.8,2.3
1984/1/12,4.4,7.2,0.4
1984/1/13,5.0,8.8,0.5
1984/1/14,5.9,10.1,2.4
1984/1/15,5.8,11.1,1.8
1984/1/16,3.1,6.2,0.8
1984/1/17,2.7,6.3,0.2
1984/1/18,3.0,7.2,-1.4
1984/1/19,1.7,3.3,0.5
1984/1/20,2.4,5.6,-0.5
1984/1/21,1.4,2.4,0.8
1984/1/22,3.5,8.2,0.5
1984/1/23,3.1,6.0,0.0
1984/1/24,3.7,6.5,1.2
1984/1/25,2.6,5.9,0.2
1984/1/26,1.5,4.8,-0.7
1984/1/27,2.2,5.9,-2.1
1984/1/28,2.1,5.8,-0.8
1984/1/29,1.5,5.5,-1.5
1984/1/30,2.7,6.1,-1.1
1984/1/31,1.9,3.7,0.2
1984/2/1,4.8,9.0,1.5
1984/2/2,4.5,9.4,0.8
1984/2/3,1.1,5.3,-1.5
1984/2/4,0.4,2.4,-1.8
1984/2/5,2.6,5.0,-1.4
1984/2/6,2.0,6.7,-2.1
1984/2/7,-0.8,2.7,-2.9
1984/2/8,0.6,5.3,-2.4
1984/2/9,1.1,4.5,-2.1
1984/2/10,1.6,5.3,-0.8
1984/2/11,1.9,5.8,-2.0
1984/2/12,1.1,4.6,-1.2
1984/2/13,4.8,9.0,0.9
1984/2/14,4.8,8.3,2.0
1984/2/15,3.4,6.3,1.6
1984/2/16,3.2,6.9,1.1
1984/2/17,0.9,2.3,0.1
1984/2/18,3.3,5.7,1.4
1984/2/19,2.7,6.5,1.2
1984/2/20,3.5,8.7,-1.5
1984/2/21,6.0,11.9,0.3
1984/2/22,6.3,12.6,2.3
1984/2/23,7.3,9.0,4.1
1984/2/24,6.0,8.8,4.5
1984/2/25,7.1,11.5,3.3
1984/2/26,7.4,8.6,6.0
1984/2/27,3.9,7.4,0.6
1984/2/28,2.2,5.2,-1.5
1984/2/29,2.5,6.6,-0.5
1984/3/1,2.3,5.8,-2.2
1984/3/2,5.3,9.9,-0.6
1984/3/3,2.9,4.7,0.7
1984/3/4,3.5,7.0,1.0
1984/3/5,3.5,7.1,-0.7
1984/3/6,4.3,9.6,0.8
1984/3/7,3.9,7.4,0.1
1984/3/8,4.3,8.1,0.5
1984/3/9,5.7,10.3,0.8
1984/3/10,4.4,6.9,2.4
1984/3/11,3.0,7.4,-0.1
1984/3/12,5.6,11.4,-1.3
1984/3/13,5.8,9.1,3.6
1984/3/14,3.6,4.7,2.2
1984/3/15,7.0,12.4,1.5
1984/3/16,8.5,11.2,6.4
1984/3/17,8.6,11.5,6.3
1984/3/18,7.4,12.0,3.1
1984/3/19,3.2,5.5,1.0
1984/3/20,5.9,9.0,3.5
1984/3/21,3.6,7.3,1.2
1984/3/22,3.6,7.7,0.5
1984/3/23,5.3,10.9,-0.8
1984/3/24,5.3,7.6,3.4
1984/3/25,8.6,13.1,5.0
1984/3/26,8.3,13.3,4.7
1984/3/27,8.6,14.4,2.0
1984/3/28,8.6,13.8,5.6
1984/3/29,10.3,16.4,2.8
1984/3/30,13.8,19.2,7.2
1984/3/31,12.4,16.7,8.5
