ダウンロードした時刻：2019/10/10 15:38:15

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,10.3,17.0,5.0
1984/12/2,6.8,10.5,4.9
1984/12/3,6.9,8.5,5.4
1984/12/4,6.9,12.4,3.6
1984/12/5,9.5,16.5,3.2
1984/12/6,2.1,6.5,0.9
1984/12/7,4.2,6.6,1.2
1984/12/8,7.5,11.6,1.7
1984/12/9,6.3,10.4,1.4
1984/12/10,7.9,13.3,0.1
1984/12/11,10.0,11.2,8.8
1984/12/12,10.6,13.3,8.4
1984/12/13,6.0,9.0,1.8
1984/12/14,5.3,10.5,2.1
1984/12/15,1.0,3.3,-1.1
1984/12/16,1.9,3.8,0.9
1984/12/17,2.9,6.5,0.3
1984/12/18,3.3,8.9,1.3
1984/12/19,2.8,4.4,1.2
1984/12/20,2.3,5.4,-0.6
1984/12/21,2.6,6.1,0.3
1984/12/22,-2.3,0.7,-4.2
1984/12/23,-1.8,3.8,-7.9
1984/12/24,-2.8,1.9,-5.7
1984/12/25,-4.0,-2.7,-6.3
1984/12/26,-1.5,0.5,-4.5
1984/12/27,-1.1,0.2,-2.9
1984/12/28,-0.5,0.3,-1.4
1984/12/29,-1.0,-0.1,-2.6
1984/12/30,-0.2,0.6,-0.9
1984/12/31,-0.4,1.5,-2.3
1985/1/1,1.3,2.5,0.1
1985/1/2,-0.6,1.4,-4.7
1985/1/3,-0.7,1.5,-3.7
1985/1/4,-0.8,1.6,-3.4
1985/1/5,-2.9,-0.6,-4.4
1985/1/6,-2.6,-2.1,-3.9
1985/1/7,-1.8,-0.3,-3.7
1985/1/8,-0.2,1.4,-2.3
1985/1/9,0.0,3.0,-3.5
1985/1/10,3.3,9.2,-0.6
1985/1/11,0.3,3.1,-4.2
1985/1/12,0.3,5.9,-6.7
1985/1/13,-1.2,3.8,-2.8
1985/1/14,-3.7,-2.0,-5.0
1985/1/15,-1.9,1.6,-5.1
1985/1/16,-1.8,1.9,-4.0
1985/1/17,-4.3,-2.9,-6.0
1985/1/18,-1.9,-0.9,-4.0
1985/1/19,-1.0,1.1,-3.1
1985/1/20,3.0,7.1,-0.7
1985/1/21,-0.3,2.1,-1.2
1985/1/22,1.5,5.5,-2.3
1985/1/23,0.2,2.5,-1.5
1985/1/24,-2.2,-0.7,-3.3
1985/1/25,-3.6,-2.4,-5.2
1985/1/26,-4.1,-3.5,-5.4
1985/1/27,-1.9,0.4,-7.0
1985/1/28,1.3,4.0,-0.6
1985/1/29,-1.8,0.7,-3.6
1985/1/30,-3.4,-1.6,-5.1
1985/1/31,0.2,3.0,-3.2
1985/2/1,2.7,6.1,-0.4
1985/2/2,-0.7,1.4,-4.6
1985/2/3,0.5,4.1,-5.0
1985/2/4,0.2,5.2,-6.8
1985/2/5,0.4,5.6,-4.3
1985/2/6,2.2,8.1,-2.5
1985/2/7,2.2,7.0,-2.6
1985/2/8,0.3,4.4,-4.8
1985/2/9,3.2,7.5,1.3
1985/2/10,5.5,9.5,3.0
1985/2/11,1.5,3.6,0.2
1985/2/12,1.8,4.6,0.1
1985/2/13,2.4,6.7,0.3
1985/2/14,-0.9,1.1,-2.8
1985/2/15,-0.1,1.1,-2.9
1985/2/16,1.7,4.5,-0.3
1985/2/17,2.5,3.6,-0.3
1985/2/18,2.5,5.0,0.6
1985/2/19,3.4,6.3,-0.4
1985/2/20,6.3,8.4,4.2
1985/2/21,2.3,6.4,-1.8
1985/2/22,0.3,1.8,-1.9
1985/2/23,1.8,3.2,0.5
1985/2/24,2.3,4.3,0.8
1985/2/25,2.1,3.9,0.1
1985/2/26,1.7,4.3,-0.1
1985/2/27,1.2,3.3,-0.9
1985/2/28,0.4,2.5,-3.0
1985/3/1,4.8,6.5,2.2
1985/3/2,4.7,5.8,3.3
1985/3/3,1.4,4.2,-1.6
1985/3/4,1.3,3.7,-1.6
1985/3/5,4.5,9.9,0.5
1985/3/6,0.6,3.1,-1.5
1985/3/7,1.7,6.0,-1.6
1985/3/8,5.7,10.0,0.7
1985/3/9,4.0,10.3,0.9
1985/3/10,-0.8,1.5,-1.6
1985/3/11,-0.5,2.0,-2.6
1985/3/12,2.4,4.1,-0.4
1985/3/13,3.3,7.1,-1.1
1985/3/14,2.0,4.6,1.0
1985/3/15,2.1,4.3,1.0
1985/3/16,3.4,9.2,-2.7
1985/3/17,6.3,10.5,1.7
1985/3/18,5.8,8.8,1.9
1985/3/19,4.0,8.1,0.0
1985/3/20,4.9,9.1,-0.2
1985/3/21,6.6,10.1,3.5
1985/3/22,4.6,7.1,2.7
1985/3/23,3.1,7.0,-0.8
1985/3/24,4.2,10.4,-2.7
1985/3/25,8.8,14.4,1.9
1985/3/26,6.2,10.4,-0.2
1985/3/27,4.2,6.8,-0.4
1985/3/28,5.5,7.3,4.0
1985/3/29,7.5,11.8,4.2
1985/3/30,3.9,7.4,1.5
1985/3/31,3.9,7.1,0.8
