ダウンロードした時刻：2019/10/10 16:15:15

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,13.5,16.9,7.9
1990/12/2,9.5,11.6,6.4
1990/12/3,7.9,9.8,5.9
1990/12/4,8.3,12.9,5.6
1990/12/5,8.6,14.7,4.4
1990/12/6,9.7,16.3,5.1
1990/12/7,10.7,17.0,5.8
1990/12/8,11.3,17.8,6.3
1990/12/9,12.8,16.8,7.9
1990/12/10,13.5,17.7,10.2
1990/12/11,9.6,14.4,7.6
1990/12/12,8.1,11.7,5.4
1990/12/13,7.9,12.6,2.6
1990/12/14,12.1,15.7,8.6
1990/12/15,9.5,12.5,4.7
1990/12/16,6.6,11.2,2.5
1990/12/17,6.2,9.1,1.8
1990/12/18,6.3,10.2,2.8
1990/12/19,6.3,11.1,2.1
1990/12/20,6.9,11.1,1.8
1990/12/21,9.8,15.0,6.3
1990/12/22,10.4,13.9,6.1
1990/12/23,6.9,10.9,2.4
1990/12/24,5.5,9.0,2.0
1990/12/25,6.4,11.0,1.0
1990/12/26,6.7,13.9,1.5
1990/12/27,4.5,7.2,2.1
1990/12/28,5.4,8.8,1.7
1990/12/29,6.5,9.7,3.5
1990/12/30,5.2,10.7,0.4
1990/12/31,7.5,9.8,3.4
1991/1/1,10.7,15.6,8.6
1991/1/2,10.4,13.3,7.0
1991/1/3,5.9,9.3,3.6
1991/1/4,5.9,8.9,3.4
1991/1/5,4.6,6.5,2.6
1991/1/6,4.2,6.9,2.3
1991/1/7,6.1,10.9,-0.1
1991/1/8,6.3,9.8,3.7
1991/1/9,3.8,8.3,1.7
1991/1/10,6.5,10.7,0.8
1991/1/11,6.9,10.0,5.3
1991/1/12,7.2,9.6,4.7
1991/1/13,4.3,6.3,2.9
1991/1/14,3.8,6.3,1.0
1991/1/15,3.8,8.3,0.2
1991/1/16,6.0,10.6,0.9
1991/1/17,8.4,12.5,4.3
1991/1/18,5.0,9.7,1.8
1991/1/19,5.0,11.0,-1.3
1991/1/20,7.7,10.4,4.0
1991/1/21,9.5,11.8,8.0
1991/1/22,9.4,12.8,6.2
1991/1/23,5.8,9.4,1.4
1991/1/24,5.9,11.1,1.6
1991/1/25,8.6,10.3,5.0
1991/1/26,5.5,9.3,1.7
1991/1/27,5.0,9.9,0.4
1991/1/28,5.1,8.1,2.6
1991/1/29,4.8,8.8,1.2
1991/1/30,4.8,9.3,1.0
1991/1/31,5.0,10.5,-0.3
1991/2/1,6.7,10.8,3.2
1991/2/2,4.8,9.3,1.3
1991/2/3,5.8,9.6,1.2
1991/2/4,7.0,10.1,4.5
1991/2/5,4.8,9.3,1.3
1991/2/6,4.9,8.6,0.4
1991/2/7,6.4,11.2,3.0
1991/2/8,7.5,12.0,2.4
1991/2/9,6.2,10.5,-0.3
1991/2/10,9.5,13.0,6.7
1991/2/11,10.4,13.8,7.3
1991/2/12,8.2,11.2,3.8
1991/2/13,5.2,8.8,0.8
1991/2/14,8.1,11.6,5.2
1991/2/15,9.6,10.9,8.2
1991/2/16,7.0,10.3,4.4
1991/2/17,4.6,7.8,1.1
1991/2/18,4.4,7.2,0.3
1991/2/19,5.0,7.6,1.9
1991/2/20,2.7,5.9,0.4
1991/2/21,2.9,6.6,0.7
1991/2/22,2.3,8.9,-2.6
1991/2/23,-0.1,2.4,-1.9
1991/2/24,1.6,4.2,-0.2
1991/2/25,1.6,6.6,-2.8
1991/2/26,3.1,8.2,-2.0
1991/2/27,7.0,12.5,-0.4
1991/2/28,11.2,14.3,8.3
1991/3/1,6.3,9.4,2.2
1991/3/2,5.5,11.2,0.0
1991/3/3,6.4,12.7,0.7
1991/3/4,8.1,12.8,2.2
1991/3/5,10.3,12.6,8.2
1991/3/6,12.4,16.3,9.3
1991/3/7,10.7,15.3,5.9
1991/3/8,7.6,8.6,6.7
1991/3/9,11.9,15.2,8.6
1991/3/10,10.9,14.8,5.6
1991/3/11,9.5,11.5,8.5
1991/3/12,10.5,14.4,7.4
1991/3/13,10.2,15.4,5.8
1991/3/14,7.9,12.2,4.1
1991/3/15,6.5,10.9,1.6
1991/3/16,5.9,8.3,3.7
1991/3/17,8.0,12.1,4.6
1991/3/18,8.5,14.3,2.3
1991/3/19,11.7,17.2,6.2
1991/3/20,14.6,18.9,10.3
1991/3/21,11.9,14.2,8.7
1991/3/22,9.4,11.9,7.5
1991/3/23,12.0,14.9,9.2
1991/3/24,12.0,18.3,6.8
1991/3/25,11.5,13.6,9.2
1991/3/26,13.3,15.9,11.1
1991/3/27,13.9,18.2,11.4
1991/3/28,11.8,13.3,9.3
1991/3/29,11.6,16.8,7.2
1991/3/30,10.4,11.6,9.8
1991/3/31,10.6,13.3,8.5
