ダウンロードした時刻：2017/07/24 15:43:22

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/1/1,7.6,10.2,3.9
2014/1/2,5.1,9.6,1.5
2014/1/3,5.5,12.3,0.1
2014/1/4,3.6,6.8,2.1
2014/1/5,3.0,8.0,-0.1
2014/1/6,2.8,7.2,-1.3
2014/1/7,5.3,11.4,-1.7
2014/1/8,7.3,11.7,5.2
2014/1/9,3.0,6.4,0.3
2014/1/10,0.9,2.9,-0.4
2014/1/11,1.9,4.7,0.1
2014/1/12,3.0,7.3,-0.3
2014/1/13,0.9,4.1,0.2
2014/1/14,1.4,7.0,-1.5
2014/1/15,2.5,7.4,-1.0
2014/1/16,3.5,7.4,0.1
2014/1/17,2.6,4.8,0.5
2014/1/18,2.3,4.4,0.8
2014/1/19,1.2,4.5,-0.8
2014/1/20,2.5,5.9,-1.4
2014/1/21,2.8,7.1,0.2
2014/1/22,3.1,5.5,0.6
2014/1/23,3.0,7.9,-0.5
2014/1/24,5.4,12.3,-1.2
2014/1/25,9.7,13.6,3.2
2014/1/26,5.2,9.9,2.2
2014/1/27,3.4,8.5,0.2
2014/1/28,6.9,10.4,3.1
2014/1/29,7.1,13.1,1.4
2014/1/30,11.7,14.7,9.1
2014/1/31,8.3,11.8,1.6
2014/2/1,8.4,17.4,0.2
2014/2/2,13.2,20.2,8.1
2014/2/3,9.3,14.5,6.0
2014/2/4,2.0,6.2,0.1
2014/2/5,0.8,2.4,-0.3
2014/2/6,0.2,2.6,-0.9
2014/2/7,1.8,5.2,-1.2
2014/2/8,2.5,5.3,0.2
2014/2/9,4.2,7.3,0.8
2014/2/10,1.3,2.1,0.3
2014/2/11,1.6,4.0,-0.7
2014/2/12,1.8,4.6,0.4
2014/2/13,3.0,5.5,1.3
2014/2/14,2.9,4.6,1.2
2014/2/15,5.6,6.6,3.8
2014/2/16,5.5,9.6,0.0
2014/2/17,2.0,5.1,-1.2
2014/2/18,2.9,5.6,1.4
2014/2/19,3.2,4.6,2.1
2014/2/20,3.1,8.1,0.0
2014/2/21,1.6,4.4,-0.2
2014/2/22,3.4,9.4,0.6
2014/2/23,3.8,9.8,-0.5
2014/2/24,5.6,12.6,-1.2
2014/2/25,6.5,13.9,1.2
2014/2/26,7.3,13.6,0.0
2014/2/27,11.2,17.6,7.4
2014/2/28,10.5,14.4,8.0
2014/3/1,7.9,10.1,6.7
2014/3/2,8.2,12.7,5.3
2014/3/3,4.9,8.9,-0.8
2014/3/4,5.4,12.6,-2.6
2014/3/5,6.7,8.8,3.7
2014/3/6,3.0,5.8,0.8
2014/3/7,1.2,3.9,-1.1
2014/3/8,2.9,7.2,0.4
2014/3/9,4.0,10.4,-0.1
2014/3/10,3.2,5.5,0.2
2014/3/11,6.1,12.6,-0.8
2014/3/12,9.8,18.0,1.8
2014/3/13,7.3,11.5,4.4
2014/3/14,3.6,7.0,1.9
2014/3/15,6.1,12.6,0.8
2014/3/16,11.0,17.6,4.5
2014/3/17,12.1,21.6,5.6
2014/3/18,13.3,17.4,8.0
2014/3/19,9.2,13.5,5.5
2014/3/20,7.4,9.4,5.6
2014/3/21,5.0,8.8,2.4
2014/3/22,6.5,12.6,0.9
2014/3/23,8.8,17.3,1.1
2014/3/24,10.9,21.0,2.6
2014/3/25,14.2,19.5,7.4
2014/3/26,14.7,18.0,12.4
2014/3/27,11.8,15.9,7.2
2014/3/28,14.8,24.2,4.4
2014/3/29,17.5,24.1,14.4
2014/3/30,13.4,17.5,10.4
2014/3/31,11.4,15.5,7.2
2014/4/1,10.0,18.4,3.5
2014/4/2,13.5,22.6,5.4
2014/4/3,14.4,23.6,8.4
2014/4/4,9.1,12.2,6.6
2014/4/5,7.0,12.4,2.6
2014/4/6,5.8,10.5,2.5
2014/4/7,9.8,19.0,1.0
2014/4/8,12.0,19.8,4.7
2014/4/9,13.0,21.1,5.2
2014/4/10,10.7,18.6,6.4
2014/4/11,9.2,17.6,2.5
2014/4/12,10.9,20.1,1.9
2014/4/13,11.7,18.3,5.9
2014/4/14,9.4,16.7,2.6
2014/4/15,11.8,23.2,0.0
2014/4/16,14.9,22.4,8.3
2014/4/17,15.4,23.2,8.7
2014/4/18,13.6,19.0,11.6
2014/4/19,11.0,16.2,6.3
2014/4/20,10.9,18.3,5.0
2014/4/21,14.6,16.4,11.3
2014/4/22,13.2,17.8,7.8
2014/4/23,12.1,18.9,5.0
2014/4/24,14.5,24.3,5.3
2014/4/25,15.2,23.2,7.6
2014/4/26,17.4,26.3,8.5
2014/4/27,19.3,25.0,11.8
2014/4/28,17.7,23.9,14.6
2014/4/29,18.4,22.1,14.5
2014/4/30,17.4,22.4,15.0
2014/5/1,16.4,20.4,13.3
