ダウンロードした時刻：2017/07/24 15:47:01

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,3.5,6.6,1.8
2005/1/2,4.1,10.6,-0.8
2005/1/3,7.6,15.4,0.2
2005/1/4,9.0,12.4,5.4
2005/1/5,6.4,8.6,4.6
2005/1/6,6.9,10.8,3.0
2005/1/7,8.6,12.8,3.4
2005/1/8,6.4,10.8,3.3
2005/1/9,3.8,6.1,0.4
2005/1/10,3.9,7.8,-0.6
2005/1/11,6.9,10.1,4.4
2005/1/12,5.0,8.7,2.0
2005/1/13,4.2,9.1,0.2
2005/1/14,5.1,8.3,0.6
2005/1/15,6.4,11.6,1.4
2005/1/16,6.2,8.3,3.8
2005/1/17,7.9,10.9,4.5
2005/1/18,6.5,12.2,0.4
2005/1/19,7.7,12.1,4.5
2005/1/20,5.6,9.1,2.8
2005/1/21,4.1,8.0,0.3
2005/1/22,4.6,8.5,-0.5
2005/1/23,4.2,7.0,2.1
2005/1/24,6.3,11.6,0.8
2005/1/25,7.8,9.3,6.6
2005/1/26,7.2,9.8,4.1
2005/1/27,5.8,9.2,2.0
2005/1/28,7.4,12.9,2.8
2005/1/29,9.0,15.1,2.6
2005/1/30,7.3,10.4,4.2
2005/1/31,3.6,6.1,2.1
2005/2/1,1.0,4.1,-0.8
2005/2/2,2.8,7.1,-1.1
2005/2/3,4.2,8.2,0.4
2005/2/4,4.6,10.8,-0.8
2005/2/5,5.9,11.8,0.1
2005/2/6,5.9,8.9,1.0
2005/2/7,5.3,8.0,1.8
2005/2/8,8.7,11.1,6.9
2005/2/9,9.3,13.3,5.2
2005/2/10,8.0,11.0,4.9
2005/2/11,5.2,10.0,1.5
2005/2/12,3.6,7.2,-0.2
2005/2/13,4.5,10.7,-1.1
2005/2/14,5.4,10.5,-0.9
2005/2/15,8.3,10.4,5.8
2005/2/16,11.2,12.9,9.4
2005/2/17,10.6,11.8,9.0
2005/2/18,7.9,9.6,6.4
2005/2/19,8.6,12.2,6.3
2005/2/20,2.9,7.0,0.5
2005/2/21,2.6,5.8,0.8
2005/2/22,4.4,10.3,-1.8
2005/2/23,9.8,16.4,3.7
2005/2/24,5.0,7.6,2.6
2005/2/25,8.1,13.1,5.0
2005/2/26,3.9,5.7,2.1
2005/2/27,3.5,8.7,-1.6
2005/2/28,5.8,11.5,-0.2
2005/3/1,6.4,12.4,0.5
2005/3/2,6.9,12.8,-0.3
2005/3/3,7.7,9.7,6.4
2005/3/4,6.3,10.1,2.3
2005/3/5,4.7,10.2,1.5
2005/3/6,6.0,11.0,0.3
2005/3/7,8.2,15.9,0.6
2005/3/8,9.9,16.7,2.3
2005/3/9,12.1,18.6,5.4
2005/3/10,12.9,16.7,9.9
2005/3/11,13.2,17.9,11.4
2005/3/12,5.4,11.5,2.6
2005/3/13,3.8,7.6,1.7
2005/3/14,5.3,10.3,2.0
2005/3/15,7.9,12.6,3.2
2005/3/16,10.8,15.8,4.3
2005/3/17,14.9,23.0,10.1
2005/3/18,10.6,13.3,5.2
2005/3/19,7.9,13.9,1.6
2005/3/20,8.8,13.7,4.2
2005/3/21,10.0,15.5,3.5
2005/3/22,13.7,18.0,9.6
2005/3/23,10.7,12.7,7.4
2005/3/24,7.5,13.4,2.7
2005/3/25,7.7,12.5,3.0
2005/3/26,12.6,17.2,7.4
2005/3/27,10.8,13.1,8.5
2005/3/28,12.6,14.0,10.5
2005/3/29,12.1,16.5,8.4
2005/3/30,11.0,16.7,4.6
2005/3/31,12.9,19.9,5.9
2005/4/1,11.3,16.6,5.3
2005/4/2,13.1,17.1,8.7
2005/4/3,13.2,20.0,8.4
2005/4/4,11.3,17.3,7.2
2005/4/5,11.6,18.5,4.1
2005/4/6,12.3,15.9,6.7
2005/4/7,18.8,26.4,12.7
2005/4/8,18.6,23.2,14.1
2005/4/9,16.8,19.2,15.0
2005/4/10,20.1,30.1,14.7
2005/4/11,14.4,17.5,12.8
2005/4/12,12.3,14.7,11.0
2005/4/13,13.3,19.8,6.6
2005/4/14,13.3,20.1,6.7
2005/4/15,14.3,21.1,7.5
2005/4/16,14.6,20.0,8.6
2005/4/17,14.7,22.7,7.0
2005/4/18,15.6,22.4,9.2
2005/4/19,17.8,26.7,10.0
2005/4/20,17.7,21.3,13.7
2005/4/21,17.3,25.1,10.1
2005/4/22,16.8,21.5,13.3
2005/4/23,14.6,19.0,10.3
2005/4/24,15.0,21.2,7.9
2005/4/25,15.6,19.1,12.0
2005/4/26,17.6,24.1,12.2
2005/4/27,16.0,22.2,8.8
2005/4/28,19.4,27.2,9.1
2005/4/29,21.7,28.9,16.9
2005/4/30,22.0,27.4,16.4
2005/5/1,21.3,25.7,19.3
