ダウンロードした時刻：2019/10/10 15:57:04

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,7.2,10.5,5.7
1995/12/2,8.5,12.7,5.5
1995/12/3,9.4,12.8,6.0
1995/12/4,9.8,14.7,6.7
1995/12/5,7.4,11.4,4.5
1995/12/6,6.5,10.7,4.3
1995/12/7,6.7,10.7,4.1
1995/12/8,5.0,8.0,2.3
1995/12/9,5.5,9.8,1.7
1995/12/10,6.0,12.0,1.4
1995/12/11,8.3,15.0,1.5
1995/12/12,9.3,13.5,6.3
1995/12/13,8.3,12.1,5.6
1995/12/14,7.8,12.0,1.7
1995/12/15,11.2,15.6,6.6
1995/12/16,6.0,8.6,3.3
1995/12/17,6.8,10.3,2.7
1995/12/18,6.7,9.8,4.9
1995/12/19,7.6,11.4,5.4
1995/12/20,7.2,11.6,2.6
1995/12/21,7.1,11.4,5.2
1995/12/22,7.2,11.7,4.4
1995/12/23,8.2,13.8,2.4
1995/12/24,7.1,12.9,2.1
1995/12/25,0.5,2.3,-1.1
1995/12/26,0.4,2.4,-1.0
1995/12/27,2.3,5.9,-0.2
1995/12/28,2.2,5.7,-2.4
1995/12/29,4.8,10.5,1.3
1995/12/30,3.9,8.1,1.2
1995/12/31,5.9,10.0,2.8
1996/1/1,6.1,8.3,3.7
1996/1/2,4.7,9.7,1.3
1996/1/3,4.8,9.6,-0.4
1996/1/4,4.3,6.5,2.6
1996/1/5,6.9,11.3,2.5
1996/1/6,9.4,12.9,6.8
1996/1/7,7.4,11.1,4.0
1996/1/8,5.6,10.7,1.3
1996/1/9,1.6,4.0,-0.7
1996/1/10,4.0,7.1,2.0
1996/1/11,5.8,9.7,3.5
1996/1/12,6.4,10.3,3.0
1996/1/13,6.5,9.8,2.1
1996/1/14,6.6,8.9,2.1
1996/1/15,10.1,12.7,7.2
1996/1/16,10.9,14.4,6.4
1996/1/17,6.4,9.7,3.9
1996/1/18,5.6,7.9,3.8
1996/1/19,5.2,7.5,2.0
1996/1/20,6.8,10.3,4.2
1996/1/21,7.1,11.5,2.9
1996/1/22,3.7,6.2,1.3
1996/1/23,5.3,9.2,2.3
1996/1/24,4.4,7.9,1.2
1996/1/25,3.6,7.2,0.5
1996/1/26,1.5,3.8,-0.3
1996/1/27,2.3,6.9,-1.7
1996/1/28,3.7,9.7,-2.4
1996/1/29,6.7,11.0,4.1
1996/1/30,4.1,9.2,0.9
1996/1/31,2.7,6.9,-0.1
1996/2/1,2.7,6.1,0.2
1996/2/2,-0.1,2.3,-1.7
1996/2/3,2.5,7.3,-0.7
1996/2/4,4.6,10.4,-0.1
1996/2/5,3.8,8.4,-0.6
1996/2/6,1.1,3.9,-0.3
1996/2/7,2.8,6.4,-0.1
1996/2/8,4.2,7.8,-0.4
1996/2/9,5.7,11.1,0.4
1996/2/10,1.2,4.2,-0.2
1996/2/11,3.4,9.7,0.4
1996/2/12,4.3,9.3,-0.6
1996/2/13,7.1,10.2,3.0
1996/2/14,10.2,15.8,4.6
1996/2/15,10.5,16.0,5.2
1996/2/16,5.4,9.6,2.5
1996/2/17,1.6,3.4,0.2
1996/2/18,3.2,8.3,0.5
1996/2/19,2.3,5.7,0.1
1996/2/20,2.4,5.9,-2.2
1996/2/21,2.8,7.5,-0.3
1996/2/22,2.7,7.3,-1.3
1996/2/23,3.5,8.7,-0.6
1996/2/24,4.0,8.6,0.8
1996/2/25,3.6,6.2,0.2
1996/2/26,6.5,10.4,3.4
1996/2/27,5.9,10.8,3.9
1996/2/28,6.1,10.4,2.2
1996/2/29,5.4,9.9,-0.5
1996/3/1,7.0,11.0,4.2
1996/3/2,4.8,10.1,2.1
1996/3/3,4.5,9.0,1.0
1996/3/4,5.0,12.5,-0.8
1996/3/5,2.0,5.4,-0.5
1996/3/6,4.4,9.3,0.3
1996/3/7,3.4,6.8,0.9
1996/3/8,6.2,11.0,2.4
1996/3/9,5.7,8.5,4.0
1996/3/10,6.1,10.6,2.6
1996/3/11,7.1,13.5,2.7
1996/3/12,3.5,6.8,0.2
1996/3/13,5.6,10.4,0.7
1996/3/14,8.2,13.4,2.5
1996/3/15,8.5,9.8,7.1
1996/3/16,10.3,17.1,5.9
1996/3/17,10.6,13.1,8.7
1996/3/18,7.6,11.1,3.3
1996/3/19,5.9,11.1,1.7
1996/3/20,7.0,10.2,4.5
1996/3/21,9.4,14.0,3.8
1996/3/22,11.5,17.0,8.5
1996/3/23,7.1,10.2,4.7
1996/3/24,6.5,8.6,3.4
1996/3/25,9.5,12.1,7.6
1996/3/26,10.6,16.3,6.3
1996/3/27,9.8,13.3,4.0
1996/3/28,11.8,16.9,8.5
1996/3/29,9.9,11.9,8.2
1996/3/30,13.0,16.7,9.5
1996/3/31,13.7,17.0,11.1
