ダウンロードした時刻：2019/10/10 15:39:59

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,8.9,15.4,4.3
1998/12/2,2.3,5.9,-1.1
1998/12/3,1.5,5.9,-2.7
1998/12/4,3.2,7.6,-1.4
1998/12/5,4.1,5.9,2.1
1998/12/6,5.7,8.3,0.8
1998/12/7,3.3,5.9,0.3
1998/12/8,8.3,12.2,5.3
1998/12/9,4.5,7.5,1.2
1998/12/10,2.7,5.6,-0.6
1998/12/11,2.9,8.9,-0.9
1998/12/12,4.0,7.0,1.6
1998/12/13,8.0,14.4,0.4
1998/12/14,11.0,15.1,6.3
1998/12/15,8.3,10.6,5.6
1998/12/16,9.4,13.9,4.8
1998/12/17,8.0,11.5,1.8
1998/12/18,4.6,9.7,-0.1
1998/12/19,6.1,13.7,-0.5
1998/12/20,4.2,6.6,1.9
1998/12/21,4.8,6.8,1.2
1998/12/22,6.6,11.3,2.5
1998/12/23,6.0,9.7,2.4
1998/12/24,3.3,4.9,0.7
1998/12/25,5.3,9.2,0.8
1998/12/26,5.7,9.2,1.3
1998/12/27,5.6,9.3,1.7
1998/12/28,4.0,9.3,0.3
1998/12/29,4.7,10.7,-0.9
1998/12/30,2.6,6.6,-1.0
1998/12/31,0.8,4.0,-1.9
1999/1/1,1.0,3.9,-1.6
1999/1/2,1.6,5.7,-2.6
1999/1/3,1.2,4.4,-1.8
1999/1/4,-0.2,1.5,-3.2
1999/1/5,2.5,7.9,-4.4
1999/1/6,5.1,7.8,1.8
1999/1/7,2.6,7.5,-0.3
1999/1/8,-2.3,-0.2,-3.6
1999/1/9,-2.4,-0.4,-4.6
1999/1/10,-0.1,3.0,-2.0
1999/1/11,0.6,3.4,-2.3
1999/1/12,1.8,5.5,-2.0
1999/1/13,2.3,5.0,-1.8
1999/1/14,1.7,4.4,-0.8
1999/1/15,2.2,6.0,-1.2
1999/1/16,2.7,7.6,-1.4
1999/1/17,1.4,3.9,-1.1
1999/1/18,3.0,8.2,-0.8
1999/1/19,4.0,8.8,-1.6
1999/1/20,5.5,10.4,0.9
1999/1/21,1.1,4.1,-1.5
1999/1/22,3.1,7.1,-1.8
1999/1/23,5.7,10.4,1.9
1999/1/24,2.5,5.7,-1.1
1999/1/25,4.5,7.3,1.5
1999/1/26,4.1,9.9,-0.1
1999/1/27,4.8,9.7,0.4
1999/1/28,4.6,11.6,-0.2
1999/1/29,-0.9,3.6,-3.4
1999/1/30,-1.5,2.5,-4.7
1999/1/31,2.3,7.6,-4.0
1999/2/1,3.3,6.4,0.1
1999/2/2,0.6,6.1,-2.9
1999/2/3,-2.2,3.0,-4.7
1999/2/4,-0.8,3.7,-5.5
1999/2/5,1.3,7.1,-5.0
1999/2/6,1.1,2.9,-1.6
1999/2/7,4.3,9.6,-2.3
1999/2/8,3.3,8.7,-1.3
1999/2/9,2.0,6.1,-3.7
1999/2/10,2.3,4.8,-1.0
1999/2/11,0.3,1.9,-2.1
1999/2/12,1.7,5.2,-1.0
1999/2/13,-1.2,1.2,-2.7
1999/2/14,-0.6,3.3,-3.2
1999/2/15,1.1,6.0,-3.2
1999/2/16,4.9,12.3,-2.8
1999/2/17,8.2,14.8,-0.5
1999/2/18,9.4,14.6,4.4
1999/2/19,1.3,4.3,-1.3
1999/2/20,-0.2,5.2,-4.4
1999/2/21,0.2,4.1,-4.1
1999/2/22,2.6,8.2,-3.0
1999/2/23,3.5,7.4,0.5
1999/2/24,2.2,5.1,-0.4
1999/2/25,5.3,9.1,1.6
1999/2/26,6.6,10.6,2.5
1999/2/27,5.1,13.4,-2.2
1999/2/28,0.8,4.0,-3.4
1999/3/1,6.5,12.4,-0.1
1999/3/2,7.4,12.3,3.3
1999/3/3,4.5,8.5,0.0
1999/3/4,9.7,16.3,3.4
1999/3/5,7.7,13.6,3.0
1999/3/6,4.3,8.7,0.2
1999/3/7,0.1,1.3,-1.6
1999/3/8,3.9,8.1,0.1
1999/3/9,3.5,7.0,0.6
1999/3/10,3.4,8.1,0.5
1999/3/11,3.6,6.0,0.7
1999/3/12,0.8,5.1,-1.8
1999/3/13,3.0,7.4,-3.0
1999/3/14,8.0,15.7,0.7
1999/3/15,7.5,9.1,5.0
1999/3/16,8.2,13.6,4.3
1999/3/17,8.1,12.2,3.2
1999/3/18,11.4,17.4,3.7
1999/3/19,11.2,17.0,4.5
1999/3/20,3.1,5.3,1.0
1999/3/21,1.3,4.5,-1.3
1999/3/22,1.8,5.3,-0.8
1999/3/23,2.7,6.2,-0.6
1999/3/24,5.6,12.3,-1.6
1999/3/25,8.6,15.7,4.4
1999/3/26,10.0,16.3,4.5
1999/3/27,8.1,12.6,3.5
1999/3/28,3.6,8.1,0.6
1999/3/29,0.8,4.1,-1.6
1999/3/30,3.1,8.2,-0.9
1999/3/31,2.6,5.5,0.5
