ダウンロードした時刻：2019/10/10 16:18:11

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,9.3,12.6,5.1
1986/12/2,10.0,14.2,6.1
1986/12/3,11.2,15.3,6.3
1986/12/4,10.7,13.6,7.6
1986/12/5,10.0,14.8,6.5
1986/12/6,10.2,15.0,3.9
1986/12/7,10.0,13.1,6.6
1986/12/8,8.7,11.6,5.8
1986/12/9,9.0,13.8,5.1
1986/12/10,8.0,11.8,4.3
1986/12/11,10.7,15.8,5.8
1986/12/12,9.0,15.1,3.3
1986/12/13,10.9,15.8,6.0
1986/12/14,11.8,12.9,10.4
1986/12/15,12.1,14.2,9.9
1986/12/16,8.2,10.7,6.0
1986/12/17,7.1,11.1,4.4
1986/12/18,11.9,17.0,3.3
1986/12/19,10.7,13.9,7.2
1986/12/20,6.5,9.1,4.0
1986/12/21,7.2,10.8,2.1
1986/12/22,7.5,10.1,5.1
1986/12/23,5.7,9.1,1.3
1986/12/24,9.9,15.8,3.4
1986/12/25,10.1,13.7,7.5
1986/12/26,8.6,12.2,5.6
1986/12/27,5.9,10.0,4.0
1986/12/28,5.5,9.7,3.9
1986/12/29,4.7,9.0,2.1
1986/12/30,7.4,12.9,2.0
1986/12/31,12.0,16.0,6.0
1987/1/1,8.1,13.9,4.8
1987/1/2,9.4,17.9,4.6
1987/1/3,12.6,15.6,8.5
1987/1/4,8.9,12.8,6.3
1987/1/5,4.2,6.8,1.4
1987/1/6,8.1,12.1,2.3
1987/1/7,7.5,11.7,3.0
1987/1/8,9.5,12.3,4.6
1987/1/9,9.8,14.4,5.2
1987/1/10,7.6,10.7,3.8
1987/1/11,3.8,6.9,0.3
1987/1/12,3.4,7.0,-0.1
1987/1/13,2.5,5.7,-0.7
1987/1/14,3.6,6.5,0.4
1987/1/15,7.1,11.5,3.4
1987/1/16,8.3,12.7,1.4
1987/1/17,11.3,15.7,7.7
1987/1/18,7.3,10.1,5.2
1987/1/19,5.9,8.3,3.3
1987/1/20,3.9,7.1,1.7
1987/1/21,3.7,8.1,1.0
1987/1/22,5.2,10.2,0.6
1987/1/23,10.8,17.6,2.5
1987/1/24,7.9,12.5,3.1
1987/1/25,2.3,6.1,0.1
1987/1/26,3.6,7.6,-0.5
1987/1/27,6.9,11.0,3.0
1987/1/28,6.7,11.7,2.8
1987/1/29,6.4,12.3,0.3
1987/1/30,9.1,15.1,4.2
1987/1/31,6.0,9.9,2.6
1987/2/1,3.7,7.1,0.9
1987/2/2,1.8,3.4,-0.6
1987/2/3,3.4,5.2,-0.2
1987/2/4,4.4,6.5,2.9
1987/2/5,6.9,10.7,4.2
1987/2/6,8.1,12.5,4.7
1987/2/7,8.4,13.6,2.3
1987/2/8,9.3,14.9,5.0
1987/2/9,8.0,13.0,3.0
1987/2/10,9.4,14.9,2.5
1987/2/11,14.3,19.5,7.2
1987/2/12,12.3,18.2,7.7
1987/2/13,7.7,12.0,4.2
1987/2/14,9.5,15.7,3.1
1987/2/15,7.8,11.2,5.3
1987/2/16,7.2,12.4,2.4
1987/2/17,5.1,6.4,3.8
1987/2/18,7.9,11.0,5.2
1987/2/19,5.0,7.6,3.5
1987/2/20,4.7,8.3,1.6
1987/2/21,5.0,8.7,1.3
1987/2/22,5.3,6.8,4.1
1987/2/23,7.3,13.9,1.8
1987/2/24,9.0,14.3,3.1
1987/2/25,4.1,11.6,1.7
1987/2/26,3.2,5.4,1.7
1987/2/27,2.7,7.2,-0.2
1987/2/28,2.8,7.3,-1.6
1987/3/1,2.8,6.5,0.6
1987/3/2,3.2,7.3,0.6
1987/3/3,5.5,10.8,0.3
1987/3/4,7.2,11.5,1.0
1987/3/5,12.2,20.0,5.3
1987/3/6,13.2,21.0,7.3
1987/3/7,4.0,7.3,1.9
1987/3/8,6.1,10.1,4.2
1987/3/9,5.6,7.8,3.9
1987/3/10,6.0,8.0,2.6
1987/3/11,7.3,10.9,3.2
1987/3/12,9.1,12.4,5.5
1987/3/13,10.9,13.0,8.6
1987/3/14,11.3,14.6,8.8
1987/3/15,8.4,12.1,4.4
1987/3/16,9.7,13.7,5.6
1987/3/17,7.8,8.6,7.0
1987/3/18,11.9,17.0,7.4
1987/3/19,11.8,17.0,4.8
1987/3/20,13.0,16.4,8.6
1987/3/21,11.0,17.1,6.2
1987/3/22,13.8,18.5,10.9
1987/3/23,13.9,16.3,11.7
1987/3/24,15.9,22.1,11.8
1987/3/25,9.0,13.5,4.3
1987/3/26,6.2,10.2,1.9
1987/3/27,6.9,11.1,1.4
1987/3/28,8.9,12.4,4.6
1987/3/29,8.1,9.6,6.9
1987/3/30,9.6,12.5,5.0
1987/3/31,8.9,12.5,4.2
