ダウンロードした時刻：2017/07/24 15:47:52

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/1/1,5.2,12.1,-0.2
2013/1/2,8.3,15.8,1.7
2013/1/3,5.7,9.9,1.8
2013/1/4,3.0,8.0,-1.2
2013/1/5,3.8,6.8,1.3
2013/1/6,5.0,10.7,-0.3
2013/1/7,7.2,12.2,1.2
2013/1/8,8.8,12.6,5.7
2013/1/9,7.1,14.1,1.9
2013/1/10,5.2,11.2,1.7
2013/1/11,4.2,10.3,-1.4
2013/1/12,8.7,16.8,2.7
2013/1/13,8.1,9.8,6.5
2013/1/14,10.2,15.7,6.5
2013/1/15,6.2,11.3,0.6
2013/1/16,8.4,16.0,2.8
2013/1/17,6.5,11.0,2.1
2013/1/18,4.1,10.7,-1.1
2013/1/19,6.8,13.7,1.0
2013/1/20,6.5,12.1,1.4
2013/1/21,9.4,13.2,4.7
2013/1/22,13.3,17.5,8.5
2013/1/23,7.2,10.1,3.6
2013/1/24,8.4,14.1,2.9
2013/1/25,7.3,11.0,3.3
2013/1/26,5.4,11.0,2.2
2013/1/27,3.7,8.7,-0.6
2013/1/28,5.0,12.5,-0.8
2013/1/29,6.1,12.6,-0.1
2013/1/30,7.9,14.5,1.8
2013/1/31,8.7,15.4,2.5
2013/2/1,10.0,12.6,6.2
2013/2/2,15.6,19.9,10.7
2013/2/3,10.9,15.3,5.0
2013/2/4,16.6,22.6,11.1
2013/2/5,11.8,14.6,9.9
2013/2/6,13.1,18.2,9.7
2013/2/7,8.3,11.5,4.6
2013/2/8,4.2,8.0,1.3
2013/2/9,5.6,10.1,3.0
2013/2/10,6.6,12.3,1.3
2013/2/11,8.1,14.2,1.9
2013/2/12,7.4,10.0,3.9
2013/2/13,7.5,11.4,4.0
2013/2/14,7.8,12.5,2.5
2013/2/15,10.1,14.6,5.7
2013/2/16,6.8,13.7,1.2
2013/2/17,7.4,11.2,2.2
2013/2/18,13.3,17.0,8.4
2013/2/19,8.9,13.0,7.5
2013/2/20,8.0,13.7,3.7
2013/2/21,7.5,14.7,2.1
2013/2/22,7.8,14.1,3.4
2013/2/23,8.5,15.3,3.1
2013/2/24,7.4,13.0,1.9
2013/2/25,8.6,13.7,3.0
2013/2/26,10.0,12.3,7.8
2013/2/27,13.9,18.0,10.5
2013/2/28,11.7,16.6,7.9
2013/3/1,12.9,21.8,7.4
2013/3/2,9.7,13.4,6.6
2013/3/3,8.5,14.6,5.0
2013/3/4,9.4,16.3,4.0
2013/3/5,9.4,16.5,3.3
2013/3/6,11.0,17.9,5.2
2013/3/7,14.1,21.6,5.6
2013/3/8,17.5,24.3,9.9
2013/3/9,19.9,26.9,14.3
2013/3/10,19.7,25.6,13.4
2013/3/11,11.4,14.4,8.2
2013/3/12,13.3,19.7,6.2
2013/3/13,16.4,25.0,11.2
2013/3/14,11.2,15.0,7.1
2013/3/15,9.6,15.2,3.2
2013/3/16,13.0,18.9,7.4
2013/3/17,14.7,20.2,7.1
2013/3/18,19.2,22.0,15.7
2013/3/19,16.8,22.3,12.8
2013/3/20,15.7,21.9,12.7
2013/3/21,12.5,16.2,9.1
2013/3/22,12.6,19.3,7.9
2013/3/23,14.0,18.5,9.6
2013/3/24,14.7,18.1,12.7
2013/3/25,14.8,20.7,10.5
2013/3/26,10.9,13.8,6.9
2013/3/27,12.2,14.0,9.7
2013/3/28,16.3,20.6,12.4
2013/3/29,16.4,19.6,13.9
2013/3/30,14.9,18.4,11.4
2013/3/31,14.6,19.3,11.1
2013/4/1,14.3,18.8,8.3
2013/4/2,15.8,19.5,10.7
2013/4/3,15.0,22.5,9.3
2013/4/4,14.2,19.7,7.4
2013/4/5,17.5,21.7,12.4
2013/4/6,18.8,25.0,14.6
2013/4/7,10.9,14.6,8.2
2013/4/8,12.6,18.3,6.3
2013/4/9,15.9,22.2,10.7
2013/4/10,11.9,17.3,8.4
2013/4/11,12.0,17.8,5.2
2013/4/12,12.9,18.7,6.8
2013/4/13,12.1,17.5,5.5
2013/4/14,17.4,24.5,8.7
2013/4/15,19.3,27.1,13.3
2013/4/16,20.9,27.0,12.8
2013/4/17,17.6,20.4,15.6
2013/4/18,20.6,27.8,14.9
2013/4/19,16.7,19.0,14.8
2013/4/20,13.1,15.9,9.9
2013/4/21,14.1,18.5,9.9
2013/4/22,13.2,18.2,8.1
2013/4/23,14.1,19.3,8.6
2013/4/24,17.0,20.5,14.9
2013/4/25,18.1,24.1,12.7
2013/4/26,16.8,21.6,11.0
2013/4/27,15.2,21.0,8.2
2013/4/28,16.1,21.3,9.5
2013/4/29,19.2,26.4,12.0
2013/4/30,15.8,19.5,12.8
2013/5/1,15.7,20.4,11.1
