ダウンロードした時刻：2019/10/10 15:33:51

,江差,江差,江差
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,3.8,4.6,0.8
1988/12/2,3.5,5.9,1.4
1988/12/3,8.0,9.7,5.8
1988/12/4,7.6,11.2,2.7
1988/12/5,2.7,7.4,-1.6
1988/12/6,1.5,5.6,-2.9
1988/12/7,9.5,10.5,5.6
1988/12/8,11.6,14.1,10.4
1988/12/9,6.6,14.4,2.4
1988/12/10,-0.2,2.7,-2.5
1988/12/11,-0.1,2.6,-2.7
1988/12/12,3.4,7.8,-0.2
1988/12/13,6.2,9.1,1.8
1988/12/14,6.3,10.2,3.2
1988/12/15,1.4,3.5,-0.3
1988/12/16,-0.3,2.1,-3.1
1988/12/17,-0.3,1.3,-3.7
1988/12/18,1.6,2.6,0.5
1988/12/19,2.2,4.2,0.7
1988/12/20,2.4,5.7,-0.7
1988/12/21,-2.7,0.2,-4.1
1988/12/22,-2.4,-1.1,-3.8
1988/12/23,1.4,2.6,-1.2
1988/12/24,2.6,5.8,-1.4
1988/12/25,-1.1,0.3,-2.5
1988/12/26,-2.0,-0.3,-3.3
1988/12/27,0.8,2.4,-1.4
1988/12/28,-3.8,1.3,-5.8
1988/12/29,-2.6,-1.2,-4.9
1988/12/30,-0.1,1.0,-1.5
1988/12/31,3.1,4.5,0.9
1989/1/1,2.1,4.2,0.2
1989/1/2,3.2,5.7,1.5
1989/1/3,2.7,7.0,-0.9
1989/1/4,0.2,2.7,-2.3
1989/1/5,0.6,1.3,-0.6
1989/1/6,2.1,3.0,0.6
1989/1/7,4.0,8.4,-3.7
1989/1/8,3.8,8.8,-0.8
1989/1/9,1.8,5.0,-2.9
1989/1/10,4.9,7.2,2.1
1989/1/11,1.3,4.8,-0.5
1989/1/12,-1.2,1.4,-3.9
1989/1/13,-1.5,1.6,-5.5
1989/1/14,-3.0,0.5,-6.4
1989/1/15,-2.0,0.3,-5.2
1989/1/16,1.5,3.4,0.1
1989/1/17,1.0,1.8,0.4
1989/1/18,3.7,6.8,1.5
1989/1/19,3.7,7.4,0.1
1989/1/20,2.0,5.4,-0.3
1989/1/21,1.6,4.7,-2.5
1989/1/22,-3.3,-2.0,-4.1
1989/1/23,-2.2,-0.5,-5.5
1989/1/24,-0.5,2.6,-2.8
1989/1/25,-1.6,1.0,-5.9
1989/1/26,2.2,4.3,-1.2
1989/1/27,0.7,3.6,-1.6
1989/1/28,-2.6,-0.6,-4.1
1989/1/29,-2.3,-0.8,-4.7
1989/1/30,0.1,2.1,-1.4
1989/1/31,4.0,6.5,0.4
1989/2/1,-0.3,2.7,-2.3
1989/2/2,-2.6,-1.3,-3.8
1989/2/3,-2.4,-1.3,-4.7
1989/2/4,-0.9,-0.2,-2.5
1989/2/5,1.0,1.8,-0.5
1989/2/6,1.9,2.3,1.4
1989/2/7,2.3,3.3,1.5
1989/2/8,4.1,6.0,2.7
1989/2/9,2.8,5.7,0.5
1989/2/10,0.0,3.2,-3.4
1989/2/11,-0.6,2.4,-5.4
1989/2/12,0.6,1.9,-1.0
1989/2/13,1.3,2.8,-0.5
1989/2/14,3.5,5.2,2.2
1989/2/15,5.6,7.1,0.8
1989/2/16,4.4,7.7,0.0
1989/2/17,-0.6,1.4,-2.1
1989/2/18,-0.5,3.0,-3.3
1989/2/19,0.9,2.6,-2.5
1989/2/20,2.9,6.0,1.1
1989/2/21,-0.2,1.8,-2.2
1989/2/22,-2.0,-0.5,-3.1
1989/2/23,0.1,2.1,-2.2
1989/2/24,2.9,5.2,0.5
1989/2/25,1.4,3.5,-1.8
1989/2/26,0.3,4.0,-2.8
1989/2/27,0.0,3.4,-4.4
1989/2/28,7.2,10.3,3.1
1989/3/1,3.2,6.4,1.2
1989/3/2,2.4,4.8,-0.1
1989/3/3,3.5,5.6,-0.6
1989/3/4,5.0,9.0,2.9
1989/3/5,2.4,5.1,0.3
1989/3/6,2.0,4.9,-1.6
1989/3/7,0.5,3.8,-2.2
1989/3/8,-1.2,0.0,-2.1
1989/3/9,1.2,3.6,-1.4
1989/3/10,3.8,6.3,1.1
1989/3/11,4.6,7.2,1.8
1989/3/12,4.8,7.7,0.8
1989/3/13,6.7,9.2,3.9
1989/3/14,7.2,11.5,3.2
1989/3/15,4.5,6.3,3.8
1989/3/16,4.1,6.3,2.1
1989/3/17,2.7,5.1,0.8
1989/3/18,2.6,4.3,1.5
1989/3/19,4.6,7.2,2.2
1989/3/20,5.9,9.6,1.7
1989/3/21,3.9,5.9,2.6
1989/3/22,3.1,6.1,1.2
1989/3/23,4.3,7.6,0.9
1989/3/24,4.7,6.8,3.4
1989/3/25,3.9,5.2,1.9
1989/3/26,5.6,8.0,1.3
1989/3/27,5.0,9.5,0.9
1989/3/28,5.2,11.0,0.3
1989/3/29,5.5,7.6,1.4
1989/3/30,7.6,10.2,3.2
1989/3/31,10.1,14.0,6.8
