ダウンロードした時刻：2019/10/10 15:46:18

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,4.0,9.8,0.7
2000/12/2,3.5,10.2,-1.8
2000/12/3,4.4,11.4,-1.7
2000/12/4,2.1,5.4,-1.9
2000/12/5,2.6,12.3,-4.3
2000/12/6,2.8,8.4,-0.8
2000/12/7,0.8,5.5,-2.4
2000/12/8,2.1,9.4,-4.0
2000/12/9,3.3,10.6,-2.7
2000/12/10,4.8,11.1,-2.0
2000/12/11,2.2,7.1,-2.2
2000/12/12,-0.9,2.4,-4.0
2000/12/13,0.9,7.4,-3.2
2000/12/14,1.5,5.8,-1.3
2000/12/15,3.5,9.2,-0.6
2000/12/16,3.5,14.4,-1.7
2000/12/17,2.8,5.8,-0.7
2000/12/18,5.0,9.4,-0.7
2000/12/19,7.2,12.7,3.8
2000/12/20,6.1,10.9,0.2
2000/12/21,4.1,7.3,1.1
2000/12/22,2.4,7.1,-1.8
2000/12/23,4.6,11.1,-3.3
2000/12/24,2.7,8.1,-0.9
2000/12/25,0.0,3.6,-2.4
2000/12/26,-2.6,-0.4,-5.6
2000/12/27,-2.7,2.2,-7.1
2000/12/28,-1.5,2.5,-4.8
2000/12/29,-1.1,2.6,-4.3
2000/12/30,-1.7,3.5,-7.1
2000/12/31,1.0,4.4,-2.6
2001/1/1,0.1,2.9,-3.5
2001/1/2,-0.8,1.4,-3.5
2001/1/3,-0.3,2.8,-1.8
2001/1/4,-2.5,-1.0,-3.4
2001/1/5,-2.5,-0.6,-4.8
2001/1/6,-2.6,0.8,-4.9
2001/1/7,-1.8,1.5,-5.7
2001/1/8,0.6,2.8,-0.9
2001/1/9,1.9,5.2,-2.0
2001/1/10,2.4,4.9,0.2
2001/1/11,1.6,9.0,-3.0
2001/1/12,-1.3,0.8,-2.6
2001/1/13,-1.5,0.5,-3.4
2001/1/14,-4.7,-1.7,-8.6
2001/1/15,-6.4,-3.0,-9.2
2001/1/16,-6.7,-1.6,-12.0
2001/1/17,-5.3,-1.0,-9.0
2001/1/18,-6.3,-2.6,-11.3
2001/1/19,-3.3,-1.1,-5.6
2001/1/20,-3.9,-0.4,-8.8
2001/1/21,-0.7,2.9,-3.2
2001/1/22,-2.6,0.3,-6.4
2001/1/23,-2.5,0.1,-4.9
2001/1/24,-2.5,2.4,-6.9
2001/1/25,-1.4,3.2,-6.1
2001/1/26,1.4,3.9,-0.7
2001/1/27,-0.4,1.4,-1.7
2001/1/28,0.8,4.5,-3.1
2001/1/29,-1.3,1.3,-4.7
2001/1/30,-1.7,3.3,-7.0
2001/1/31,-0.1,2.4,-2.7
2001/2/1,0.3,2.9,-2.0
2001/2/2,-1.6,2.3,-4.1
2001/2/3,-1.8,4.4,-5.4
2001/2/4,-2.0,2.0,-5.2
2001/2/5,-0.7,5.7,-6.2
2001/2/6,0.4,4.9,-3.7
2001/2/7,0.4,1.5,-0.2
2001/2/8,-1.1,2.1,-4.1
2001/2/9,-1.8,4.8,-7.7
2001/2/10,-1.2,5.3,-6.2
2001/2/11,-1.0,4.5,-4.4
2001/2/12,-3.2,-0.6,-5.4
2001/2/13,-3.9,0.1,-7.6
2001/2/14,-2.9,1.4,-5.8
2001/2/15,-3.2,2.3,-8.2
2001/2/16,-1.0,3.2,-5.3
2001/2/17,-2.2,2.5,-7.7
2001/2/18,1.7,9.5,-4.7
2001/2/19,2.5,8.1,-0.6
2001/2/20,0.2,4.7,-3.0
2001/2/21,3.9,12.8,-4.3
2001/2/22,6.4,13.2,1.2
2001/2/23,4.8,12.4,-1.7
2001/2/24,1.6,3.8,0.0
2001/2/25,-1.2,1.5,-4.0
2001/2/26,-2.3,0.6,-5.9
2001/2/27,0.8,9.2,-6.4
2001/2/28,3.9,10.2,-1.6
2001/3/1,2.4,5.5,0.0
2001/3/2,0.8,4.3,-0.7
2001/3/3,2.6,8.0,-3.8
2001/3/4,2.4,6.7,-0.6
2001/3/5,-1.2,-0.2,-2.4
2001/3/6,2.1,8.1,-2.8
2001/3/7,2.9,8.0,-1.6
2001/3/8,-1.4,3.3,-4.4
2001/3/9,-2.2,2.7,-4.8
2001/3/10,-1.3,4.0,-4.2
2001/3/11,-2.9,0.1,-5.2
2001/3/12,-1.3,5.4,-8.2
2001/3/13,-1.3,3.5,-5.3
2001/3/14,4.0,13.8,-4.1
2001/3/15,3.3,9.7,0.4
2001/3/16,2.7,9.8,-1.2
2001/3/17,4.5,10.6,-2.6
2001/3/18,7.3,12.9,3.6
2001/3/19,7.8,16.3,1.2
2001/3/20,8.9,19.0,0.3
2001/3/21,7.6,13.6,3.6
2001/3/22,10.7,20.2,0.7
2001/3/23,7.9,13.6,4.0
2001/3/24,10.4,19.9,1.5
2001/3/25,10.9,16.3,5.8
2001/3/26,7.2,10.8,1.5
2001/3/27,4.2,11.8,-0.7
2001/3/28,5.0,15.8,-0.2
2001/3/29,2.7,5.5,0.7
2001/3/30,2.2,6.9,0.3
2001/3/31,0.9,4.7,-1.6
