ダウンロードした時刻：2019/10/10 16:20:43

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,9.1,11.6,5.6
1999/12/2,11.5,15.1,8.1
1999/12/3,11.0,16.6,6.4
1999/12/4,12.7,17.7,7.6
1999/12/5,13.0,14.4,11.4
1999/12/6,10.3,13.3,8.0
1999/12/7,8.1,11.9,5.0
1999/12/8,8.7,14.8,3.2
1999/12/9,12.5,16.3,7.7
1999/12/10,11.6,16.4,6.1
1999/12/11,11.6,15.3,5.5
1999/12/12,7.6,12.7,3.6
1999/12/13,10.3,14.6,5.3
1999/12/14,10.3,13.8,7.0
1999/12/15,8.8,13.4,5.7
1999/12/16,9.5,14.7,4.6
1999/12/17,10.8,12.6,8.3
1999/12/18,6.8,8.6,6.1
1999/12/19,4.7,6.4,2.8
1999/12/20,2.7,4.1,0.9
1999/12/21,4.0,6.0,1.3
1999/12/22,4.1,8.1,0.1
1999/12/23,6.3,9.1,3.2
1999/12/24,8.8,12.7,5.1
1999/12/25,8.0,10.0,6.0
1999/12/26,6.7,9.2,3.3
1999/12/27,6.0,12.4,1.2
1999/12/28,8.5,15.0,3.0
1999/12/29,10.9,16.9,6.7
1999/12/30,8.7,13.2,5.3
1999/12/31,9.2,16.1,3.9
2000/1/1,11.1,16.8,5.8
2000/1/2,12.8,17.1,9.9
2000/1/3,10.2,13.9,7.6
2000/1/4,8.9,14.9,4.7
2000/1/5,10.9,14.5,6.7
2000/1/6,13.4,18.9,9.3
2000/1/7,6.9,12.0,3.1
2000/1/8,7.1,9.4,4.0
2000/1/9,7.6,8.9,6.3
2000/1/10,9.8,13.6,5.7
2000/1/11,9.5,13.5,5.3
2000/1/12,9.6,11.2,7.7
2000/1/13,11.2,14.0,8.8
2000/1/14,8.7,10.6,6.9
2000/1/15,8.1,13.1,3.0
2000/1/16,10.8,14.8,8.2
2000/1/17,9.8,12.7,6.8
2000/1/18,10.0,14.2,7.3
2000/1/19,6.8,10.0,2.7
2000/1/20,2.5,4.3,1.0
2000/1/21,2.5,5.4,0.4
2000/1/22,6.1,9.6,1.1
2000/1/23,12.8,15.5,8.1
2000/1/24,10.3,12.1,8.8
2000/1/25,6.7,8.9,5.3
2000/1/26,2.5,5.9,0.5
2000/1/27,3.0,6.6,0.8
2000/1/28,4.3,10.2,-0.4
2000/1/29,6.6,11.9,1.0
2000/1/30,6.5,8.5,4.3
2000/1/31,3.2,4.6,0.8
2000/2/1,4.0,9.1,-0.7
2000/2/2,5.5,8.0,3.2
2000/2/3,5.5,7.1,2.8
2000/2/4,6.4,10.4,2.6
2000/2/5,7.6,11.6,2.9
2000/2/6,8.4,10.7,4.1
2000/2/7,6.4,9.5,2.3
2000/2/8,3.1,8.6,-1.1
2000/2/9,3.2,7.1,-0.3
2000/2/10,5.5,10.5,1.1
2000/2/11,7.6,11.6,4.6
2000/2/12,7.5,12.4,3.5
2000/2/13,8.8,14.6,4.1
2000/2/14,9.2,12.0,5.9
2000/2/15,2.9,6.0,1.1
2000/2/16,3.2,6.0,0.7
2000/2/17,4.8,7.4,2.1
2000/2/18,6.7,11.2,2.1
2000/2/19,5.2,6.4,2.9
2000/2/20,8.7,12.9,6.3
2000/2/21,6.5,9.3,3.5
2000/2/22,5.8,10.6,2.3
2000/2/23,7.1,11.9,2.9
2000/2/24,6.2,9.3,3.6
2000/2/25,5.6,10.0,1.9
2000/2/26,6.1,9.8,3.4
2000/2/27,6.7,9.4,4.3
2000/2/28,6.4,10.1,2.9
2000/2/29,5.5,10.8,1.3
2000/3/1,6.5,13.0,0.8
2000/3/2,9.4,16.5,3.3
2000/3/3,10.9,15.5,5.8
2000/3/4,13.5,18.1,11.3
2000/3/5,12.2,16.9,9.8
2000/3/6,11.0,15.6,7.6
2000/3/7,8.9,11.6,5.7
2000/3/8,7.0,9.5,5.0
2000/3/9,6.7,10.0,4.2
2000/3/10,8.3,13.8,3.0
2000/3/11,6.9,9.0,5.8
2000/3/12,9.7,14.6,6.2
2000/3/13,10.0,15.6,5.4
2000/3/14,10.8,17.8,5.3
2000/3/15,10.9,15.2,5.2
2000/3/16,11.8,18.0,8.9
2000/3/17,10.0,15.1,5.6
2000/3/18,12.1,18.2,4.6
2000/3/19,12.2,15.4,8.8
2000/3/20,10.8,16.7,6.9
2000/3/21,12.1,18.8,5.8
2000/3/22,13.8,19.2,11.2
2000/3/23,13.1,16.1,11.3
2000/3/24,10.3,13.2,8.2
2000/3/25,9.9,12.6,6.2
2000/3/26,13.9,16.9,11.0
2000/3/27,15.4,19.2,10.7
2000/3/28,13.7,16.8,10.9
2000/3/29,10.8,12.1,10.1
2000/3/30,11.6,15.5,8.8
2000/3/31,14.0,18.1,8.6
