ダウンロードした時刻：2019/10/10 16:07:32

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,14.4,16.5,11.0
1992/12/2,10.4,14.0,8.2
1992/12/3,8.4,13.4,4.4
1992/12/4,7.9,13.4,3.7
1992/12/5,8.3,13.5,4.0
1992/12/6,10.6,16.1,3.6
1992/12/7,15.1,18.7,12.7
1992/12/8,15.1,18.0,12.2
1992/12/9,12.4,17.2,8.7
1992/12/10,11.4,15.7,8.8
1992/12/11,7.7,11.3,3.5
1992/12/12,6.8,10.9,3.3
1992/12/13,7.8,13.2,2.6
1992/12/14,6.0,8.6,2.6
1992/12/15,4.0,8.4,1.1
1992/12/16,4.8,10.8,0.6
1992/12/17,5.7,10.8,0.5
1992/12/18,5.8,7.6,4.0
1992/12/19,5.4,10.5,1.5
1992/12/20,6.8,9.5,4.2
1992/12/21,9.9,14.2,7.2
1992/12/22,9.4,14.9,5.5
1992/12/23,6.0,10.9,1.2
1992/12/24,2.5,6.3,0.4
1992/12/25,3.6,7.5,0.1
1992/12/26,5.6,9.7,1.9
1992/12/27,6.6,11.7,1.2
1992/12/28,9.8,11.7,7.4
1992/12/29,9.9,13.7,5.1
1992/12/30,7.5,12.6,3.3
1992/12/31,6.7,9.5,3.8
1993/1/1,5.7,11.1,1.8
1993/1/2,6.0,11.3,1.9
1993/1/3,7.4,12.9,1.7
1993/1/4,7.2,10.8,4.2
1993/1/5,4.9,9.6,2.2
1993/1/6,5.1,8.5,1.1
1993/1/7,9.0,10.6,6.3
1993/1/8,8.2,10.3,5.3
1993/1/9,5.0,7.0,1.4
1993/1/10,7.0,8.7,5.5
1993/1/11,7.5,10.5,5.4
1993/1/12,6.3,10.8,2.0
1993/1/13,6.4,9.5,2.5
1993/1/14,7.4,8.4,6.2
1993/1/15,8.4,9.4,7.4
1993/1/16,9.1,11.9,5.9
1993/1/17,5.0,8.4,2.2
1993/1/18,5.1,9.2,2.1
1993/1/19,3.6,8.1,0.7
1993/1/20,3.2,8.5,-1.5
1993/1/21,2.9,6.8,0.8
1993/1/22,3.1,6.7,1.2
1993/1/23,4.3,8.6,-0.3
1993/1/24,6.4,9.7,3.6
1993/1/25,7.5,10.8,5.7
1993/1/26,6.6,11.5,3.2
1993/1/27,5.6,11.2,1.9
1993/1/28,1.2,4.1,-1.1
1993/1/29,2.6,8.1,-0.8
1993/1/30,5.1,10.6,0.4
1993/1/31,6.7,11.1,2.4
1993/2/1,3.6,7.5,0.5
1993/2/2,0.8,3.4,-0.1
1993/2/3,3.2,7.5,0.0
1993/2/4,6.2,11.9,2.5
1993/2/5,6.0,11.9,1.0
1993/2/6,10.1,19.9,1.6
1993/2/7,12.3,21.3,5.6
1993/2/8,3.6,5.6,1.9
1993/2/9,3.6,8.1,0.9
1993/2/10,4.6,9.0,1.9
1993/2/11,5.4,9.6,0.0
1993/2/12,6.7,10.8,3.9
1993/2/13,6.6,11.7,2.1
1993/2/14,4.5,8.0,0.2
1993/2/15,4.7,12.1,-2.0
1993/2/16,8.5,14.1,2.2
1993/2/17,11.4,16.3,7.8
1993/2/18,7.8,12.0,4.3
1993/2/19,5.0,8.6,2.2
1993/2/20,7.0,12.6,3.4
1993/2/21,8.1,11.0,3.9
1993/2/22,11.6,15.0,8.7
1993/2/23,4.3,8.7,0.6
1993/2/24,2.8,6.6,0.8
1993/2/25,2.8,6.8,0.2
1993/2/26,4.0,8.8,0.2
1993/2/27,6.5,12.7,0.2
1993/2/28,7.9,11.9,5.4
1993/3/1,4.8,9.1,1.0
1993/3/2,2.6,6.9,-1.4
1993/3/3,5.6,10.5,0.8
1993/3/4,6.4,12.1,1.9
1993/3/5,8.0,16.0,0.7
1993/3/6,10.7,18.8,3.3
1993/3/7,9.6,13.9,5.4
1993/3/8,5.0,8.8,2.5
1993/3/9,5.5,8.5,3.3
1993/3/10,6.7,12.5,2.2
1993/3/11,6.8,12.2,1.3
1993/3/12,7.6,11.9,5.3
1993/3/13,5.7,9.4,2.6
1993/3/14,7.4,13.7,2.6
1993/3/15,5.5,7.5,4.1
1993/3/16,4.1,7.2,1.4
1993/3/17,3.4,7.0,1.3
1993/3/18,5.4,11.8,0.2
1993/3/19,5.7,10.0,2.6
1993/3/20,5.0,10.4,0.7
1993/3/21,6.7,13.9,0.1
1993/3/22,9.3,17.2,2.1
1993/3/23,11.8,19.0,3.5
1993/3/24,13.1,17.8,10.7
1993/3/25,12.3,16.0,8.4
1993/3/26,12.6,17.9,8.1
1993/3/27,13.2,19.5,7.1
1993/3/28,10.9,12.5,9.6
1993/3/29,4.7,9.6,1.6
1993/3/30,6.9,14.3,0.0
1993/3/31,12.3,17.3,6.5
