ダウンロードした時刻：2019/10/10 16:15:25

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,12.1,18.0,6.7
1998/12/2,13.2,18.0,10.7
1998/12/3,11.3,14.3,8.6
1998/12/4,12.0,16.6,6.7
1998/12/5,13.1,16.6,8.8
1998/12/6,10.5,15.8,6.1
1998/12/7,11.2,13.3,8.1
1998/12/8,9.8,12.4,5.1
1998/12/9,6.9,10.7,4.0
1998/12/10,6.7,11.3,3.4
1998/12/11,8.3,11.8,4.1
1998/12/12,6.6,12.9,1.3
1998/12/13,8.5,14.7,3.3
1998/12/14,11.3,14.9,5.9
1998/12/15,12.0,15.4,8.2
1998/12/16,10.8,13.6,7.5
1998/12/17,10.4,16.8,6.1
1998/12/18,10.1,15.4,5.2
1998/12/19,12.8,17.3,6.9
1998/12/20,12.6,15.7,6.4
1998/12/21,8.5,14.6,3.7
1998/12/22,10.1,16.3,4.6
1998/12/23,11.0,16.4,5.9
1998/12/24,9.2,12.2,6.4
1998/12/25,6.9,12.6,2.0
1998/12/26,9.4,14.8,4.9
1998/12/27,8.6,13.2,5.9
1998/12/28,9.4,15.2,4.9
1998/12/29,10.2,15.0,5.5
1998/12/30,8.7,12.5,5.7
1998/12/31,6.7,10.2,4.1
1999/1/1,6.6,10.2,2.9
1999/1/2,8.4,10.7,4.9
1999/1/3,7.6,12.6,2.9
1999/1/4,7.3,13.4,3.7
1999/1/5,7.5,14.2,2.0
1999/1/6,8.9,14.4,3.4
1999/1/7,8.2,11.9,2.4
1999/1/8,2.2,4.2,0.7
1999/1/9,2.5,4.5,1.2
1999/1/10,4.5,7.5,2.7
1999/1/11,6.1,8.6,4.5
1999/1/12,5.4,8.1,2.5
1999/1/13,5.7,9.9,0.9
1999/1/14,7.7,10.6,2.6
1999/1/15,5.8,8.3,1.8
1999/1/16,5.4,10.1,0.5
1999/1/17,5.6,10.2,0.9
1999/1/18,7.0,13.3,1.7
1999/1/19,8.2,10.6,5.8
1999/1/20,8.7,13.2,5.5
1999/1/21,5.0,8.9,2.0
1999/1/22,5.9,11.8,1.4
1999/1/23,8.8,13.6,3.4
1999/1/24,9.0,12.9,6.9
1999/1/25,10.2,12.5,7.0
1999/1/26,9.3,12.3,3.6
1999/1/27,7.0,12.4,1.5
1999/1/28,8.9,13.6,3.4
1999/1/29,4.5,8.6,1.0
1999/1/30,3.9,8.7,-0.4
1999/1/31,6.2,11.2,1.4
1999/2/1,7.6,10.4,3.8
1999/2/2,6.6,10.7,3.1
1999/2/3,1.3,4.0,-1.0
1999/2/4,1.0,6.0,-4.5
1999/2/5,5.2,8.2,2.1
1999/2/6,4.1,9.2,-0.6
1999/2/7,6.7,12.0,1.8
1999/2/8,7.4,13.0,2.6
1999/2/9,7.9,14.6,2.5
1999/2/10,10.6,13.6,4.7
1999/2/11,7.3,9.2,4.9
1999/2/12,4.1,7.2,1.9
1999/2/13,3.1,6.9,1.5
1999/2/14,3.6,8.6,-0.7
1999/2/15,5.0,10.2,-0.1
1999/2/16,7.1,13.2,0.4
1999/2/17,9.7,17.5,2.6
1999/2/18,9.4,11.9,7.2
1999/2/19,6.8,9.6,3.6
1999/2/20,4.7,7.9,1.8
1999/2/21,3.3,7.2,0.0
1999/2/22,4.5,9.3,-1.2
1999/2/23,7.1,12.4,2.0
1999/2/24,8.0,13.1,5.9
1999/2/25,9.6,15.1,5.9
1999/2/26,9.3,13.5,5.2
1999/2/27,9.3,13.6,4.5
1999/2/28,5.9,11.1,1.8
1999/3/1,8.5,14.1,3.1
1999/3/2,10.6,15.8,5.3
1999/3/3,11.4,16.5,7.2
1999/3/4,10.3,15.4,5.4
1999/3/5,14.0,21.3,8.0
1999/3/6,12.8,17.3,8.6
1999/3/7,9.6,11.3,7.6
1999/3/8,9.9,14.9,5.9
1999/3/9,7.5,9.2,4.7
1999/3/10,8.9,14.9,3.4
1999/3/11,9.2,14.0,6.7
1999/3/12,8.4,12.5,4.0
1999/3/13,9.5,15.3,4.4
1999/3/14,13.3,20.4,9.1
1999/3/15,13.2,15.4,11.4
1999/3/16,12.7,18.8,8.4
1999/3/17,12.5,18.1,5.6
1999/3/18,17.5,22.8,10.6
1999/3/19,13.5,16.3,8.9
1999/3/20,7.3,9.4,4.2
1999/3/21,7.3,10.1,5.3
1999/3/22,5.9,10.1,2.7
1999/3/23,5.9,11.9,-0.4
1999/3/24,9.8,16.5,3.2
1999/3/25,12.7,16.0,9.3
1999/3/26,13.9,16.4,11.9
1999/3/27,11.9,15.0,6.7
1999/3/28,9.0,14.1,3.6
1999/3/29,8.6,12.2,3.8
1999/3/30,7.7,9.9,6.8
1999/3/31,10.8,17.2,6.6
