ダウンロードした時刻：2019/10/10 15:37:34

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,-0.1,2.6,-1.7
2017/12/2,0.1,3.9,-2.8
2017/12/3,2.0,5.4,-0.6
2017/12/4,2.4,4.4,1.4
2017/12/5,2.6,5.7,-0.4
2017/12/6,-0.9,0.9,-2.8
2017/12/7,-0.1,3.7,-3.4
2017/12/8,1.4,3.8,-2.6
2017/12/9,-1.0,2.5,-4.8
2017/12/10,0.9,3.3,-0.6
2017/12/11,2.2,6.5,-1.8
2017/12/12,-2.2,0.7,-3.3
2017/12/13,-1.8,0.8,-3.6
2017/12/14,-0.7,4.6,-4.3
2017/12/15,0.0,3.6,-3.1
2017/12/16,1.9,5.8,-0.1
2017/12/17,-1.2,1.3,-4.2
2017/12/18,-1.1,2.1,-5.8
2017/12/19,-0.8,1.0,-4.7
2017/12/20,-2.1,1.9,-5.7
2017/12/21,-2.6,2.4,-8.1
2017/12/22,0.4,2.7,-2.7
2017/12/23,2.1,6.6,-0.6
2017/12/24,0.8,3.8,-2.4
2017/12/25,2.4,6.7,-1.9
2017/12/26,-3.0,-1.3,-5.7
2017/12/27,-4.3,-2.7,-6.1
2017/12/28,-1.8,0.9,-4.4
2017/12/29,-0.6,1.6,-2.5
2017/12/30,-1.8,2.5,-4.9
2017/12/31,-2.5,1.8,-6.7
2018/1/1,1.7,4.9,-1.1
2018/1/2,0.7,4.2,-2.8
2018/1/3,-1.7,2.1,-6.6
2018/1/4,0.0,3.0,-2.7
2018/1/5,-0.1,3.5,-3.5
2018/1/6,0.9,4.6,-1.3
2018/1/7,0.2,3.0,-2.1
2018/1/8,0.6,4.0,-4.0
2018/1/9,2.3,6.7,-1.5
2018/1/10,-0.3,2.0,-3.9
2018/1/11,-2.8,2.2,-6.9
2018/1/12,-4.0,1.1,-9.3
2018/1/13,-3.4,1.4,-7.6
2018/1/14,-3.5,2.0,-8.2
2018/1/15,-3.7,1.1,-8.8
2018/1/16,1.2,4.6,-1.9
2018/1/17,1.9,3.6,0.4
2018/1/18,3.9,8.0,1.0
2018/1/19,0.6,3.3,-4.5
2018/1/20,-2.5,2.6,-7.7
2018/1/21,-2.2,2.3,-5.3
2018/1/22,-4.0,-1.7,-7.5
2018/1/23,-2.6,1.3,-4.8
2018/1/24,-7.2,-4.4,-9.5
2018/1/25,-6.5,-2.4,-11.0
2018/1/26,-6.4,-3.1,-9.9
2018/1/27,-5.0,-0.6,-11.4
2018/1/28,-1.9,-0.1,-4.9
2018/1/29,-3.2,-0.4,-8.9
2018/1/30,-5.6,-2.5,-9.1
2018/1/31,-2.7,0.2,-6.6
2018/2/1,-3.4,1.0,-7.2
2018/2/2,-3.3,3.2,-11.2
2018/2/3,0.7,3.6,-1.1
2018/2/4,-0.4,4.2,-4.3
2018/2/5,-2.4,1.2,-3.8
2018/2/6,-2.2,1.4,-4.4
2018/2/7,-1.6,2.4,-5.4
2018/2/8,-4.2,0.5,-9.6
2018/2/9,-2.6,0.2,-8.4
2018/2/10,1.4,3.8,-0.8
2018/2/11,0.0,4.7,-4.8
2018/2/12,-5.8,-3.3,-7.2
2018/2/13,-5.1,-2.7,-6.8
2018/2/14,-1.8,0.8,-6.4
2018/2/15,-1.6,3.4,-5.0
2018/2/16,-3.1,1.3,-7.4
2018/2/17,-4.4,0.3,-7.0
2018/2/18,-4.3,-1.4,-9.2
2018/2/19,-4.2,0.3,-9.8
2018/2/20,-2.3,1.5,-4.9
2018/2/21,-3.8,0.0,-8.3
2018/2/22,-6.0,0.4,-12.2
2018/2/23,-2.4,3.8,-9.1
2018/2/24,-3.2,0.7,-6.8
2018/2/25,-4.0,0.5,-8.9
2018/2/26,-4.0,2.4,-10.6
2018/2/27,-3.3,1.4,-9.9
2018/2/28,0.4,4.9,-2.9
2018/3/1,2.3,6.5,0.0
2018/3/2,-1.4,2.0,-3.3
2018/3/3,0.9,7.1,-4.4
2018/3/4,4.2,12.2,-3.0
2018/3/5,1.1,5.2,-0.6
2018/3/6,-0.9,2.4,-4.0
2018/3/7,-2.6,2.3,-8.7
2018/3/8,1.7,5.0,-2.2
2018/3/9,6.8,12.0,1.1
2018/3/10,1.7,5.2,-2.5
2018/3/11,1.3,6.8,-5.2
2018/3/12,1.2,4.9,-2.0
2018/3/13,4.4,12.8,-3.6
2018/3/14,7.5,11.8,3.3
2018/3/15,10.1,19.6,0.4
2018/3/16,4.9,13.2,-1.3
2018/3/17,0.2,5.2,-4.1
2018/3/18,2.3,10.8,-4.7
2018/3/19,5.7,13.0,0.2
2018/3/20,1.4,7.0,-1.6
2018/3/21,1.2,5.3,-4.1
2018/3/22,1.7,3.2,0.5
2018/3/23,3.7,8.8,0.1
2018/3/24,4.5,11.0,-2.1
2018/3/25,5.9,12.9,-0.2
2018/3/26,8.9,15.1,2.7
2018/3/27,10.4,20.1,1.0
2018/3/28,12.1,21.0,3.4
2018/3/29,11.4,18.0,6.9
2018/3/30,5.9,11.3,0.0
2018/3/31,6.5,13.6,-2.0
