ダウンロードした時刻：2019/10/10 16:20:07

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,13.5,17.1,10.2
2000/12/2,13.8,17.1,8.7
2000/12/3,12.0,15.6,7.3
2000/12/4,10.5,14.3,6.8
2000/12/5,10.9,14.3,6.0
2000/12/6,9.4,12.9,5.5
2000/12/7,10.7,14.7,7.1
2000/12/8,9.0,15.0,5.4
2000/12/9,11.2,17.7,5.2
2000/12/10,13.5,17.8,8.9
2000/12/11,4.1,9.0,1.4
2000/12/12,2.6,5.0,0.4
2000/12/13,5.1,9.3,0.9
2000/12/14,5.8,11.9,2.0
2000/12/15,9.9,16.5,2.5
2000/12/16,12.6,15.3,9.3
2000/12/17,12.8,14.2,10.5
2000/12/18,13.6,16.1,10.1
2000/12/19,12.1,13.8,9.3
2000/12/20,11.2,14.4,7.3
2000/12/21,6.6,9.8,2.1
2000/12/22,7.2,14.0,1.7
2000/12/23,10.7,15.2,6.6
2000/12/24,7.1,10.3,3.4
2000/12/25,5.4,9.9,0.7
2000/12/26,2.3,6.5,-0.8
2000/12/27,3.4,9.5,-1.0
2000/12/28,6.2,11.6,1.8
2000/12/29,6.4,13.3,2.5
2000/12/30,9.1,14.1,4.2
2000/12/31,7.5,10.3,3.2
2001/1/1,5.5,9.3,0.2
2001/1/2,8.3,11.1,5.0
2001/1/3,4.7,6.6,1.8
2001/1/4,2.6,4.8,-1.0
2001/1/5,3.6,7.3,-1.0
2001/1/6,6.0,9.0,0.7
2001/1/7,10.3,15.8,7.1
2001/1/8,10.3,12.7,9.1
2001/1/9,10.9,14.8,7.9
2001/1/10,5.2,7.9,1.3
2001/1/11,6.5,8.7,2.9
2001/1/12,3.1,5.3,0.7
2001/1/13,2.5,3.8,1.3
2001/1/14,-0.8,1.3,-3.4
2001/1/15,-2.4,-0.1,-4.0
2001/1/16,-0.7,1.4,-2.5
2001/1/17,1.4,5.7,-1.7
2001/1/18,2.9,9.0,-1.7
2001/1/19,6.2,11.9,0.7
2001/1/20,8.3,10.4,5.3
2001/1/21,6.5,11.0,2.6
2001/1/22,6.8,10.4,2.7
2001/1/23,7.6,10.3,5.0
2001/1/24,8.1,9.7,6.4
2001/1/25,9.2,10.5,6.7
2001/1/26,8.4,10.7,7.1
2001/1/27,7.3,8.9,5.4
2001/1/28,5.1,8.4,2.0
2001/1/29,4.0,7.0,-0.1
2001/1/30,4.9,7.4,1.8
2001/1/31,6.5,11.3,0.4
2001/2/1,5.5,9.7,0.7
2001/2/2,2.7,6.5,-0.9
2001/2/3,4.9,10.2,-1.0
2001/2/4,8.9,10.5,6.2
2001/2/5,10.6,11.7,9.2
2001/2/6,10.6,13.4,8.9
2001/2/7,9.2,11.5,6.4
2001/2/8,3.0,7.0,-0.9
2001/2/9,3.5,7.9,-0.8
2001/2/10,4.4,9.4,0.5
2001/2/11,5.2,11.2,-0.2
2001/2/12,6.7,8.3,4.9
2001/2/13,6.8,10.5,3.8
2001/2/14,2.5,5.3,-1.2
2001/2/15,6.0,10.6,-1.5
2001/2/16,3.3,6.5,-0.6
2001/2/17,4.4,9.2,-1.7
2001/2/18,9.6,12.3,7.4
2001/2/19,9.9,14.6,4.4
2001/2/20,10.2,13.8,5.4
2001/2/21,8.6,13.3,5.0
2001/2/22,9.6,16.1,4.6
2001/2/23,9.7,11.6,6.0
2001/2/24,7.7,10.3,5.5
2001/2/25,3.7,6.9,-0.1
2001/2/26,4.6,11.3,0.1
2001/2/27,9.9,15.4,1.6
2001/2/28,12.1,15.1,9.2
2001/3/1,8.8,9.9,7.8
2001/3/2,8.5,14.1,3.8
2001/3/3,10.1,15.0,5.6
2001/3/4,4.9,7.4,2.8
2001/3/5,6.3,10.0,2.9
2001/3/6,12.9,17.1,7.0
2001/3/7,6.3,11.0,3.7
2001/3/8,2.2,5.2,0.2
2001/3/9,2.5,6.2,-0.3
2001/3/10,9.8,13.1,5.3
2001/3/11,7.3,8.9,3.3
2001/3/12,5.5,9.6,2.2
2001/3/13,7.3,13.1,2.6
2001/3/14,13.7,18.8,3.8
2001/3/15,12.0,17.8,6.6
2001/3/16,9.4,12.7,6.0
2001/3/17,10.0,11.9,7.9
2001/3/18,12.5,16.1,9.1
2001/3/19,14.9,18.6,12.2
2001/3/20,15.8,19.6,12.3
2001/3/21,15.3,21.5,9.1
2001/3/22,16.9,20.4,13.2
2001/3/23,13.1,17.1,7.7
2001/3/24,12.6,18.6,6.8
2001/3/25,15.7,20.5,12.3
2001/3/26,12.4,15.7,9.1
2001/3/27,10.4,13.1,7.5
2001/3/28,11.5,17.3,8.5
2001/3/29,7.9,10.2,3.8
2001/3/30,7.1,10.9,4.0
2001/3/31,7.5,11.7,4.5
