É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:49

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2013/12/1,4.7,13.0,-1.7
2013/12/2,5.3,13.7,-1.1
2013/12/3,5.7,13.6,-1.0
2013/12/4,6.3,13.1,0.6
2013/12/5,5.6,13.6,-0.5
2013/12/6,6.4,16.0,-0.2
2013/12/7,6.2,14.7,-0.5
2013/12/8,5.6,11.1,0.0
2013/12/9,5.5,10.9,0.2
2013/12/10,8.2,15.8,3.5
2013/12/11,5.7,11.0,-0.4
2013/12/12,5.6,11.3,-0.4
2013/12/13,4.5,11.1,-2.1
2013/12/14,4.4,10.8,-1.9
2013/12/15,5.8,11.2,-0.6
2013/12/16,6.6,11.3,3.0
2013/12/17,4.9,10.4,0.3
2013/12/18,3.0,5.5,0.3
2013/12/19,3.5,5.5,0.5
2013/12/20,4.0,6.3,-1.1
2013/12/21,3.6,11.2,-3.0
2013/12/22,3.8,10.3,-1.1
2013/12/23,2.0,6.5,-3.7
2013/12/24,3.4,10.9,-2.5
2013/12/25,1.8,8.0,-3.4
2013/12/26,2.7,6.8,-2.0
2013/12/27,4.6,8.4,2.7
2013/12/28,2.6,7.3,-1.7
2013/12/29,0.8,7.5,-4.2
2013/12/30,0.6,8.6,-5.7
2013/12/31,1.7,10.4,-4.6
2014/1/1,3.8,13.6,-3.7
2014/1/2,7.0,13.1,1.4
2014/1/3,2.7,8.8,-2.6
2014/1/4,3.1,11.3,-2.0
2014/1/5,2.5,7.7,-1.8
2014/1/6,2.0,9.2,-3.9
2014/1/7,0.7,7.7,-5.9
2014/1/8,2.6,8.0,-3.0
2014/1/9,5.1,11.7,0.3
2014/1/10,1.4,5.8,-2.6
2014/1/11,0.5,7.6,-5.6
2014/1/12,1.3,8.3,-4.5
2014/1/13,2.4,9.4,-3.9
2014/1/14,0.5,5.5,-5.2
2014/1/15,1.1,5.6,-2.4
2014/1/16,0.4,7.1,-5.5
2014/1/17,1.0,9.1,-4.9
2014/1/18,2.3,8.0,-2.4
2014/1/19,2.0,6.2,-2.5
2014/1/20,1.3,7.7,-5.0
2014/1/21,5.1,12.3,-1.1
2014/1/22,3.0,9.5,-2.5
2014/1/23,1.8,9.6,-4.9
2014/1/24,2.9,10.9,-2.9
2014/1/25,2.5,9.0,-2.6
2014/1/26,4.8,13.5,0.8
2014/1/27,1.6,7.6,-3.9
2014/1/28,4.5,11.7,-3.7
2014/1/29,7.2,15.2,0.1
2014/1/30,3.0,6.6,-1.5
2014/1/31,7.7,14.1,2.0
2014/2/1,4.8,12.3,-1.9
2014/2/2,5.0,12.2,0.7
2014/2/3,7.1,14.9,0.1
2014/2/4,4.2,7.1,0.4
2014/2/5,1.2,6.2,-2.7
2014/2/6,-0.1,5.2,-4.9
2014/2/7,2.0,7.0,-3.1
2014/2/8,-0.3,2.9,-1.0
2014/2/9,1.9,8.0,-2.5
2014/2/10,1.6,6.9,-3.3
2014/2/11,1.9,6.6,-1.7
2014/2/12,2.9,7.6,0.0
2014/2/13,2.9,6.2,-0.3
2014/2/14,0.2,2.4,-0.8
2014/2/15,2.4,6.0,-0.5
2014/2/16,4.9,9.2,-2.2
2014/2/17,0.3,7.3,-5.7
2014/2/18,1.1,7.2,-5.1
2014/2/19,0.5,6.1,-4.2
2014/2/20,0.3,5.0,-5.1
2014/2/21,1.5,8.6,-4.3
2014/2/22,1.5,7.5,-4.0
2014/2/23,3.4,8.5,-0.2
2014/2/24,4.5,9.9,0.9
2014/2/25,4.6,12.9,-1.7
2014/2/26,5.0,13.0,-2.3
2014/2/27,5.4,8.4,3.2
2014/2/28,10.0,18.2,4.0
2014/3/1,8.9,11.6,7.2
2014/3/2,6.9,8.5,6.0
2014/3/3,6.2,11.6,2.9
2014/3/4,5.6,10.9,0.6
2014/3/5,1.7,5.5,0.4
2014/3/6,3.7,8.2,-0.2
2014/3/7,2.6,8.8,-2.4
2014/3/8,4.2,11.0,-2.1
2014/3/9,4.4,11.1,-0.7
2014/3/10,3.0,7.6,0.8
2014/3/11,3.5,10.9,-2.8
2014/3/12,7.5,18.6,-1.7
2014/3/13,7.5,12.2,3.6
2014/3/14,7.9,10.9,3.4
2014/3/15,5.5,12.3,-0.5
2014/3/16,8.3,18.5,-0.7
2014/3/17,9.0,18.6,0.0
2014/3/18,10.4,19.0,2.5
2014/3/19,10.5,16.0,5.0
2014/3/20,7.6,8.7,6.3
2014/3/21,8.0,12.4,4.1
2014/3/22,7.3,14.6,1.4
2014/3/23,8.3,17.5,-0.1
2014/3/24,10.3,19.9,1.1
2014/3/25,12.5,22.9,3.6
2014/3/26,13.2,20.0,9.2
2014/3/27,13.0,18.6,7.8
2014/3/28,12.3,21.9,3.5
2014/3/29,13.6,21.5,7.4
2014/3/30,13.9,17.4,11.8
2014/3/31,14.9,20.8,11.3
