ダウンロードした時刻：2019/10/10 16:05:32

,豊岡,豊岡,豊岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,5.4,7.3,4.1
1983/12/2,7.6,14.5,3.2
1983/12/3,6.6,11.5,3.4
1983/12/4,6.3,9.5,4.9
1983/12/5,6.8,12.3,4.6
1983/12/6,5.9,10.3,3.8
1983/12/7,5.2,12.4,0.1
1983/12/8,7.0,11.7,4.2
1983/12/9,6.6,14.9,2.7
1983/12/10,8.0,15.8,0.1
1983/12/11,6.7,13.2,2.4
1983/12/12,3.3,6.2,0.8
1983/12/13,7.4,13.3,0.3
1983/12/14,7.2,10.8,5.1
1983/12/15,5.7,11.3,2.2
1983/12/16,1.7,3.1,0.4
1983/12/17,2.2,6.6,0.3
1983/12/18,1.3,3.0,0.3
1983/12/19,2.2,6.8,-0.9
1983/12/20,2.7,6.1,0.3
1983/12/21,3.2,9.3,-0.6
1983/12/22,5.0,9.2,-0.8
1983/12/23,2.6,6.4,0.6
1983/12/24,1.7,5.9,-0.4
1983/12/25,-0.1,2.6,-1.6
1983/12/26,0.1,1.0,-0.4
1983/12/27,0.4,3.8,-3.1
1983/12/28,0.6,5.0,-2.6
1983/12/29,1.1,4.8,-1.0
1983/12/30,0.1,6.7,-3.0
1983/12/31,0.1,4.2,-3.7
1984/1/1,1.6,5.0,0.2
1984/1/2,1.8,8.7,-2.1
1984/1/3,1.9,4.9,-2.7
1984/1/4,1.4,5.0,0.3
1984/1/5,0.9,3.2,-0.1
1984/1/6,0.7,4.6,-1.7
1984/1/7,0.3,2.0,-2.2
1984/1/8,1.3,5.8,-1.5
1984/1/9,1.1,6.3,-4.4
1984/1/10,4.5,8.9,1.0
1984/1/11,1.2,3.9,0.4
1984/1/12,0.9,2.7,-1.0
1984/1/13,1.9,6.9,-0.9
1984/1/14,1.0,8.6,-1.5
1984/1/15,1.6,5.8,-1.5
1984/1/16,0.7,3.4,-1.4
1984/1/17,-0.4,2.6,-1.7
1984/1/18,-0.3,1.8,-3.3
1984/1/19,1.3,2.6,0.1
1984/1/20,0.8,4.0,-1.6
1984/1/21,0.7,4.7,-2.8
1984/1/22,1.0,3.7,-0.7
1984/1/23,0.3,1.6,-1.7
1984/1/24,0.6,2.9,-0.7
1984/1/25,-0.1,3.9,-2.5
1984/1/26,-0.9,2.0,-2.7
1984/1/27,-1.4,1.3,-3.2
1984/1/28,-0.4,2.3,-2.8
1984/1/29,-0.2,2.0,-2.0
1984/1/30,-0.3,3.7,-3.9
1984/1/31,0.4,2.0,-0.7
1984/2/1,1.2,6.5,-2.4
1984/2/2,1.3,5.6,-2.9
1984/2/3,-1.4,1.6,-2.8
1984/2/4,-1.9,-0.3,-3.7
1984/2/5,0.4,4.1,-2.8
1984/2/6,-1.3,1.2,-4.3
1984/2/7,-2.9,0.6,-4.4
1984/2/8,-1.8,-0.9,-3.5
1984/2/9,-1.4,1.2,-4.2
1984/2/10,0.2,3.1,-1.9
1984/2/11,-1.3,4.6,-4.9
1984/2/12,-2.4,2.5,-8.2
1984/2/13,1.0,4.5,-1.3
1984/2/14,2.4,5.9,-0.1
1984/2/15,-0.1,4.0,-3.0
1984/2/16,0.2,2.5,-3.5
1984/2/17,-0.4,3.1,-4.0
1984/2/18,1.8,3.4,0.1
1984/2/19,1.2,3.7,-2.9
1984/2/20,0.0,7.4,-6.9
1984/2/21,1.7,7.8,-2.3
1984/2/22,1.6,6.4,-2.5
1984/2/23,4.0,6.1,1.4
1984/2/24,4.1,5.6,2.4
1984/2/25,3.0,7.4,0.5
1984/2/26,3.1,6.3,1.3
1984/2/27,0.8,4.2,-1.0
1984/2/28,0.1,2.6,-1.4
1984/2/29,-1.8,1.0,-3.3
1984/3/1,-1.0,4.0,-4.8
1984/3/2,0.1,6.3,-5.1
1984/3/3,-0.6,3.4,-4.5
1984/3/4,0.3,5.0,-3.3
1984/3/5,0.3,5.0,-4.1
1984/3/6,0.6,4.7,-1.8
1984/3/7,0.5,5.0,-3.5
1984/3/8,1.9,6.6,-1.1
1984/3/9,1.7,7.5,-2.5
1984/3/10,1.7,5.9,-2.0
1984/3/11,0.8,4.6,-3.0
1984/3/12,2.4,11.2,-6.0
1984/3/13,2.4,6.3,-0.5
1984/3/14,1.9,5.1,-0.7
1984/3/15,3.0,8.1,-2.6
1984/3/16,4.1,7.7,1.7
1984/3/17,4.2,8.3,1.3
1984/3/18,3.5,8.7,-0.4
1984/3/19,0.7,1.5,0.4
1984/3/20,3.2,7.4,0.4
1984/3/21,2.5,5.0,0.1
1984/3/22,2.0,4.9,-1.5
1984/3/23,1.7,8.6,-4.9
1984/3/24,3.6,7.2,-1.1
1984/3/25,5.0,13.3,0.5
1984/3/26,4.3,8.5,-1.5
1984/3/27,4.4,14.0,-3.9
1984/3/28,4.9,10.8,0.3
1984/3/29,7.2,17.3,-1.2
1984/3/30,9.1,20.4,0.1
1984/3/31,6.3,7.9,4.8
