ダウンロードした時刻：2019/10/10 16:17:51

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,12.7,20.3,7.5
2009/12/2,12.4,20.0,6.7
2009/12/3,12.4,15.0,10.5
2009/12/4,11.7,16.7,7.6
2009/12/5,12.4,18.0,8.2
2009/12/6,9.1,13.9,4.9
2009/12/7,8.7,15.2,2.9
2009/12/8,9.4,15.8,3.3
2009/12/9,11.0,16.5,6.3
2009/12/10,10.7,12.7,7.9
2009/12/11,15.2,23.0,11.4
2009/12/12,14.8,21.2,9.6
2009/12/13,13.5,17.7,10.4
2009/12/14,11.7,17.8,7.2
2009/12/15,9.7,14.5,5.6
2009/12/16,7.8,12.0,4.3
2009/12/17,5.2,9.5,2.2
2009/12/18,3.9,8.5,1.5
2009/12/19,4.1,9.4,-0.4
2009/12/20,3.7,10.0,-1.0
2009/12/21,4.7,10.2,0.8
2009/12/22,5.3,13.1,-0.9
2009/12/23,7.9,16.1,1.5
2009/12/24,8.6,14.0,4.9
2009/12/25,9.6,16.3,3.0
2009/12/26,10.1,15.3,6.0
2009/12/27,9.2,15.4,2.7
2009/12/28,8.0,12.0,3.3
2009/12/29,6.2,11.4,1.9
2009/12/30,7.7,13.5,3.0
2009/12/31,3.6,6.9,-0.8
2010/1/1,2.1,8.6,-2.5
2010/1/2,5.1,11.5,-1.3
2010/1/3,7.0,11.6,2.4
2010/1/4,6.3,12.2,-0.3
2010/1/5,7.1,10.8,2.7
2010/1/6,3.5,9.0,-0.2
2010/1/7,3.5,10.0,-2.1
2010/1/8,5.9,11.9,-0.4
2010/1/9,6.5,11.8,1.8
2010/1/10,6.7,10.8,3.0
2010/1/11,8.7,13.7,3.6
2010/1/12,7.6,9.8,4.0
2010/1/13,1.9,6.7,-1.1
2010/1/14,2.0,8.2,-3.1
2010/1/15,3.3,9.2,-1.6
2010/1/16,4.4,11.0,-0.8
2010/1/17,5.4,13.2,-0.6
2010/1/18,6.3,13.6,0.2
2010/1/19,8.1,16.3,1.3
2010/1/20,12.0,17.8,6.0
2010/1/21,12.8,18.6,7.0
2010/1/22,8.5,15.8,4.0
2010/1/23,6.0,10.5,2.0
2010/1/24,5.1,11.0,-0.7
2010/1/25,5.5,11.8,0.7
2010/1/26,6.6,12.7,0.9
2010/1/27,7.1,13.7,-0.4
2010/1/28,11.0,16.7,6.3
2010/1/29,7.8,13.9,3.2
2010/1/30,7.6,14.6,0.5
2010/1/31,8.7,9.8,7.3
2010/2/1,7.7,9.3,4.8
2010/2/2,7.5,14.1,2.3
2010/2/3,6.2,10.9,2.0
2010/2/4,4.5,9.9,0.4
2010/2/5,4.3,11.1,-0.5
2010/2/6,4.1,8.7,-0.6
2010/2/7,4.7,11.1,-1.5
2010/2/8,8.6,12.6,3.6
2010/2/9,13.2,18.7,9.2
2010/2/10,16.1,20.9,12.2
2010/2/11,14.3,16.4,11.5
2010/2/12,9.0,12.1,5.5
2010/2/13,7.9,13.5,2.6
2010/2/14,8.7,13.3,3.2
2010/2/15,10.0,13.5,8.0
2010/2/16,8.1,11.1,4.8
2010/2/17,6.7,11.1,3.6
2010/2/18,7.0,13.4,2.3
2010/2/19,4.9,10.8,1.3
2010/2/20,6.0,12.4,-0.2
2010/2/21,7.9,13.8,1.5
2010/2/22,11.0,17.4,4.1
2010/2/23,14.2,19.4,10.3
2010/2/24,15.6,21.2,9.3
2010/2/25,17.5,20.9,14.1
2010/2/26,17.9,19.4,16.5
2010/2/27,16.3,19.8,14.6
2010/2/28,15.1,20.8,11.7
2010/3/1,13.5,18.0,10.4
2010/3/2,15.8,21.0,12.4
2010/3/3,13.6,16.5,10.5
2010/3/4,11.1,12.9,9.6
2010/3/5,16.3,21.5,10.6
2010/3/6,16.6,20.7,13.2
2010/3/7,11.6,13.5,10.3
2010/3/8,10.7,13.7,8.8
2010/3/9,8.9,10.9,7.5
2010/3/10,7.3,10.8,4.8
2010/3/11,7.3,12.7,2.0
2010/3/12,9.8,15.3,3.0
2010/3/13,12.9,17.9,8.8
2010/3/14,13.9,19.7,7.5
2010/3/15,16.6,19.1,14.1
2010/3/16,14.2,18.3,7.5
2010/3/17,9.6,15.1,4.0
2010/3/18,9.9,16.3,5.0
2010/3/19,9.8,15.1,3.5
2010/3/20,14.7,20.9,7.2
2010/3/21,13.6,17.8,7.3
2010/3/22,10.0,15.4,4.1
2010/3/23,11.3,13.0,9.5
2010/3/24,11.3,11.9,10.7
2010/3/25,9.8,11.4,6.3
2010/3/26,7.7,12.6,3.2
2010/3/27,8.1,15.0,0.9
2010/3/28,10.3,15.1,7.0
2010/3/29,9.1,14.3,5.2
2010/3/30,8.1,12.7,2.3
2010/3/31,11.4,17.2,7.1
