ダウンロードした時刻：2019/10/10 16:02:38

,三宅島,三宅島,三宅島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,16.1,18.1,12.2
1999/12/2,14.6,15.9,13.6
1999/12/3,11.9,15.3,8.7
1999/12/4,14.9,17.2,11.5
1999/12/5,17.2,18.4,15.7
1999/12/6,14.6,16.5,12.3
1999/12/7,12.1,13.4,7.6
1999/12/8,12.5,14.1,10.1
1999/12/9,15.2,17.2,10.6
1999/12/10,15.3,16.6,14.0
1999/12/11,14.7,16.7,12.2
1999/12/12,11.7,12.7,9.9
1999/12/13,12.7,13.8,11.4
1999/12/14,13.3,14.3,12.4
1999/12/15,12.6,13.5,12.0
1999/12/16,12.7,13.8,11.3
1999/12/17,15.0,16.2,13.6
1999/12/18,12.5,14.5,9.9
1999/12/19,9.5,10.2,8.8
1999/12/20,8.5,9.8,7.2
1999/12/21,8.1,9.2,6.7
1999/12/22,9.2,10.6,8.0
1999/12/23,10.0,11.3,8.5
1999/12/24,10.5,12.6,7.4
1999/12/25,11.7,13.3,9.9
1999/12/26,10.4,12.3,9.5
1999/12/27,8.7,11.7,4.7
1999/12/28,12.3,14.2,5.5
1999/12/29,13.7,15.4,9.5
1999/12/30,13.4,15.5,9.7
1999/12/31,13.3,14.2,12.5
2000/1/1,12.0,13.6,9.3
2000/1/2,12.0,13.9,9.7
2000/1/3,12.9,17.0,8.1
2000/1/4,12.2,14.9,8.0
2000/1/5,13.0,15.4,8.5
2000/1/6,15.7,18.0,14.1
2000/1/7,16.7,19.1,12.4
2000/1/8,12.6,14.6,11.0
2000/1/9,11.9,13.5,10.3
2000/1/10,14.4,18.3,10.2
2000/1/11,11.8,13.0,9.1
2000/1/12,12.7,15.3,11.0
2000/1/13,15.1,18.4,12.2
2000/1/14,13.9,15.8,12.2
2000/1/15,12.1,14.1,11.1
2000/1/16,12.5,13.7,11.8
2000/1/17,10.6,13.0,9.4
2000/1/18,10.8,11.9,9.3
2000/1/19,11.1,12.7,8.8
2000/1/20,8.6,12.0,6.0
2000/1/21,6.6,7.6,5.6
2000/1/22,6.5,10.2,0.3
2000/1/23,13.3,16.1,7.6
2000/1/24,14.4,16.1,13.0
2000/1/25,9.9,14.1,6.8
2000/1/26,6.3,8.9,4.1
2000/1/27,5.0,6.6,1.8
2000/1/28,5.4,8.2,0.8
2000/1/29,7.0,11.7,-0.1
2000/1/30,11.7,14.2,10.2
2000/1/31,8.9,10.4,7.1
2000/2/1,7.8,9.2,6.3
2000/2/2,9.1,10.7,6.5
2000/2/3,10.3,11.7,5.0
2000/2/4,9.6,11.2,5.4
2000/2/5,8.6,11.5,4.9
2000/2/6,10.9,15.5,5.0
2000/2/7,11.3,13.9,9.0
2000/2/8,9.3,12.2,4.6
2000/2/9,7.5,9.7,5.8
2000/2/10,7.3,8.9,5.5
2000/2/11,9.7,11.2,7.3
2000/2/12,10.8,12.0,9.4
2000/2/13,10.4,12.9,6.4
2000/2/14,10.9,12.2,8.6
2000/2/15,9.2,12.9,3.7
2000/2/16,5.3,6.7,3.3
2000/2/17,6.5,7.8,4.8
2000/2/18,7.1,8.3,5.8
2000/2/19,8.1,10.8,5.6
2000/2/20,9.3,11.5,7.1
2000/2/21,8.5,10.2,6.5
2000/2/22,7.4,8.8,6.0
2000/2/23,8.6,10.7,5.2
2000/2/24,9.5,11.2,5.1
2000/2/25,4.8,6.6,2.3
2000/2/26,6.9,9.9,5.0
2000/2/27,8.8,10.2,7.1
2000/2/28,8.9,11.9,3.5
2000/2/29,6.2,8.5,2.1
2000/3/1,5.7,10.1,1.5
2000/3/2,11.5,13.5,3.8
2000/3/3,11.8,15.5,6.7
2000/3/4,14.4,18.5,7.9
2000/3/5,14.7,16.0,11.7
2000/3/6,12.5,14.7,7.9
2000/3/7,13.0,15.1,10.1
2000/3/8,8.9,10.9,6.7
2000/3/9,8.0,10.0,6.2
2000/3/10,8.6,10.2,6.5
2000/3/11,9.8,12.1,8.0
2000/3/12,8.0,10.1,4.6
2000/3/13,11.9,13.7,6.8
2000/3/14,10.1,13.3,3.8
2000/3/15,9.9,13.9,6.6
2000/3/16,12.9,18.6,7.2
2000/3/17,11.0,13.7,7.0
2000/3/18,11.2,15.6,4.9
2000/3/19,12.9,15.9,7.6
2000/3/20,11.9,15.0,7.6
2000/3/21,11.0,14.0,6.7
2000/3/22,11.0,13.7,6.5
2000/3/23,13.0,17.5,6.6
2000/3/24,13.0,16.3,9.7
2000/3/25,9.8,10.9,8.3
2000/3/26,10.0,11.8,8.1
2000/3/27,12.1,14.3,9.1
2000/3/28,15.2,18.9,12.2
2000/3/29,14.1,17.0,11.5
2000/3/30,12.8,13.7,11.0
2000/3/31,14.6,17.3,12.6
