ダウンロードした時刻：2019/10/10 16:09:54

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,12.2,15.7,8.5
1982/12/2,10.9,15.9,5.8
1982/12/3,10.7,15.6,6.5
1982/12/4,9.3,15.0,4.5
1982/12/5,8.7,10.9,6.3
1982/12/6,5.5,8.8,1.6
1982/12/7,5.2,10.3,-0.3
1982/12/8,7.6,12.3,4.1
1982/12/9,8.1,13.0,3.3
1982/12/10,9.2,14.3,3.9
1982/12/11,12.1,16.1,7.9
1982/12/12,6.6,12.0,1.6
1982/12/13,4.7,9.8,0.0
1982/12/14,6.7,10.5,2.2
1982/12/15,7.1,11.0,3.5
1982/12/16,7.8,11.3,3.2
1982/12/17,6.6,11.0,2.8
1982/12/18,3.4,7.4,0.6
1982/12/19,3.7,9.3,-1.9
1982/12/20,5.4,11.4,-0.2
1982/12/21,6.0,10.6,0.9
1982/12/22,7.3,9.3,5.4
1982/12/23,8.4,11.9,5.1
1982/12/24,9.2,13.2,3.7
1982/12/25,10.3,13.0,8.3
1982/12/26,6.8,8.7,5.2
1982/12/27,6.5,9.7,4.2
1982/12/28,5.1,10.3,0.6
1982/12/29,5.8,11.6,0.4
1982/12/30,7.7,13.6,4.7
1982/12/31,5.3,9.3,0.5
1983/1/1,5.6,9.7,0.5
1983/1/2,6.1,9.3,1.6
1983/1/3,5.9,9.4,2.2
1983/1/4,5.3,9.4,1.5
1983/1/5,7.2,9.4,3.3
1983/1/6,9.9,13.4,7.5
1983/1/7,8.6,12.7,4.1
1983/1/8,8.7,13.0,4.8
1983/1/9,4.7,8.4,1.8
1983/1/10,2.0,4.9,0.0
1983/1/11,3.5,7.7,-0.6
1983/1/12,5.1,9.9,1.9
1983/1/13,4.5,8.5,1.7
1983/1/14,4.9,9.3,0.2
1983/1/15,5.3,8.1,1.1
1983/1/16,5.3,11.0,0.3
1983/1/17,5.1,9.9,0.7
1983/1/18,6.9,10.9,4.8
1983/1/19,4.1,9.0,1.1
1983/1/20,1.4,5.3,-1.0
1983/1/21,0.9,5.2,-1.9
1983/1/22,0.4,4.7,-2.8
1983/1/23,1.8,6.2,-4.1
1983/1/24,5.9,10.5,2.2
1983/1/25,4.4,9.9,-0.8
1983/1/26,5.8,12.4,-0.1
1983/1/27,5.9,11.8,0.4
1983/1/28,7.4,13.3,1.7
1983/1/29,8.0,14.0,1.0
1983/1/30,7.6,15.0,4.6
1983/1/31,5.0,8.5,1.8
1983/2/1,5.4,10.6,-0.8
1983/2/2,8.8,10.7,7.5
1983/2/3,6.6,9.3,2.8
1983/2/4,4.6,9.0,0.8
1983/2/5,5.4,11.7,-0.5
1983/2/6,7.9,13.7,1.7
1983/2/7,6.8,11.0,2.4
1983/2/8,5.0,8.1,1.2
1983/2/9,5.1,7.6,1.9
1983/2/10,2.6,5.2,-0.8
1983/2/11,3.2,8.6,-1.7
1983/2/12,1.9,5.1,-1.2
1983/2/13,0.3,4.3,-2.1
1983/2/14,1.4,7.3,-4.7
1983/2/15,6.1,12.8,0.1
1983/2/16,5.5,9.7,-0.4
1983/2/17,6.1,9.2,3.8
1983/2/18,3.5,8.5,-0.3
1983/2/19,1.8,6.3,-1.6
1983/2/20,1.4,6.2,-2.3
1983/2/21,1.9,7.4,-3.7
1983/2/22,3.1,8.8,-3.2
1983/2/23,4.7,10.5,-1.8
1983/2/24,6.1,10.9,2.8
1983/2/25,5.7,10.3,1.1
1983/2/26,5.3,9.6,2.2
1983/2/27,4.9,10.9,-0.8
1983/2/28,5.9,12.7,-0.8
1983/3/1,5.8,10.0,0.7
1983/3/2,11.7,15.9,7.2
1983/3/3,10.2,13.5,7.1
1983/3/4,7.6,12.3,4.3
1983/3/5,4.5,7.9,0.8
1983/3/6,4.5,11.1,-0.7
1983/3/7,4.3,9.9,0.5
1983/3/8,3.6,7.7,-0.3
1983/3/9,4.9,9.5,-1.4
1983/3/10,6.3,7.9,4.2
1983/3/11,8.9,14.9,3.5
1983/3/12,9.1,13.0,3.5
1983/3/13,9.6,13.5,5.9
1983/3/14,5.1,8.2,2.4
1983/3/15,6.5,12.2,-0.3
1983/3/16,6.9,7.8,5.7
1983/3/17,7.2,11.9,3.6
1983/3/18,5.1,9.1,2.4
1983/3/19,6.5,13.3,-0.3
1983/3/20,9.3,15.0,2.1
1983/3/21,11.7,14.6,8.5
1983/3/22,12.6,17.9,6.8
1983/3/23,13.2,14.8,12.1
1983/3/24,11.3,14.3,7.2
1983/3/25,8.5,13.0,4.3
1983/3/26,7.8,11.3,2.5
1983/3/27,10.8,14.8,6.9
1983/3/28,12.1,16.2,9.2
1983/3/29,10.9,13.3,8.0
1983/3/30,11.6,14.0,10.1
1983/3/31,12.1,14.9,9.2
