ダウンロードした時刻：2019/10/10 15:34:46

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,2.7,4.9,-0.2
2005/12/2,0.7,4.2,-3.3
2005/12/3,-3.0,-0.8,-4.1
2005/12/4,1.0,3.7,-3.2
2005/12/5,4.4,6.7,2.0
2005/12/6,1.5,5.2,-2.4
2005/12/7,0.9,5.5,-4.4
2005/12/8,1.7,3.8,-1.7
2005/12/9,1.5,5.8,-1.3
2005/12/10,-4.0,-0.4,-6.5
2005/12/11,-1.7,2.1,-6.0
2005/12/12,-2.9,0.6,-6.7
2005/12/13,-5.9,-2.4,-10.1
2005/12/14,-5.1,-1.1,-10.1
2005/12/15,-5.3,-1.5,-11.4
2005/12/16,-2.5,1.4,-6.2
2005/12/17,-2.5,0.4,-5.2
2005/12/18,-6.6,-3.3,-9.2
2005/12/19,-2.5,2.6,-9.7
2005/12/20,-0.3,4.0,-5.7
2005/12/21,-0.5,2.2,-3.1
2005/12/22,0.2,3.2,-4.8
2005/12/23,-2.5,2.9,-6.9
2005/12/24,-1.2,2.3,-4.5
2005/12/25,-1.0,2.4,-4.2
2005/12/26,-1.9,1.2,-4.9
2005/12/27,-4.7,-1.9,-8.5
2005/12/28,-5.2,-2.0,-11.2
2005/12/29,-6.9,-1.7,-12.7
2005/12/30,-4.6,-1.5,-8.9
2005/12/31,-3.3,0.1,-7.7
2006/1/1,-1.3,0.7,-5.4
2006/1/2,1.2,5.3,-2.5
2006/1/3,-1.4,0.0,-2.0
2006/1/4,-0.7,2.3,-2.9
2006/1/5,-4.7,-1.0,-7.9
2006/1/6,-6.6,-3.1,-9.5
2006/1/7,-6.3,-1.8,-9.4
2006/1/8,-6.3,-2.6,-9.1
2006/1/9,-6.2,-1.7,-10.4
2006/1/10,-2.4,1.0,-7.6
2006/1/11,-3.1,-0.5,-6.0
2006/1/12,-5.5,-2.6,-9.5
2006/1/13,-4.6,0.5,-11.1
2006/1/14,0.6,3.0,-2.5
2006/1/15,-0.1,4.2,-4.6
2006/1/16,-0.6,3.1,-4.9
2006/1/17,-5.1,-1.7,-7.7
2006/1/18,-5.8,-4.1,-7.1
2006/1/19,-6.9,-4.3,-9.5
2006/1/20,-5.9,-2.8,-10.8
2006/1/21,-5.4,-3.4,-7.4
2006/1/22,-8.4,-5.6,-11.8
2006/1/23,-6.7,-2.8,-11.3
2006/1/24,-4.5,0.5,-11.7
2006/1/25,-2.7,-1.2,-5.1
2006/1/26,-3.3,-0.7,-7.0
2006/1/27,-3.0,0.1,-7.1
2006/1/28,-1.4,2.4,-6.6
2006/1/29,-1.8,1.8,-7.8
2006/1/30,-0.2,3.9,-3.9
2006/1/31,-3.8,-0.2,-8.3
2006/2/1,-4.9,-1.9,-8.7
2006/2/2,-5.8,-3.0,-8.3
2006/2/3,-8.8,-6.9,-12.4
2006/2/4,-5.3,-0.5,-10.4
2006/2/5,-6.7,-2.7,-11.3
2006/2/6,-4.8,-1.7,-7.7
2006/2/7,-3.0,-0.4,-7.4
2006/2/8,-2.2,0.8,-4.4
2006/2/9,-6.0,-3.3,-8.1
2006/2/10,-0.7,2.6,-4.7
2006/2/11,-5.8,-2.6,-8.7
2006/2/12,-7.6,-4.5,-11.6
2006/2/13,1.3,4.3,-4.7
2006/2/14,3.2,6.2,-0.7
2006/2/15,1.9,4.7,-3.0
2006/2/16,-1.1,2.2,-5.6
2006/2/17,-5.4,1.4,-7.8
2006/2/18,-3.0,-0.5,-6.3
2006/2/19,1.3,5.0,-3.3
2006/2/20,2.0,7.2,-4.0
2006/2/21,2.8,7.8,-0.2
2006/2/22,3.0,6.4,-0.6
2006/2/23,0.0,3.7,-5.3
2006/2/24,-2.2,1.0,-5.7
2006/2/25,-0.9,2.7,-5.8
2006/2/26,4.5,7.6,1.2
2006/2/27,-3.5,2.9,-5.6
2006/2/28,-2.5,-0.7,-4.9
2006/3/1,-0.9,0.9,-3.9
2006/3/2,0.5,3.8,-1.7
2006/3/3,-1.5,3.1,-4.5
2006/3/4,1.0,3.9,-4.4
2006/3/5,3.6,7.5,-2.2
2006/3/6,1.8,7.3,-3.6
2006/3/7,-0.2,3.0,-4.6
2006/3/8,1.0,3.6,-1.4
2006/3/9,-0.6,3.0,-4.0
2006/3/10,2.2,8.7,-4.8
2006/3/11,4.7,8.3,0.1
2006/3/12,-1.0,2.3,-5.6
2006/3/13,-5.6,-3.6,-6.6
2006/3/14,-3.7,-0.3,-6.5
2006/3/15,3.0,7.8,-3.9
2006/3/16,5.5,8.5,2.5
2006/3/17,6.0,11.3,0.0
2006/3/18,4.6,9.4,-0.8
2006/3/19,2.5,7.4,-2.4
2006/3/20,0.2,2.7,-2.6
2006/3/21,2.0,4.7,-0.2
2006/3/22,4.1,8.9,-0.3
2006/3/23,3.2,7.0,-1.2
2006/3/24,2.2,3.6,0.3
2006/3/25,3.8,7.2,-0.9
2006/3/26,4.1,10.5,2.1
2006/3/27,2.4,6.3,-0.9
2006/3/28,6.0,12.1,-1.2
2006/3/29,2.8,7.4,-0.4
2006/3/30,1.5,4.2,-0.6
2006/3/31,3.0,6.8,1.1
