ダウンロードした時刻：2019/10/10 15:49:47

,松本,松本,松本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,8.1,15.8,2.0
1998/12/2,3.8,7.4,0.9
1998/12/3,1.9,4.1,0.2
1998/12/4,4.5,11.6,-1.7
1998/12/5,3.2,4.4,0.8
1998/12/6,4.7,8.8,2.8
1998/12/7,6.2,13.2,0.2
1998/12/8,7.5,11.5,1.3
1998/12/9,2.8,9.3,-2.0
1998/12/10,0.8,7.1,-3.2
1998/12/11,2.9,9.5,-2.9
1998/12/12,0.6,5.9,-2.9
1998/12/13,2.4,11.3,-5.9
1998/12/14,7.7,14.9,0.9
1998/12/15,6.4,11.0,2.9
1998/12/16,6.5,13.4,0.4
1998/12/17,5.1,12.5,0.9
1998/12/18,3.0,10.2,-1.4
1998/12/19,5.9,15.3,-3.5
1998/12/20,3.2,10.0,-3.1
1998/12/21,-0.6,5.7,-5.1
1998/12/22,3.0,13.3,-5.8
1998/12/23,2.7,8.7,-1.9
1998/12/24,1.5,5.8,-1.3
1998/12/25,0.1,6.6,-4.9
1998/12/26,1.0,6.7,-3.0
1998/12/27,-0.4,5.8,-4.7
1998/12/28,0.4,9.5,-6.1
1998/12/29,4.2,11.4,-4.6
1998/12/30,2.8,8.3,-1.7
1998/12/31,-0.7,2.3,-3.1
1999/1/1,-2.0,4.5,-6.0
1999/1/2,-0.8,6.8,-7.8
1999/1/3,-0.2,5.2,-5.1
1999/1/4,-2.3,5.7,-7.9
1999/1/5,-2.0,5.8,-7.6
1999/1/6,1.0,9.3,-7.2
1999/1/7,4.1,9.0,-2.4
1999/1/8,-3.6,0.4,-5.3
1999/1/9,-4.4,0.1,-7.7
1999/1/10,-3.0,1.6,-8.0
1999/1/11,-1.7,4.6,-6.5
1999/1/12,-2.5,4.7,-7.7
1999/1/13,-2.6,4.0,-7.6
1999/1/14,-0.7,5.5,-4.1
1999/1/15,-2.0,0.9,-5.3
1999/1/16,1.2,8.1,-4.8
1999/1/17,-1.8,3.8,-6.3
1999/1/18,0.8,10.2,-7.4
1999/1/19,-0.9,3.6,-5.1
1999/1/20,2.2,11.2,-3.0
1999/1/21,-1.1,3.0,-5.6
1999/1/22,-1.0,8.2,-8.0
1999/1/23,2.5,11.2,-4.2
1999/1/24,2.2,4.8,0.3
1999/1/25,5.1,11.7,0.6
1999/1/26,2.2,11.1,-2.3
1999/1/27,1.2,7.2,-5.7
1999/1/28,5.4,10.8,-0.2
1999/1/29,0.0,3.8,-2.8
1999/1/30,-1.7,3.6,-5.6
1999/1/31,0.5,9.2,-6.8
1999/2/1,1.3,8.5,-3.7
1999/2/2,0.6,7.9,-2.3
1999/2/3,-3.7,0.0,-7.0
1999/2/4,-4.5,2.6,-9.5
1999/2/5,-1.9,5.0,-10.1
1999/2/6,-1.4,5.7,-5.6
1999/2/7,-0.5,9.8,-8.7
1999/2/8,0.4,9.3,-5.9
1999/2/9,2.0,10.1,-6.5
1999/2/10,1.7,5.6,-2.7
1999/2/11,-1.2,0.1,-2.9
1999/2/12,-1.3,3.9,-4.7
1999/2/13,-3.8,1.2,-7.5
1999/2/14,-3.9,4.5,-10.8
1999/2/15,-1.9,6.0,-8.7
1999/2/16,0.8,11.0,-7.1
1999/2/17,5.7,15.0,-3.6
1999/2/18,5.9,11.1,1.2
1999/2/19,-0.3,2.5,-4.5
1999/2/20,-0.5,4.9,-7.1
1999/2/21,-2.0,4.1,-6.2
1999/2/22,-0.7,7.5,-8.4
1999/2/23,1.6,9.5,-5.1
1999/2/24,0.0,3.7,-3.2
1999/2/25,2.5,8.4,-1.9
1999/2/26,5.2,13.9,-4.3
1999/2/27,4.9,13.5,-2.8
1999/2/28,0.0,7.9,-6.2
1999/3/1,3.6,14.0,-5.2
1999/3/2,5.7,13.6,-1.4
1999/3/3,6.3,15.2,-1.1
1999/3/4,7.6,15.8,-1.1
1999/3/5,8.8,16.6,-1.1
1999/3/6,5.0,9.6,0.3
1999/3/7,3.3,9.7,1.4
1999/3/8,2.9,7.1,0.1
1999/3/9,0.8,2.6,-0.5
1999/3/10,3.3,9.0,0.6
1999/3/11,2.1,4.7,-0.7
1999/3/12,0.1,3.8,-3.0
1999/3/13,4.6,15.4,-4.5
1999/3/14,9.7,19.8,-0.5
1999/3/15,10.3,13.5,8.8
1999/3/16,8.9,14.5,2.8
1999/3/17,9.4,20.0,-0.6
1999/3/18,14.3,20.9,9.8
1999/3/19,10.9,13.3,4.3
1999/3/20,0.7,4.4,-2.3
1999/3/21,0.0,4.3,-3.3
1999/3/22,-0.1,3.1,-4.9
1999/3/23,-0.6,6.7,-7.5
1999/3/24,7.6,17.1,-3.0
1999/3/25,12.2,20.3,5.3
1999/3/26,13.2,22.2,6.6
1999/3/27,6.2,11.0,0.4
1999/3/28,4.2,12.2,-1.5
1999/3/29,0.2,5.6,-3.2
1999/3/30,1.3,5.9,-4.3
1999/3/31,3.3,8.6,0.2
