ダウンロードした時刻：2019/10/10 16:20:25

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,11.6,14.2,7.2
1985/12/2,9.2,14.4,4.3
1985/12/3,8.4,13.3,3.7
1985/12/4,12.3,15.1,7.6
1985/12/5,11.4,18.4,8.2
1985/12/6,10.2,12.4,8.2
1985/12/7,11.2,15.4,7.7
1985/12/8,9.7,14.0,5.8
1985/12/9,4.1,5.9,2.4
1985/12/10,4.2,6.5,1.6
1985/12/11,5.5,7.6,3.5
1985/12/12,5.2,6.4,4.3
1985/12/13,6.4,8.0,4.8
1985/12/14,6.2,7.6,2.6
1985/12/15,2.8,4.0,0.4
1985/12/16,2.8,4.7,1.0
1985/12/17,1.2,4.7,-1.6
1985/12/18,4.1,7.1,-0.6
1985/12/19,5.9,8.2,3.0
1985/12/20,4.5,7.6,1.9
1985/12/21,7.5,12.2,1.4
1985/12/22,8.4,10.5,6.6
1985/12/23,6.8,8.5,4.2
1985/12/24,4.6,8.9,1.3
1985/12/25,6.6,11.5,1.6
1985/12/26,7.2,12.2,3.6
1985/12/27,7.5,12.6,2.3
1985/12/28,7.7,13.2,3.5
1985/12/29,10.6,13.7,5.5
1985/12/30,13.9,18.4,10.5
1985/12/31,8.4,10.5,6.0
1986/1/1,5.0,6.1,3.7
1986/1/2,2.4,4.8,-0.4
1986/1/3,5.8,10.0,-0.7
1986/1/4,4.1,10.3,0.2
1986/1/5,-0.1,1.9,-2.2
1986/1/6,2.5,5.1,0.1
1986/1/7,4.4,6.2,3.0
1986/1/8,4.6,9.0,1.7
1986/1/9,3.5,4.9,1.2
1986/1/10,3.1,4.6,1.6
1986/1/11,2.9,4.5,0.8
1986/1/12,2.6,8.2,-0.9
1986/1/13,5.0,8.9,1.2
1986/1/14,4.2,9.5,-0.3
1986/1/15,6.1,9.5,2.3
1986/1/16,7.8,11.0,5.5
1986/1/17,7.2,12.4,2.8
1986/1/18,7.0,9.7,5.8
1986/1/19,7.7,10.4,5.7
1986/1/20,7.1,13.5,2.2
1986/1/21,6.6,10.7,2.6
1986/1/22,4.4,6.8,3.1
1986/1/23,6.1,8.5,4.2
1986/1/24,5.6,8.6,1.6
1986/1/25,4.0,6.0,1.2
1986/1/26,3.9,5.8,1.9
1986/1/27,3.5,5.3,1.9
1986/1/28,5.0,8.7,2.5
1986/1/29,6.7,12.0,2.2
1986/1/30,7.7,11.5,4.7
1986/1/31,7.3,11.4,5.0
1986/2/1,5.1,8.2,3.0
1986/2/2,4.8,9.2,1.8
1986/2/3,3.9,7.6,1.4
1986/2/4,2.5,4.8,1.4
1986/2/5,3.5,5.9,0.4
1986/2/6,3.0,3.8,2.0
1986/2/7,3.1,4.8,2.0
1986/2/8,2.9,4.9,0.7
1986/2/9,4.2,6.9,2.1
1986/2/10,4.7,9.3,0.5
1986/2/11,4.7,8.2,0.7
1986/2/12,5.0,9.5,0.9
1986/2/13,7.7,11.9,1.6
1986/2/14,11.3,15.8,9.6
1986/2/15,6.6,10.1,2.7
1986/2/16,4.3,8.6,1.2
1986/2/17,6.1,10.4,2.0
1986/2/18,10.5,14.4,6.9
1986/2/19,7.7,11.4,5.1
1986/2/20,5.5,9.7,2.0
1986/2/21,4.5,7.2,2.0
1986/2/22,5.6,8.8,0.9
1986/2/23,6.5,9.7,2.5
1986/2/24,3.4,5.9,0.1
1986/2/25,3.8,9.4,-0.9
1986/2/26,5.7,9.0,1.0
1986/2/27,2.0,5.4,0.1
1986/2/28,3.9,7.2,0.6
1986/3/1,2.9,6.0,1.3
1986/3/2,2.7,5.3,-0.4
1986/3/3,6.2,10.1,2.8
1986/3/4,7.8,12.7,0.8
1986/3/5,12.1,15.5,7.0
1986/3/6,9.1,15.1,4.7
1986/3/7,9.1,16.0,3.1
1986/3/8,10.8,17.5,4.3
1986/3/9,15.1,19.2,8.9
1986/3/10,10.5,15.4,8.1
1986/3/11,8.9,11.9,6.5
1986/3/12,9.5,13.8,4.9
1986/3/13,12.0,17.9,6.6
1986/3/14,13.4,18.3,10.8
1986/3/15,12.3,15.2,10.1
1986/3/16,9.7,12.8,6.4
1986/3/17,8.6,13.0,4.5
1986/3/18,11.5,14.3,8.8
1986/3/19,10.0,12.7,8.3
1986/3/20,9.7,14.1,7.6
1986/3/21,11.1,16.3,7.1
1986/3/22,8.0,9.9,6.1
1986/3/23,7.9,10.8,5.3
1986/3/24,7.9,13.2,2.7
1986/3/25,8.9,14.3,3.4
1986/3/26,9.8,14.4,5.7
1986/3/27,10.8,14.4,8.8
1986/3/28,12.1,14.4,11.1
1986/3/29,13.0,17.8,9.7
1986/3/30,12.3,16.1,9.2
1986/3/31,11.3,16.0,8.2
