ダウンロードした時刻：2019/10/10 16:12:57

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,8.4,13.5,5.0
1988/12/2,8.4,13.6,4.1
1988/12/3,8.9,15.3,3.0
1988/12/4,9.2,11.4,7.8
1988/12/5,7.4,10.3,5.5
1988/12/6,6.9,11.4,2.9
1988/12/7,7.2,14.9,1.2
1988/12/8,8.9,16.3,2.6
1988/12/9,9.1,17.2,6.3
1988/12/10,6.8,9.1,4.0
1988/12/11,6.4,11.6,3.0
1988/12/12,6.7,13.5,1.7
1988/12/13,7.0,13.7,2.0
1988/12/14,9.0,16.1,2.3
1988/12/15,5.1,7.5,2.8
1988/12/16,3.7,5.7,0.4
1988/12/17,6.6,8.7,4.2
1988/12/18,6.6,11.4,2.8
1988/12/19,9.9,14.3,4.1
1988/12/20,10.7,15.0,8.0
1988/12/21,10.2,13.6,6.8
1988/12/22,7.3,10.1,4.7
1988/12/23,6.1,11.8,1.7
1988/12/24,7.7,12.9,2.3
1988/12/25,7.1,10.4,4.9
1988/12/26,6.4,9.8,4.4
1988/12/27,6.4,11.8,0.9
1988/12/28,6.7,9.8,3.9
1988/12/29,5.4,8.0,3.9
1988/12/30,5.8,10.2,1.0
1988/12/31,6.7,11.5,1.4
1989/1/1,8.3,11.8,6.4
1989/1/2,6.1,11.2,1.9
1989/1/3,7.4,12.0,1.6
1989/1/4,6.5,8.7,3.8
1989/1/5,4.8,9.2,0.9
1989/1/6,5.5,10.8,0.1
1989/1/7,10.2,14.7,4.6
1989/1/8,15.1,18.4,10.6
1989/1/9,12.0,13.5,11.1
1989/1/10,11.9,14.7,9.3
1989/1/11,9.9,12.3,6.0
1989/1/12,9.6,11.6,6.3
1989/1/13,6.6,9.5,5.1
1989/1/14,6.7,9.0,4.7
1989/1/15,5.0,8.1,1.6
1989/1/16,4.7,10.5,0.3
1989/1/17,7.0,12.9,2.3
1989/1/18,8.2,16.4,2.7
1989/1/19,17.8,20.7,15.6
1989/1/20,15.6,19.8,11.4
1989/1/21,9.8,12.5,7.3
1989/1/22,7.7,9.6,5.7
1989/1/23,8.3,11.4,4.8
1989/1/24,7.6,10.9,3.7
1989/1/25,6.0,11.6,1.2
1989/1/26,5.6,7.2,3.4
1989/1/27,4.7,9.1,2.4
1989/1/28,3.0,6.3,1.3
1989/1/29,3.3,6.4,1.1
1989/1/30,5.2,11.0,-0.6
1989/1/31,8.1,14.4,1.1
1989/2/1,7.6,10.5,4.5
1989/2/2,4.7,7.6,3.3
1989/2/3,4.5,7.6,2.5
1989/2/4,4.0,8.4,-0.1
1989/2/5,5.2,11.0,-0.1
1989/2/6,5.4,10.4,0.6
1989/2/7,7.2,12.2,2.7
1989/2/8,8.5,12.5,4.5
1989/2/9,10.4,14.6,8.5
1989/2/10,5.7,8.7,3.3
1989/2/11,5.0,8.1,2.3
1989/2/12,5.5,9.6,1.3
1989/2/13,5.1,9.5,0.6
1989/2/14,6.8,10.7,3.2
1989/2/15,9.7,16.7,0.8
1989/2/16,15.4,17.3,11.4
1989/2/17,11.7,17.6,9.6
1989/2/18,8.7,12.2,7.1
1989/2/19,7.4,11.3,4.3
1989/2/20,6.8,12.1,1.9
1989/2/21,8.7,10.5,7.5
1989/2/22,7.8,11.5,5.6
1989/2/23,5.7,7.6,4.2
1989/2/24,7.7,9.3,5.3
1989/2/25,12.5,19.9,8.7
1989/2/26,7.8,11.9,4.4
1989/2/27,7.0,14.2,0.7
1989/2/28,12.4,19.4,6.6
1989/3/1,10.3,13.9,5.3
1989/3/2,9.0,15.6,1.7
1989/3/3,13.9,18.4,6.9
1989/3/4,15.1,20.7,8.4
1989/3/5,8.3,11.5,5.8
1989/3/6,7.6,12.3,2.4
1989/3/7,7.1,10.7,4.1
1989/3/8,5.8,9.5,2.7
1989/3/9,5.2,10.1,0.0
1989/3/10,6.5,12.4,1.0
1989/3/11,7.9,14.0,1.3
1989/3/12,10.4,16.5,3.2
1989/3/13,10.8,13.5,8.5
1989/3/14,13.5,18.0,10.2
1989/3/15,10.8,16.0,6.1
1989/3/16,9.3,13.2,5.9
1989/3/17,7.5,10.2,5.3
1989/3/18,7.6,11.9,4.4
1989/3/19,8.2,13.4,2.8
1989/3/20,7.9,12.1,2.8
1989/3/21,8.9,13.4,6.4
1989/3/22,8.4,11.8,6.4
1989/3/23,9.3,13.9,4.8
1989/3/24,11.6,15.6,7.5
1989/3/25,11.1,14.3,8.2
1989/3/26,8.9,12.3,5.3
1989/3/27,7.5,10.5,5.3
1989/3/28,9.7,14.5,6.7
1989/3/29,10.5,14.9,4.9
1989/3/30,12.3,17.2,4.8
1989/3/31,13.6,16.8,10.5
