ダウンロードした時刻：2019/10/10 15:54:09

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,8.7,12.5,3.9
1999/12/2,10.4,14.3,8.7
1999/12/3,8.3,12.1,3.7
1999/12/4,7.2,13.4,1.3
1999/12/5,10.0,14.2,7.0
1999/12/6,11.0,16.6,7.3
1999/12/7,6.7,10.5,3.4
1999/12/8,6.9,13.2,1.8
1999/12/9,7.4,12.1,3.0
1999/12/10,8.5,14.4,4.0
1999/12/11,7.7,13.6,3.9
1999/12/12,7.0,11.4,2.6
1999/12/13,8.1,12.2,5.3
1999/12/14,7.7,10.8,5.5
1999/12/15,6.3,11.0,2.7
1999/12/16,6.5,12.6,1.8
1999/12/17,8.1,12.8,3.2
1999/12/18,7.1,11.3,4.9
1999/12/19,4.8,8.0,2.5
1999/12/20,3.2,8.5,-1.2
1999/12/21,2.7,6.8,-0.7
1999/12/22,3.9,8.9,-0.1
1999/12/23,4.2,10.4,-0.7
1999/12/24,5.1,11.1,-0.8
1999/12/25,6.3,12.0,2.5
1999/12/26,5.2,10.1,2.2
1999/12/27,5.3,10.8,0.4
1999/12/28,5.1,11.5,-0.9
1999/12/29,6.8,13.2,1.4
1999/12/30,7.4,14.5,1.9
1999/12/31,7.7,14.8,2.0
2000/1/1,7.3,12.6,3.5
2000/1/2,6.4,10.7,1.5
2000/1/3,9.0,15.7,6.0
2000/1/4,8.1,13.2,4.4
2000/1/5,6.6,12.1,1.6
2000/1/6,9.0,10.9,7.0
2000/1/7,10.0,14.7,4.9
2000/1/8,5.8,9.9,2.8
2000/1/9,5.9,9.9,0.8
2000/1/10,8.9,15.7,5.8
2000/1/11,6.8,11.1,3.7
2000/1/12,6.5,10.3,3.8
2000/1/13,9.7,11.6,7.0
2000/1/14,9.9,13.6,6.5
2000/1/15,7.7,13.5,2.9
2000/1/16,7.2,10.1,4.5
2000/1/17,9.0,13.8,6.0
2000/1/18,7.7,13.3,3.5
2000/1/19,6.6,12.6,0.4
2000/1/20,4.4,7.8,0.0
2000/1/21,1.0,5.0,-0.8
2000/1/22,2.2,7.8,-2.5
2000/1/23,3.0,4.9,0.8
2000/1/24,7.3,12.5,3.9
2000/1/25,5.7,10.4,1.0
2000/1/26,2.3,7.4,-1.0
2000/1/27,1.5,7.1,-1.6
2000/1/28,2.9,9.3,-2.7
2000/1/29,4.2,11.3,-1.9
2000/1/30,3.9,8.8,0.0
2000/1/31,4.0,9.8,0.9
2000/2/1,3.0,8.7,-1.4
2000/2/2,4.3,10.0,0.4
2000/2/3,5.0,11.8,-0.6
2000/2/4,4.4,8.9,1.2
2000/2/5,4.9,11.6,-0.6
2000/2/6,4.0,5.1,1.8
2000/2/7,6.1,10.2,3.2
2000/2/8,2.8,9.3,-2.0
2000/2/9,1.7,6.2,-1.6
2000/2/10,2.7,8.9,-2.7
2000/2/11,4.2,10.3,-1.5
2000/2/12,7.4,12.4,2.8
2000/2/13,7.8,13.5,3.6
2000/2/14,7.1,12.5,2.9
2000/2/15,3.9,8.3,-1.1
2000/2/16,-0.9,0.8,-2.3
2000/2/17,0.5,5.0,-3.9
2000/2/18,2.0,6.6,-0.2
2000/2/19,2.5,5.2,-1.1
2000/2/20,5.0,10.7,1.3
2000/2/21,3.4,7.5,1.0
2000/2/22,2.9,8.2,-0.9
2000/2/23,4.0,9.5,-1.2
2000/2/24,3.4,8.3,-0.1
2000/2/25,1.8,7.3,-2.3
2000/2/26,0.9,4.9,-1.3
2000/2/27,2.5,7.4,-0.4
2000/2/28,2.8,9.1,-1.8
2000/2/29,1.6,7.5,-2.0
2000/3/1,3.4,10.2,-2.6
2000/3/2,6.3,14.1,-1.5
2000/3/3,9.5,17.0,2.1
2000/3/4,7.7,10.5,6.9
2000/3/5,9.9,15.7,5.3
2000/3/6,9.2,16.7,2.2
2000/3/7,7.2,13.4,3.4
2000/3/8,3.2,10.1,0.4
2000/3/9,3.1,8.1,-0.3
2000/3/10,3.6,9.6,-0.8
2000/3/11,4.5,8.6,1.2
2000/3/12,7.6,14.3,3.0
2000/3/13,6.5,13.0,1.9
2000/3/14,6.2,13.3,0.5
2000/3/15,8.1,14.7,1.7
2000/3/16,8.6,12.6,6.6
2000/3/17,7.0,11.5,3.2
2000/3/18,8.5,16.2,0.4
2000/3/19,10.0,15.3,5.9
2000/3/20,8.3,13.3,4.1
2000/3/21,8.3,15.4,1.6
2000/3/22,9.0,14.0,4.7
2000/3/23,9.9,16.2,2.7
2000/3/24,8.8,14.5,4.1
2000/3/25,5.1,10.0,2.6
2000/3/26,4.8,10.1,1.7
2000/3/27,8.9,16.7,1.6
2000/3/28,11.0,14.5,6.6
2000/3/29,10.6,16.1,6.9
2000/3/30,10.8,16.7,6.2
2000/3/31,9.9,15.0,5.2
