É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:23

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1986/12/1,4.4,12.7,-3.1
1986/12/2,4.5,10.9,-1.6
1986/12/3,4.3,6.9,-1.1
1986/12/4,7.5,12.9,3.2
1986/12/5,5.0,12.5,-1.0
1986/12/6,5.3,12.9,-2.0
1986/12/7,7.6,16.0,1.4
1986/12/8,4.5,10.9,-1.9
1986/12/9,4.2,13.5,-3.1
1986/12/10,6.0,12.7,-2.8
1986/12/11,7.5,15.2,1.7
1986/12/12,5.1,12.2,-0.7
1986/12/13,7.2,13.6,-0.6
1986/12/14,9.3,11.4,6.7
1986/12/15,5.0,9.9,0.8
1986/12/16,2.8,9.9,-2.1
1986/12/17,2.7,10.3,-3.2
1986/12/18,2.8,5.1,-1.7
1986/12/19,8.1,11.4,4.3
1986/12/20,5.2,10.8,-1.9
1986/12/21,1.6,7.3,-2.7
1986/12/22,1.4,7.6,-3.4
1986/12/23,0.3,7.1,-6.0
1986/12/24,3.5,12.8,-4.2
1986/12/25,4.7,7.1,0.0
1986/12/26,4.1,11.3,-1.6
1986/12/27,2.0,6.4,-4.1
1986/12/28,0.3,1.5,-1.0
1986/12/29,-0.4,5.9,-4.5
1986/12/30,0.5,7.8,-6.1
1986/12/31,3.1,8.8,-1.7
1987/1/1,2.8,7.8,-3.1
1987/1/2,-0.4,2.6,-5.1
1987/1/3,4.9,10.4,0.3
1987/1/4,2.7,9.9,-3.0
1987/1/5,-0.6,2.8,-4.4
1987/1/6,0.8,3.8,-1.7
1987/1/7,1.2,5.3,-5.0
1987/1/8,5.4,13.0,-1.6
1987/1/9,3.5,13.0,-2.8
1987/1/10,0.1,7.6,-4.6
1987/1/11,-1.7,2.9,-6.7
1987/1/12,-0.7,2.2,-6.5
1987/1/13,1.4,6.6,-2.0
1987/1/14,0.3,6.5,-5.5
1987/1/15,2.5,10.0,-4.5
1987/1/16,4.8,10.3,-2.0
1987/1/17,6.9,16.9,-0.2
1987/1/18,3.8,9.1,-1.5
1987/1/19,0.8,8.5,-4.3
1987/1/20,-1.7,3.7,-6.8
1987/1/21,-1.6,4.9,-7.8
1987/1/22,0.3,7.5,-7.2
1987/1/23,2.9,5.5,-3.2
1987/1/24,6.4,10.7,3.0
1987/1/25,0.6,6.3,-3.8
1987/1/26,-0.8,5.0,-7.2
1987/1/27,0.9,8.2,-5.9
1987/1/28,3.0,10.8,-4.6
1987/1/29,3.4,11.5,-4.1
1987/1/30,4.2,14.2,-3.0
1987/1/31,1.1,8.7,-3.7
1987/2/1,-0.5,5.4,-6.7
1987/2/2,-0.8,0.9,-2.8
1987/2/3,1.4,3.0,0.0
1987/2/4,1.5,6.5,-3.7
1987/2/5,1.8,10.8,-6.3
1987/2/6,4.5,11.2,-3.3
1987/2/7,6.8,12.6,1.8
1987/2/8,4.9,13.3,-1.5
1987/2/9,4.2,11.7,-2.5
1987/2/10,6.7,16.2,-1.5
1987/2/11,10.1,21.0,1.1
1987/2/12,8.2,21.3,3.8
1987/2/13,3.0,4.3,1.5
1987/2/14,6.7,15.5,1.6
1987/2/15,2.9,7.8,-0.8
1987/2/16,1.3,9.2,-4.9
1987/2/17,0.5,5.0,-5.2
1987/2/18,0.2,2.2,-2.0
1987/2/19,0.7,5.6,-4.9
1987/2/20,1.0,5.8,-3.6
1987/2/21,1.5,6.0,-4.5
1987/2/22,1.9,3.0,0.8
1987/2/23,6.2,11.3,0.6
1987/2/24,6.1,13.0,2.0
1987/2/25,3.0,10.2,-1.7
1987/2/26,1.5,6.6,-2.8
1987/2/27,2.5,8.5,-1.7
1987/2/28,1.5,9.2,-6.1
1987/3/1,1.3,8.9,-4.2
1987/3/2,0.2,6.7,-6.4
1987/3/3,2.6,10.8,-5.6
1987/3/4,6.7,15.6,-2.8
1987/3/5,9.7,18.8,-0.9
1987/3/6,10.4,16.7,2.6
1987/3/7,0.8,5.0,-3.2
1987/3/8,2.3,7.1,-3.0
1987/3/9,5.8,10.8,0.9
1987/3/10,3.8,8.0,-0.2
1987/3/11,1.6,5.3,-1.2
1987/3/12,5.0,11.4,-3.0
1987/3/13,6.6,8.0,3.1
1987/3/14,10.3,12.9,7.4
1987/3/15,6.3,11.9,1.2
1987/3/16,5.1,13.3,-0.2
1987/3/17,4.3,8.1,-0.7
1987/3/18,7.6,15.4,2.4
1987/3/19,6.5,10.0,0.8
1987/3/20,9.5,18.9,4.4
1987/3/21,6.4,10.3,0.1
1987/3/22,10.9,16.7,6.8
1987/3/23,11.5,13.6,8.9
1987/3/24,13.8,16.8,11.3
1987/3/25,10.1,20.7,3.5
1987/3/26,5.5,11.1,0.3
1987/3/27,6.3,13.2,-1.1
1987/3/28,7.5,12.5,1.8
1987/3/29,9.4,13.8,5.3
1987/3/30,10.6,17.1,2.3
1987/3/31,8.5,14.6,1.1
