ダウンロードした時刻：2019/10/10 16:23:55

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,14.4,18.4,9.1
1994/12/2,14.4,18.1,10.7
1994/12/3,9.3,13.1,6.0
1994/12/4,6.4,10.5,1.6
1994/12/5,8.6,14.0,4.5
1994/12/6,6.9,14.5,0.4
1994/12/7,11.2,19.7,2.6
1994/12/8,13.3,20.5,5.7
1994/12/9,16.4,19.3,11.8
1994/12/10,14.2,19.5,10.3
1994/12/11,14.0,15.8,12.5
1994/12/12,13.7,15.9,12.3
1994/12/13,11.3,15.0,6.2
1994/12/14,6.9,11.0,2.8
1994/12/15,6.9,8.4,5.0
1994/12/16,4.2,6.7,-0.4
1994/12/17,3.0,8.1,-1.7
1994/12/18,4.3,10.9,-0.7
1994/12/19,4.9,12.2,-1.5
1994/12/20,8.2,13.4,4.3
1994/12/21,7.2,11.2,1.8
1994/12/22,5.0,12.6,
1994/12/23,7.3,16.0,-0.2
1994/12/24,8.5,12.1,3.6
1994/12/25,12.4,17.3,8.9
1994/12/26,10.4,12.4,8.9
1994/12/27,9.3,14.1,6.2
1994/12/28,7.1,12.6,2.9
1994/12/29,5.8,12.6,1.2
1994/12/30,8.7,15.7,3.0
1994/12/31,8.6,11.9,4.4
1995/1/1,5.8,11.2,1.4
1995/1/2,5.4,12.8,-0.4
1995/1/3,7.2,10.2,2.6
1995/1/4,9.3,12.2,6.8
1995/1/5,5.6,7.4,4.1
1995/1/6,5.5,8.6,3.2
1995/1/7,6.8,12.1,3.8
1995/1/8,8.8,16.4,1.4
1995/1/9,10.7,16.8,4.8
1995/1/10,6.5,9.3,4.3
1995/1/11,5.4,8.2,3.3
1995/1/12,4.5,8.8,0.5
1995/1/13,3.8,8.4,1.9
1995/1/14,2.6,6.8,-0.3
1995/1/15,2.1,8.8,-3.5
1995/1/16,4.3,10.1,-0.5
1995/1/17,4.5,10.4,-0.3
1995/1/18,5.0,11.6,-2.2
1995/1/19,6.2,10.4,1.1
1995/1/20,6.9,12.1,2.1
1995/1/21,6.1,12.2,-0.5
1995/1/22,12.3,15.8,8.0
1995/1/23,10.9,13.4,6.6
1995/1/24,5.5,7.8,2.7
1995/1/25,4.2,9.3,-0.4
1995/1/26,4.5,10.8,-0.7
1995/1/27,2.7,8.3,-1.6
1995/1/28,2.0,7.3,-2.8
1995/1/29,2.2,8.1,-1.9
1995/1/30,1.1,6.4,-2.9
1995/1/31,0.7,7.6,-5.6
1995/2/1,1.6,6.4,-3.3
1995/2/2,2.8,9.5,-2.7
1995/2/3,4.6,11.4,-2.1
1995/2/4,5.1,11.2,0.1
1995/2/5,3.2,7.0,-0.6
1995/2/6,2.8,9.1,-2.1
1995/2/7,5.1,12.6,-2.9
1995/2/8,9.3,14.9,2.4
1995/2/9,8.4,12.0,4.6
1995/2/10,7.2,12.0,3.7
1995/2/11,6.7,14.4,-0.3
1995/2/12,8.0,11.7,4.5
1995/2/13,11.8,15.0,9.3
1995/2/14,8.3,13.2,3.8
1995/2/15,6.2,11.3,1.1
1995/2/16,5.8,9.8,3.1
1995/2/17,4.8,11.6,-1.6
1995/2/18,5.0,11.6,-0.7
1995/2/19,7.4,12.2,4.0
1995/2/20,6.8,13.8,-0.7
1995/2/21,6.4,11.1,2.7
1995/2/22,6.3,11.2,1.4
1995/2/23,8.0,15.0,2.1
1995/2/24,9.2,16.4,3.0
1995/2/25,9.6,15.1,5.5
1995/2/26,7.9,12.0,4.2
1995/2/27,6.3,12.7,-0.1
1995/2/28,5.4,8.8,0.1
1995/3/1,8.7,12.9,5.7
1995/3/2,8.5,14.8,2.3
1995/3/3,5.7,7.1,4.4
1995/3/4,4.5,8.6,1.4
1995/3/5,4.8,10.5,-0.3
1995/3/6,8.3,15.1,0.6
1995/3/7,10.4,16.6,5.5
1995/3/8,10.7,18.1,2.8
1995/3/9,10.7,15.0,4.6
1995/3/10,11.7,14.1,9.1
1995/3/11,10.6,14.4,7.2
1995/3/12,8.8,12.9,5.0
1995/3/13,8.6,15.5,2.9
1995/3/14,9.6,16.2,2.5
1995/3/15,11.7,17.3,4.0
1995/3/16,13.6,17.9,11.2
1995/3/17,10.7,13.5,6.6
1995/3/18,6.7,11.1,2.4
1995/3/19,5.9,12.2,0.4
1995/3/20,8.8,17.1,-0.5
1995/3/21,11.5,17.3,3.3
1995/3/22,15.5,22.6,7.7
1995/3/23,17.0,24.2,10.0
1995/3/24,15.3,18.4,13.3
1995/3/25,11.6,14.2,8.3
1995/3/26,9.9,15.2,6.2
1995/3/27,9.9,16.0,2.7
1995/3/28,12.1,17.9,7.1
1995/3/29,12.0,16.6,9.0
1995/3/30,13.0,14.8,11.7
1995/3/31,14.0,19.1,9.3
