ダウンロードした時刻：2019/10/10 16:07:55

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,8.5,13.7,4.8
2008/12/2,8.9,15.8,3.5
2008/12/3,10.2,17.0,4.6
2008/12/4,11.7,18.4,5.4
2008/12/5,9.7,12.9,4.9
2008/12/6,3.7,6.9,0.3
2008/12/7,2.6,8.9,-1.8
2008/12/8,5.3,10.0,-0.8
2008/12/9,10.7,16.1,5.7
2008/12/10,11.1,17.4,7.3
2008/12/11,10.0,16.0,4.6
2008/12/12,9.5,15.8,5.5
2008/12/13,9.9,15.8,4.2
2008/12/14,8.4,11.6,4.1
2008/12/15,6.4,13.4,1.3
2008/12/16,8.2,14.4,2.2
2008/12/17,10.2,13.9,7.3
2008/12/18,9.0,13.3,5.7
2008/12/19,7.1,12.7,3.5
2008/12/20,7.7,14.9,1.6
2008/12/21,11.0,15.1,5.4
2008/12/22,8.3,12.0,3.9
2008/12/23,4.9,9.9,1.2
2008/12/24,5.7,10.2,0.6
2008/12/25,7.0,11.2,4.1
2008/12/26,2.8,6.2,0.8
2008/12/27,4.5,8.7,1.5
2008/12/28,6.3,9.6,3.3
2008/12/29,6.9,11.9,2.0
2008/12/30,6.7,13.6,2.5
2008/12/31,3.7,7.5,1.6
2009/1/1,3.3,7.4,1.9
2009/1/2,4.3,7.1,2.7
2009/1/3,5.0,8.9,2.9
2009/1/4,5.8,10.3,3.3
2009/1/5,6.7,10.9,2.2
2009/1/6,6.0,10.4,4.0
2009/1/7,5.0,8.5,1.8
2009/1/8,6.0,12.0,0.3
2009/1/9,7.2,9.4,5.5
2009/1/10,3.1,7.3,0.8
2009/1/11,2.9,6.8,0.6
2009/1/12,2.5,6.2,0.2
2009/1/13,2.2,6.7,-0.4
2009/1/14,3.0,8.2,-1.3
2009/1/15,2.3,6.5,-0.3
2009/1/16,3.2,8.9,-1.9
2009/1/17,5.1,11.2,1.9
2009/1/18,5.3,9.1,1.3
2009/1/19,7.2,11.8,2.7
2009/1/20,4.9,9.7,1.9
2009/1/21,4.3,8.1,1.4
2009/1/22,6.6,9.7,3.4
2009/1/23,8.7,12.5,4.1
2009/1/24,2.3,4.8,-0.4
2009/1/25,2.7,7.7,-0.9
2009/1/26,3.8,7.8,-1.0
2009/1/27,4.9,11.0,0.4
2009/1/28,6.0,13.6,-0.8
2009/1/29,9.4,15.0,2.2
2009/1/30,12.6,16.0,9.4
2009/1/31,9.2,13.0,5.0
2009/2/1,4.8,7.3,3.0
2009/2/2,5.3,10.4,2.8
2009/2/3,5.0,7.4,1.6
2009/2/4,6.0,11.9,2.2
2009/2/5,6.7,13.5,0.4
2009/2/6,6.6,10.2,2.5
2009/2/7,5.0,11.1,-0.4
2009/2/8,5.7,10.1,1.4
2009/2/9,5.2,10.9,-0.1
2009/2/10,6.0,11.4,2.7
2009/2/11,5.6,12.6,1.4
2009/2/12,8.0,13.9,2.6
2009/2/13,10.6,15.6,5.4
2009/2/14,14.0,18.3,7.6
2009/2/15,10.3,17.8,3.7
2009/2/16,6.0,9.4,0.7
2009/2/17,1.8,5.3,-0.3
2009/2/18,4.4,9.9,-0.1
2009/2/19,4.3,6.7,2.8
2009/2/20,7.1,10.7,3.3
2009/2/21,4.4,8.8,1.4
2009/2/22,5.4,10.7,-0.2
2009/2/23,8.4,11.0,4.9
2009/2/24,8.0,10.2,4.0
2009/2/25,10.2,13.0,8.6
2009/2/26,8.7,13.2,6.0
2009/2/27,6.4,8.3,3.9
2009/2/28,8.5,14.7,2.7
2009/3/1,9.3,15.9,5.8
2009/3/2,5.0,7.9,2.1
2009/3/3,3.8,6.1,2.4
2009/3/4,6.7,10.4,4.2
2009/3/5,8.6,15.1,1.7
2009/3/6,11.0,14.5,8.3
2009/3/7,8.3,12.7,5.6
2009/3/8,8.9,14.3,4.1
2009/3/9,10.1,13.4,6.3
2009/3/10,10.0,15.5,4.9
2009/3/11,5.8,10.5,2.5
2009/3/12,5.9,12.6,0.4
2009/3/13,8.2,11.2,4.1
2009/3/14,7.3,12.5,3.1
2009/3/15,6.8,12.6,1.3
2009/3/16,9.3,16.7,2.0
2009/3/17,12.5,20.8,5.8
2009/3/18,14.8,23.1,6.4
2009/3/19,17.3,23.9,12.9
2009/3/20,11.5,16.6,5.1
2009/3/21,10.6,19.0,2.4
2009/3/22,13.6,16.1,10.9
2009/3/23,8.5,11.9,4.5
2009/3/24,7.9,15.2,2.1
2009/3/25,7.2,14.4,3.6
2009/3/26,5.8,10.9,1.2
2009/3/27,7.0,12.6,3.7
2009/3/28,6.6,11.0,2.3
2009/3/29,7.0,11.6,4.0
2009/3/30,7.9,15.2,2.1
2009/3/31,9.6,16.3,3.3
