ダウンロードした時刻：2019/10/10 16:16:38

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,13.8,18.2,9.8
2016/12/2,11.2,14.6,7.1
2016/12/3,10.1,15.8,4.9
2016/12/4,11.0,14.7,6.4
2016/12/5,14.4,17.5,11.0
2016/12/6,12.1,15.4,6.7
2016/12/7,9.0,13.7,3.4
2016/12/8,9.8,13.4,6.1
2016/12/9,10.4,16.4,4.5
2016/12/10,8.9,12.0,6.2
2016/12/11,8.6,12.6,5.4
2016/12/12,7.9,10.9,3.0
2016/12/13,10.0,11.6,7.7
2016/12/14,9.2,12.6,5.2
2016/12/15,6.1,9.0,2.9
2016/12/16,5.8,8.9,3.0
2016/12/17,7.9,12.1,3.2
2016/12/18,8.1,13.2,3.0
2016/12/19,8.5,14.2,2.9
2016/12/20,10.5,14.5,7.3
2016/12/21,10.7,15.9,5.5
2016/12/22,13.9,19.5,8.4
2016/12/23,10.8,14.1,7.9
2016/12/24,8.7,11.5,6.5
2016/12/25,7.8,11.9,4.4
2016/12/26,9.0,11.8,5.3
2016/12/27,10.8,14.1,6.8
2016/12/28,5.3,7.4,3.4
2016/12/29,5.2,9.4,1.0
2016/12/30,6.4,11.0,2.6
2016/12/31,6.6,12.3,1.6
2017/1/1,8.4,13.2,4.7
2017/1/2,8.5,14.1,1.8
2017/1/3,10.8,14.5,5.7
2017/1/4,9.5,15.0,2.6
2017/1/5,8.0,10.0,6.2
2017/1/6,6.3,9.9,2.5
2017/1/7,5.9,10.6,0.3
2017/1/8,7.7,8.4,7.1
2017/1/9,9.5,12.5,6.8
2017/1/10,9.2,13.3,3.9
2017/1/11,7.0,9.7,4.9
2017/1/12,7.1,9.3,4.4
2017/1/13,6.4,9.2,2.7
2017/1/14,3.3,6.8,-0.1
2017/1/15,2.7,6.4,-1.0
2017/1/16,4.9,8.4,3.2
2017/1/17,4.9,9.7,1.0
2017/1/18,4.8,9.9,-0.8
2017/1/19,6.8,10.1,3.9
2017/1/20,5.3,10.2,2.8
2017/1/21,5.1,8.5,3.1
2017/1/22,4.7,9.5,2.1
2017/1/23,3.1,5.9,1.6
2017/1/24,4.0,7.2,1.8
2017/1/25,3.3,7.6,-0.9
2017/1/26,3.8,10.0,-1.7
2017/1/27,7.0,15.3,-0.3
2017/1/28,6.7,11.2,2.3
2017/1/29,6.2,10.1,2.0
2017/1/30,8.6,13.5,5.5
2017/1/31,4.2,7.4,1.0
2017/2/1,4.7,10.3,-0.6
2017/2/2,6.8,10.3,3.1
2017/2/3,8.7,13.3,3.8
2017/2/4,7.1,12.9,1.6
2017/2/5,8.3,12.1,5.8
2017/2/6,8.0,10.8,4.6
2017/2/7,5.4,9.3,2.9
2017/2/8,4.9,9.4,0.0
2017/2/9,5.1,7.8,3.6
2017/2/10,3.5,7.0,1.1
2017/2/11,3.6,7.2,1.2
2017/2/12,3.9,8.2,-1.0
2017/2/13,5.4,10.5,0.0
2017/2/14,5.6,10.9,2.3
2017/2/15,5.4,11.0,0.5
2017/2/16,6.6,13.0,0.1
2017/2/17,9.4,12.6,5.6
2017/2/18,8.4,13.3,5.9
2017/2/19,6.7,11.7,2.4
2017/2/20,7.1,10.9,2.5
2017/2/21,5.2,8.5,1.4
2017/2/22,4.8,8.4,-0.8
2017/2/23,10.5,14.0,7.2
2017/2/24,6.7,10.1,4.1
2017/2/25,7.0,11.4,2.1
2017/2/26,7.4,12.1,2.0
2017/2/27,7.0,11.1,3.2
2017/2/28,5.5,11.1,0.2
2017/3/1,5.9,10.4,0.6
2017/3/2,8.9,15.4,4.6
2017/3/3,8.5,12.5,4.9
2017/3/4,8.9,15.1,3.3
2017/3/5,9.6,13.8,3.6
2017/3/6,9.9,14.8,6.6
2017/3/7,6.9,10.7,4.5
2017/3/8,5.1,9.5,2.2
2017/3/9,7.0,10.8,2.1
2017/3/10,10.2,15.4,4.2
2017/3/11,8.1,13.1,2.9
2017/3/12,7.8,13.4,1.8
2017/3/13,9.5,12.8,6.7
2017/3/14,9.1,13.9,6.3
2017/3/15,7.8,12.3,5.1
2017/3/16,8.5,13.0,4.7
2017/3/17,8.7,15.0,2.9
2017/3/18,8.4,13.4,2.2
2017/3/19,10.7,18.0,3.3
2017/3/20,10.5,15.7,4.9
2017/3/21,9.6,13.2,8.1
2017/3/22,9.7,14.6,5.8
2017/3/23,9.8,13.4,6.7
2017/3/24,9.2,12.6,6.2
2017/3/25,8.1,11.1,4.9
2017/3/26,8.7,12.7,3.9
2017/3/27,9.0,15.1,6.1
2017/3/28,10.0,15.4,5.7
2017/3/29,11.4,17.1,6.5
2017/3/30,14.1,20.8,9.2
2017/3/31,8.3,12.9,5.0
