ダウンロードした時刻：2019/10/10 15:45:01

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,10.4,15.9,5.4
1980/12/2,13.8,20.0,2.5
1980/12/3,10.9,15.9,5.3
1980/12/4,4.5,12.9,2.8
1980/12/5,5.4,8.5,3.2
1980/12/6,8.1,13.1,4.9
1980/12/7,7.5,11.6,5.7
1980/12/8,5.8,7.7,4.0
1980/12/9,6.3,11.3,3.5
1980/12/10,5.4,8.1,2.7
1980/12/11,9.8,15.4,4.0
1980/12/12,7.3,14.2,1.7
1980/12/13,0.8,3.4,-0.6
1980/12/14,0.9,3.1,0.1
1980/12/15,1.2,3.0,0.2
1980/12/16,2.6,5.3,1.1
1980/12/17,2.8,5.0,1.0
1980/12/18,4.0,8.0,0.9
1980/12/19,1.5,3.5,0.1
1980/12/20,0.8,3.2,0.1
1980/12/21,1.0,3.0,-1.4
1980/12/22,1.9,5.0,-0.3
1980/12/23,2.6,7.5,-1.9
1980/12/24,2.9,7.2,0.2
1980/12/25,5.5,8.9,1.6
1980/12/26,2.3,5.5,0.1
1980/12/27,0.1,1.0,-0.8
1980/12/28,-0.1,0.2,-0.7
1980/12/29,0.3,1.6,-0.6
1980/12/30,0.5,1.4,-1.2
1980/12/31,0.7,3.3,-1.8
1981/1/1,1.6,6.1,-2.3
1981/1/2,2.7,6.9,0.0
1981/1/3,0.8,2.1,-0.2
1981/1/4,0.4,2.0,-0.8
1981/1/5,-0.6,0.8,-1.4
1981/1/6,-0.8,0.0,-1.8
1981/1/7,-0.7,0.6,-2.0
1981/1/8,0.9,4.0,-1.1
1981/1/9,2.5,5.5,0.4
1981/1/10,1.2,3.3,-0.2
1981/1/11,-0.4,0.8,-1.1
1981/1/12,-0.5,1.0,-1.6
1981/1/13,-1.8,-1.1,-2.1
1981/1/14,-0.8,1.0,-3.4
1981/1/15,0.0,2.7,-1.5
1981/1/16,-1.2,1.0,-4.8
1981/1/17,-1.0,1.1,-4.7
1981/1/18,0.5,3.9,-4.3
1981/1/19,0.4,2.1,-0.8
1981/1/20,-0.3,1.4,-1.4
1981/1/21,-0.3,1.3,-1.6
1981/1/22,-1.5,1.2,-4.3
1981/1/23,0.2,4.2,-2.3
1981/1/24,2.9,5.6,-2.2
1981/1/25,1.0,3.3,-0.9
1981/1/26,-1.5,-0.2,-3.4
1981/1/27,-1.1,1.3,-3.4
1981/1/28,-1.3,2.0,-4.0
1981/1/29,0.2,2.3,-3.9
1981/1/30,-0.3,3.1,-3.8
1981/1/31,0.2,6.1,-4.2
1981/2/1,1.1,3.2,-2.1
1981/2/2,0.6,3.0,-1.8
1981/2/3,0.9,6.1,-1.9
1981/2/4,-0.5,1.5,-2.1
1981/2/5,-0.5,3.0,-4.9
1981/2/6,1.0,5.4,-1.6
1981/2/7,1.0,5.2,-3.3
1981/2/8,1.2,2.9,0.1
1981/2/9,1.8,4.9,-0.1
1981/2/10,1.2,4.7,0.1
1981/2/11,-0.1,1.5,-1.1
1981/2/12,3.8,8.4,-0.6
1981/2/13,4.7,7.2,2.4
1981/2/14,2.9,5.8,-0.9
1981/2/15,5.0,10.6,-1.8
1981/2/16,5.2,8.0,2.8
1981/2/17,0.8,2.8,-2.9
1981/2/18,2.7,8.6,-5.2
1981/2/19,3.0,7.2,-1.1
1981/2/20,-0.5,2.1,-3.7
1981/2/21,0.7,3.1,-2.5
1981/2/22,1.1,4.9,-3.0
1981/2/23,0.6,3.1,-1.3
1981/2/24,2.7,7.4,0.4
1981/2/25,-2.0,0.4,-3.4
1981/2/26,-4.4,-2.9,-6.2
1981/2/27,-2.2,1.9,-6.1
1981/2/28,-1.2,3.3,-5.5
1981/3/1,1.3,3.9,-1.9
1981/3/2,1.4,4.9,-2.1
1981/3/3,1.2,5.4,-5.0
1981/3/4,3.7,7.4,1.9
1981/3/5,3.5,8.1,0.6
1981/3/6,0.9,6.4,-0.8
1981/3/7,4.0,10.3,-4.0
1981/3/8,2.9,5.1,0.3
1981/3/9,1.1,2.0,0.2
1981/3/10,0.6,3.4,-1.2
1981/3/11,0.5,4.4,-3.5
1981/3/12,5.4,13.2,-4.3
1981/3/13,7.1,10.6,2.2
1981/3/14,11.1,15.2,4.8
1981/3/15,5.1,11.0,1.1
1981/3/16,2.6,5.2,0.3
1981/3/17,4.4,9.7,0.4
1981/3/18,5.4,11.2,-0.1
1981/3/19,10.7,18.9,0.9
1981/3/20,10.9,18.4,5.1
1981/3/21,7.3,10.2,4.4
1981/3/22,7.8,13.8,4.6
1981/3/23,6.1,8.7,3.4
1981/3/24,6.5,11.4,0.8
1981/3/25,14.1,18.5,5.5
1981/3/26,7.5,13.6,3.0
1981/3/27,5.1,9.7,1.7
1981/3/28,4.5,8.9,0.1
1981/3/29,8.0,15.0,0.3
1981/3/30,6.3,9.8,2.0
1981/3/31,4.1,8.1,1.1
