ダウンロードした時刻：2019/10/10 16:22:00

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,12.3,18.0,7.1
1982/12/2,11.0,17.9,5.3
1982/12/3,11.1,16.9,7.2
1982/12/4,9.4,15.7,4.0
1982/12/5,10.1,14.7,7.1
1982/12/6,6.7,9.5,2.8
1982/12/7,5.6,11.3,0.5
1982/12/8,6.9,11.9,0.5
1982/12/9,8.6,13.4,4.3
1982/12/10,9.7,15.4,4.3
1982/12/11,13.8,19.5,8.3
1982/12/12,6.7,11.2,4.5
1982/12/13,5.5,8.5,3.2
1982/12/14,5.1,9.9,0.3
1982/12/15,5.8,10.9,0.6
1982/12/16,6.4,11.2,0.9
1982/12/17,7.0,10.0,3.8
1982/12/18,4.0,6.8,0.3
1982/12/19,4.7,9.0,-0.1
1982/12/20,4.9,12.2,-1.5
1982/12/21,6.5,11.9,0.9
1982/12/22,9.6,13.3,6.2
1982/12/23,10.3,12.6,6.6
1982/12/24,8.4,14.6,2.2
1982/12/25,10.2,13.0,6.4
1982/12/26,7.2,9.1,3.3
1982/12/27,6.9,10.5,3.3
1982/12/28,5.1,10.5,0.5
1982/12/29,6.3,13.9,-0.1
1982/12/30,9.4,13.7,4.9
1982/12/31,5.9,11.3,1.3
1983/1/1,6.6,12.0,1.8
1983/1/2,7.4,11.7,1.6
1983/1/3,8.4,10.9,6.2
1983/1/4,6.2,11.2,0.6
1983/1/5,10.6,15.2,6.1
1983/1/6,10.6,13.9,7.0
1983/1/7,11.2,14.9,6.3
1983/1/8,8.3,12.9,4.0
1983/1/9,4.4,7.9,1.6
1983/1/10,2.8,6.0,0.8
1983/1/11,4.9,8.8,0.2
1983/1/12,6.5,10.0,3.7
1983/1/13,6.3,9.5,4.4
1983/1/14,5.3,9.3,1.1
1983/1/15,4.8,11.0,-0.8
1983/1/16,6.0,12.7,-0.3
1983/1/17,5.6,9.8,0.2
1983/1/18,8.3,10.3,6.0
1983/1/19,6.2,9.4,2.8
1983/1/20,1.8,4.5,-0.3
1983/1/21,2.1,4.7,-1.7
1983/1/22,1.0,4.3,-1.6
1983/1/23,2.8,8.2,-2.6
1983/1/24,4.8,10.2,-1.4
1983/1/25,3.7,11.0,-1.6
1983/1/26,5.5,12.3,-2.1
1983/1/27,5.7,13.0,0.0
1983/1/28,7.6,15.9,1.2
1983/1/29,6.9,15.7,-0.9
1983/1/30,9.3,18.5,5.6
1983/1/31,5.3,8.7,0.3
1983/2/1,6.4,10.0,-0.3
1983/2/2,10.3,11.8,8.9
1983/2/3,7.7,10.3,4.3
1983/2/4,4.3,9.1,0.1
1983/2/5,7.0,12.9,1.6
1983/2/6,8.6,15.7,1.1
1983/2/7,8.6,12.4,5.8
1983/2/8,6.7,11.0,3.7
1983/2/9,7.3,11.7,3.3
1983/2/10,3.9,6.9,0.4
1983/2/11,4.4,10.3,-2.9
1983/2/12,4.4,8.3,1.1
1983/2/13,1.6,4.6,-1.7
1983/2/14,1.7,6.8,-4.4
1983/2/15,6.9,13.8,0.4
1983/2/16,4.9,9.4,-0.8
1983/2/17,5.8,8.1,3.1
1983/2/18,2.9,6.3,0.2
1983/2/19,2.3,6.0,-0.1
1983/2/20,2.4,5.5,-1.2
1983/2/21,2.7,7.7,-2.6
1983/2/22,2.3,8.3,-3.4
1983/2/23,4.3,8.9,-2.0
1983/2/24,7.1,10.4,4.6
1983/2/25,7.4,12.3,3.1
1983/2/26,5.9,10.6,1.3
1983/2/27,5.0,10.9,-0.6
1983/2/28,5.6,12.2,-0.6
1983/3/1,8.3,11.9,2.7
1983/3/2,16.4,22.4,11.1
1983/3/3,11.2,15.4,8.5
1983/3/4,8.3,12.6,4.1
1983/3/5,6.0,10.3,3.2
1983/3/6,7.2,12.1,1.9
1983/3/7,7.7,13.8,2.5
1983/3/8,4.8,8.3,0.8
1983/3/9,5.9,10.7,-0.7
1983/3/10,8.6,10.9,6.3
1983/3/11,7.8,13.3,2.6
1983/3/12,8.0,11.1,3.7
1983/3/13,9.3,13.4,6.1
1983/3/14,6.7,9.7,4.5
1983/3/15,6.3,10.8,0.2
1983/3/16,7.8,8.9,6.2
1983/3/17,7.8,10.7,5.7
1983/3/18,6.9,12.4,2.0
1983/3/19,6.8,12.5,-0.7
1983/3/20,11.1,16.2,4.2
1983/3/21,11.8,16.0,10.4
1983/3/22,11.9,16.0,7.8
1983/3/23,14.6,18.7,12.7
1983/3/24,11.6,14.6,9.9
1983/3/25,10.0,14.2,7.0
1983/3/26,7.7,10.1,5.8
1983/3/27,9.3,11.4,7.1
1983/3/28,12.0,14.5,9.3
1983/3/29,10.4,12.1,8.9
1983/3/30,10.9,12.5,9.2
1983/3/31,10.1,10.7,9.7
