ダウンロードした時刻：2019/10/10 15:39:06

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,4.0,7.6,1.9
1995/12/2,5.1,8.5,3.1
1995/12/3,4.9,9.1,2.2
1995/12/4,4.6,10.1,0.2
1995/12/5,5.7,9.8,1.8
1995/12/6,3.6,5.1,2.0
1995/12/7,2.8,6.8,0.5
1995/12/8,1.3,5.4,-2.0
1995/12/9,0.7,5.1,-3.5
1995/12/10,3.9,8.7,0.0
1995/12/11,6.3,9.0,4.0
1995/12/12,4.2,6.6,2.6
1995/12/13,1.6,4.4,-1.3
1995/12/14,2.8,8.9,-2.4
1995/12/15,3.2,8.1,-0.2
1995/12/16,-0.3,1.9,-1.4
1995/12/17,0.0,2.7,-1.2
1995/12/18,1.3,4.5,-2.1
1995/12/19,1.8,5.0,-0.2
1995/12/20,1.5,6.1,-1.2
1995/12/21,0.2,1.7,-1.7
1995/12/22,2.7,5.8,0.0
1995/12/23,3.0,6.2,0.2
1995/12/24,1.4,4.5,-1.4
1995/12/25,-3.1,-0.2,-5.5
1995/12/26,-3.5,-0.9,-7.0
1995/12/27,-1.3,1.4,-3.6
1995/12/28,-1.5,3.4,-5.9
1995/12/29,0.4,5.6,-4.6
1995/12/30,1.4,4.0,-1.5
1995/12/31,3.1,5.6,-1.5
1996/1/1,-0.4,3.7,-2.0
1996/1/2,-0.7,2.9,-3.6
1996/1/3,-2.1,2.7,-6.5
1996/1/4,-2.1,1.1,-3.7
1996/1/5,1.4,4.5,-1.4
1996/1/6,1.3,5.3,-2.6
1996/1/7,0.5,6.5,-4.0
1996/1/8,-1.0,1.7,-4.1
1996/1/9,-4.8,-2.6,-6.1
1996/1/10,-1.7,0.2,-5.1
1996/1/11,1.4,4.7,-0.6
1996/1/12,2.5,6.4,-0.1
1996/1/13,1.5,6.4,-3.9
1996/1/14,-1.9,3.3,-7.3
1996/1/15,4.2,11.7,0.0
1996/1/16,2.7,5.4,0.0
1996/1/17,-0.5,1.8,-2.6
1996/1/18,-1.9,0.7,-4.8
1996/1/19,-3.3,1.2,-7.3
1996/1/20,-1.0,3.2,-4.9
1996/1/21,0.5,5.0,-3.1
1996/1/22,0.5,5.2,-1.6
1996/1/23,-0.6,2.0,-2.9
1996/1/24,-4.0,0.3,-7.3
1996/1/25,-3.0,-0.9,-6.7
1996/1/26,-3.6,-1.7,-5.8
1996/1/27,-1.1,2.5,-5.9
1996/1/28,0.6,3.4,-1.9
1996/1/29,0.6,4.0,-1.5
1996/1/30,-3.9,-1.4,-6.8
1996/1/31,-5.5,-3.8,-6.6
1996/2/1,-5.1,-4.0,-5.9
1996/2/2,-6.8,-4.6,-10.0
1996/2/3,-3.0,-0.1,-4.6
1996/2/4,-0.6,3.6,-5.2
1996/2/5,0.6,4.7,-2.6
1996/2/6,0.1,2.3,-1.2
1996/2/7,0.6,3.4,-1.7
1996/2/8,1.0,5.5,-3.3
1996/2/9,-0.4,2.6,-2.4
1996/2/10,-3.3,0.0,-5.6
1996/2/11,0.6,5.0,-5.5
1996/2/12,7.0,9.1,4.6
1996/2/13,9.0,13.8,4.5
1996/2/14,9.4,15.6,2.2
1996/2/15,3.1,6.5,-0.9
1996/2/16,-2.1,0.7,-4.6
1996/2/17,-2.9,1.7,-7.4
1996/2/18,-1.5,2.2,-3.9
1996/2/19,-2.3,1.5,-4.8
1996/2/20,-3.2,0.6,-5.4
1996/2/21,-3.4,-0.6,-5.7
1996/2/22,-2.0,2.1,-6.5
1996/2/23,-1.3,2.8,-3.6
1996/2/24,-1.3,3.5,-5.4
1996/2/25,0.6,5.7,-4.7
1996/2/26,2.1,6.2,-0.9
1996/2/27,2.9,7.6,0.0
1996/2/28,2.5,6.8,-0.9
1996/2/29,5.8,11.0,1.1
1996/3/1,2.9,5.8,0.7
1996/3/2,0.4,3.8,-2.0
1996/3/3,-0.5,2.5,-2.5
1996/3/4,-0.1,5.7,-4.6
1996/3/5,-3.0,0.0,-4.7
1996/3/6,-0.7,3.2,-4.7
1996/3/7,2.8,6.9,-1.6
1996/3/8,1.2,3.5,0.2
1996/3/9,2.7,6.0,0.2
1996/3/10,2.0,5.9,-0.5
1996/3/11,2.9,9.8,-3.1
1996/3/12,-0.7,1.1,-2.9
1996/3/13,3.0,8.4,-1.2
1996/3/14,5.9,11.6,-1.1
1996/3/15,4.0,9.3,0.2
1996/3/16,4.6,9.3,0.3
1996/3/17,5.1,11.4,0.4
1996/3/18,3.4,9.6,-1.9
1996/3/19,1.0,5.0,-2.0
1996/3/20,2.5,6.9,-1.0
1996/3/21,5.1,13.5,-2.6
1996/3/22,6.7,11.1,4.3
1996/3/23,2.0,5.3,-0.9
1996/3/24,3.2,9.3,-3.2
1996/3/25,4.8,9.3,1.5
1996/3/26,6.2,10.9,1.5
1996/3/27,5.0,12.5,-1.6
1996/3/28,4.3,10.3,0.3
1996/3/29,5.8,14.2,-1.7
1996/3/30,5.4,9.5,0.6
1996/3/31,10.4,13.7,6.3
