ダウンロードした時刻：2019/10/10 15:46:29

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,5.8,11.5,2.5
2009/12/2,5.2,12.1,-0.3
2009/12/3,4.8,6.4,1.9
2009/12/4,5.8,8.3,3.3
2009/12/5,6.7,9.3,2.2
2009/12/6,4.2,10.7,1.4
2009/12/7,2.3,7.8,-1.0
2009/12/8,2.3,8.5,-2.7
2009/12/9,3.0,6.6,-1.4
2009/12/10,7.0,11.7,1.5
2009/12/11,6.5,8.6,5.0
2009/12/12,8.5,13.9,4.6
2009/12/13,4.6,6.8,2.5
2009/12/14,2.5,8.2,-0.7
2009/12/15,2.7,7.7,-1.3
2009/12/16,1.9,7.4,-0.6
2009/12/17,1.2,3.6,-1.1
2009/12/18,-1.4,1.8,-2.5
2009/12/19,-2.0,0.3,-3.6
2009/12/20,-0.6,2.1,-3.8
2009/12/21,-1.9,1.4,-5.8
2009/12/22,-2.7,3.2,-8.2
2009/12/23,-0.3,5.5,-6.2
2009/12/24,3.0,6.4,0.3
2009/12/25,2.5,7.4,-1.8
2009/12/26,4.7,11.4,0.0
2009/12/27,3.1,6.7,0.1
2009/12/28,3.2,7.7,-1.5
2009/12/29,0.9,5.2,-1.9
2009/12/30,3.0,10.1,-3.0
2009/12/31,-0.6,3.7,-3.8
2010/1/1,-2.6,-1.3,-3.8
2010/1/2,-0.1,3.8,-3.9
2010/1/3,-0.6,0.8,-2.2
2010/1/4,-1.0,3.8,-5.5
2010/1/5,1.5,4.9,-1.3
2010/1/6,-0.9,1.3,-2.7
2010/1/7,-0.1,4.1,-4.0
2010/1/8,0.8,4.7,-2.2
2010/1/9,-0.4,5.1,-4.2
2010/1/10,-0.8,2.4,-3.1
2010/1/11,-0.2,5.1,-4.1
2010/1/12,-0.4,1.4,-2.5
2010/1/13,-1.5,0.4,-4.1
2010/1/14,-3.1,-1.4,-4.3
2010/1/15,-2.8,-0.9,-4.7
2010/1/16,-3.3,-0.7,-7.1
2010/1/17,-3.9,2.1,-9.7
2010/1/18,-1.6,4.1,-7.3
2010/1/19,1.1,7.7,-4.0
2010/1/20,3.0,10.1,-3.3
2010/1/21,2.1,5.3,-0.9
2010/1/22,0.4,3.6,-2.8
2010/1/23,0.7,4.6,-2.5
2010/1/24,0.9,6.9,-3.0
2010/1/25,1.1,7.9,-4.3
2010/1/26,-0.5,2.9,-3.8
2010/1/27,-1.1,5.5,-7.0
2010/1/28,3.7,9.4,-1.4
2010/1/29,1.2,4.8,-2.1
2010/1/30,1.3,8.6,-4.2
2010/1/31,2.3,8.4,-2.8
2010/2/1,1.6,4.5,-1.1
2010/2/2,0.6,6.2,-4.4
2010/2/3,-2.6,0.2,-4.8
2010/2/4,-2.5,2.2,-5.1
2010/2/5,-1.8,4.9,-4.5
2010/2/6,-3.8,-2.4,-4.9
2010/2/7,-1.6,2.2,-4.4
2010/2/8,-1.2,3.7,-7.7
2010/2/9,3.5,7.8,0.2
2010/2/10,1.6,4.0,-0.1
2010/2/11,0.0,1.6,-1.7
2010/2/12,-0.6,1.5,-2.3
2010/2/13,-0.8,2.7,-2.8
2010/2/14,0.1,4.9,-5.1
2010/2/15,1.1,2.6,-0.1
2010/2/16,0.3,2.5,-2.4
2010/2/17,-1.1,1.6,-3.3
2010/2/18,1.0,7.1,-2.2
2010/2/19,0.4,5.6,-4.5
2010/2/20,1.1,7.7,-2.0
2010/2/21,1.3,6.4,-1.9
2010/2/22,4.3,13.7,-3.3
2010/2/23,5.2,13.3,-0.5
2010/2/24,6.9,16.9,-0.7
2010/2/25,11.2,20.6,1.0
2010/2/26,11.6,16.1,8.5
2010/2/27,6.0,8.6,3.6
2010/2/28,3.7,7.7,0.4
2010/3/1,4.5,9.8,1.3
2010/3/2,4.6,9.7,1.9
2010/3/3,4.4,9.4,0.2
2010/3/4,4.3,8.4,-0.4
2010/3/5,8.5,15.3,3.3
2010/3/6,6.3,8.2,4.6
2010/3/7,0.9,4.9,-0.3
2010/3/8,1.0,4.0,-0.1
2010/3/9,0.2,2.2,-1.1
2010/3/10,2.9,7.0,1.2
2010/3/11,1.7,6.0,-1.1
2010/3/12,6.3,15.2,-3.2
2010/3/13,4.2,11.8,0.6
2010/3/14,4.5,10.9,0.7
2010/3/15,10.8,16.9,1.4
2010/3/16,7.3,12.7,0.6
2010/3/17,2.7,7.4,-0.6
2010/3/18,3.0,10.3,-0.3
2010/3/19,4.8,12.1,0.2
2010/3/20,12.5,23.9,0.9
2010/3/21,7.6,18.7,0.0
2010/3/22,3.4,8.3,-1.8
2010/3/23,6.0,10.2,2.9
2010/3/24,4.6,6.3,2.8
2010/3/25,2.9,4.8,0.9
2010/3/26,1.4,5.0,-0.9
2010/3/27,2.5,11.3,-2.4
2010/3/28,2.0,9.1,-1.4
2010/3/29,-0.6,3.1,-4.0
2010/3/30,-0.2,5.1,-5.0
2010/3/31,4.6,14.1,-2.3
