ダウンロードした時刻：2019/10/10 16:19:21

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,14.4,16.9,13.1
2003/12/2,14.1,16.9,11.6
2003/12/3,13.5,17.3,9.8
2003/12/4,11.8,15.3,8.4
2003/12/5,13.7,16.1,11.3
2003/12/6,15.2,18.4,13.4
2003/12/7,8.6,13.5,6.8
2003/12/8,9.0,11.1,7.0
2003/12/9,9.8,11.2,8.1
2003/12/10,10.8,14.7,8.0
2003/12/11,10.6,12.0,9.7
2003/12/12,9.4,11.3,5.5
2003/12/13,8.6,10.6,6.3
2003/12/14,8.5,11.0,7.0
2003/12/15,9.7,11.9,7.7
2003/12/16,9.7,12.6,7.3
2003/12/17,9.9,12.0,8.3
2003/12/18,8.7,9.9,7.2
2003/12/19,5.5,9.6,3.1
2003/12/20,4.5,6.2,2.8
2003/12/21,7.1,10.3,4.4
2003/12/22,10.5,13.1,7.7
2003/12/23,12.1,14.8,9.6
2003/12/24,13.2,15.4,9.7
2003/12/25,11.9,16.5,7.4
2003/12/26,7.4,11.3,5.3
2003/12/27,6.0,7.5,4.7
2003/12/28,7.8,12.2,4.5
2003/12/29,11.4,14.9,6.6
2003/12/30,11.4,13.6,9.7
2003/12/31,9.8,11.4,8.3
2004/1/1,10.3,12.0,9.2
2004/1/2,10.0,12.1,8.6
2004/1/3,9.6,11.5,7.8
2004/1/4,9.2,12.7,6.9
2004/1/5,8.8,13.2,5.3
2004/1/6,9.3,13.0,5.9
2004/1/7,10.2,13.0,6.0
2004/1/8,7.9,10.6,5.4
2004/1/9,6.9,8.7,4.4
2004/1/10,9.2,11.9,7.1
2004/1/11,7.7,9.7,5.5
2004/1/12,6.8,9.6,3.8
2004/1/13,5.7,8.5,3.2
2004/1/14,5.4,7.3,3.9
2004/1/15,6.9,9.6,4.6
2004/1/16,6.1,7.6,2.3
2004/1/17,5.4,9.4,1.5
2004/1/18,7.1,9.9,4.9
2004/1/19,6.9,7.7,6.3
2004/1/20,6.4,7.7,4.7
2004/1/21,2.6,5.4,-1.5
2004/1/22,-1.0,0.6,-3.8
2004/1/23,3.0,5.0,-0.6
2004/1/24,3.8,5.6,1.9
2004/1/25,3.1,4.2,1.4
2004/1/26,4.2,6.1,3.1
2004/1/27,5.0,7.1,3.5
2004/1/28,6.1,10.0,1.9
2004/1/29,7.7,11.2,5.2
2004/1/30,7.3,12.1,2.7
2004/1/31,7.8,13.2,3.6
2004/2/1,8.1,10.9,4.7
2004/2/2,9.9,12.0,8.8
2004/2/3,5.9,9.6,4.5
2004/2/4,4.7,6.7,2.7
2004/2/5,4.3,6.8,1.8
2004/2/6,3.6,5.1,0.9
2004/2/7,4.3,5.4,1.9
2004/2/8,6.7,9.0,4.7
2004/2/9,7.5,9.9,3.6
2004/2/10,6.4,10.1,2.5
2004/2/11,9.8,13.8,5.4
2004/2/12,9.9,13.3,6.2
2004/2/13,7.9,12.1,4.8
2004/2/14,10.0,16.1,6.3
2004/2/15,8.8,11.1,6.7
2004/2/16,9.1,12.5,6.5
2004/2/17,9.4,14.0,5.4
2004/2/18,9.8,14.4,5.9
2004/2/19,11.0,16.4,7.1
2004/2/20,12.5,18.5,7.8
2004/2/21,14.0,18.1,10.8
2004/2/22,12.9,16.8,9.4
2004/2/23,8.3,10.0,5.6
2004/2/24,8.9,12.3,5.1
2004/2/25,12.4,17.0,9.0
2004/2/26,10.1,13.2,8.9
2004/2/27,8.4,10.3,6.4
2004/2/28,8.2,10.4,4.8
2004/2/29,12.9,16.3,9.9
2004/3/1,9.3,11.3,7.0
2004/3/2,7.4,9.8,5.5
2004/3/3,5.4,8.5,2.0
2004/3/4,4.3,6.5,2.0
2004/3/5,7.4,13.3,2.0
2004/3/6,4.7,8.7,1.2
2004/3/7,3.7,5.8,1.9
2004/3/8,7.7,10.7,4.7
2004/3/9,10.5,14.3,7.1
2004/3/10,14.6,21.8,7.4
2004/3/11,15.1,17.6,10.8
2004/3/12,11.4,14.7,8.3
2004/3/13,10.4,15.5,5.5
2004/3/14,11.4,16.5,7.1
2004/3/15,11.9,16.4,7.6
2004/3/16,13.4,18.6,8.7
2004/3/17,17.0,22.2,12.0
2004/3/18,10.8,13.7,7.9
2004/3/19,9.8,13.7,6.1
2004/3/20,10.5,13.7,9.1
2004/3/21,9.0,10.8,7.7
2004/3/22,8.3,10.6,6.6
2004/3/23,10.3,14.2,5.6
2004/3/24,12.4,16.1,8.2
2004/3/25,11.5,13.8,9.9
2004/3/26,11.6,16.9,7.4
2004/3/27,10.6,13.9,7.3
2004/3/28,13.1,17.7,8.4
2004/3/29,15.6,19.6,11.7
2004/3/30,15.2,17.8,14.3
2004/3/31,12.5,15.0,9.3
