ダウンロードした時刻：2019/10/10 15:40:41

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,10.8,16.0,6.4
1993/12/2,9.4,14.6,4.1
1993/12/3,9.7,13.5,5.0
1993/12/4,5.7,7.6,2.6
1993/12/5,4.1,7.5,1.5
1993/12/6,2.9,6.2,0.6
1993/12/7,4.0,10.5,-0.6
1993/12/8,1.7,5.3,-1.6
1993/12/9,5.5,10.3,0.0
1993/12/10,4.5,7.6,1.2
1993/12/11,6.2,10.8,4.0
1993/12/12,5.9,10.0,1.5
1993/12/13,5.7,12.8,0.1
1993/12/14,5.0,7.7,1.6
1993/12/15,0.7,2.7,-0.6
1993/12/16,2.5,6.5,-0.2
1993/12/17,3.2,8.7,0.6
1993/12/18,1.7,3.6,-0.6
1993/12/19,3.3,7.2,-1.3
1993/12/20,1.0,5.1,-3.4
1993/12/21,4.7,7.6,1.8
1993/12/22,0.8,5.3,-2.2
1993/12/23,0.9,4.5,-3.0
1993/12/24,5.1,7.8,3.1
1993/12/25,4.2,9.5,0.6
1993/12/26,5.5,12.6,1.1
1993/12/27,5.5,10.0,3.0
1993/12/28,2.3,4.2,0.7
1993/12/29,4.3,6.4,2.5
1993/12/30,4.4,9.8,-0.3
1993/12/31,4.6,11.2,0.4
1994/1/1,1.8,3.8,-0.3
1994/1/2,3.7,9.6,-2.2
1994/1/3,6.2,9.2,3.0
1994/1/4,4.5,7.1,1.3
1994/1/5,1.0,2.4,-2.0
1994/1/6,1.2,5.3,-2.7
1994/1/7,0.8,4.7,-1.6
1994/1/8,1.6,5.6,-2.3
1994/1/9,3.1,7.3,-1.8
1994/1/10,4.7,10.0,1.0
1994/1/11,4.0,5.2,3.0
1994/1/12,3.9,8.0,1.4
1994/1/13,1.5,3.6,-0.9
1994/1/14,1.7,4.0,0.3
1994/1/15,1.5,4.0,0.0
1994/1/16,2.7,8.9,-2.8
1994/1/17,3.9,8.3,-1.6
1994/1/18,3.2,5.9,-0.3
1994/1/19,-0.9,0.6,-1.8
1994/1/20,-0.1,4.6,-4.8
1994/1/21,-0.3,2.6,-2.9
1994/1/22,1.6,6.6,-3.0
1994/1/23,2.4,9.0,-0.9
1994/1/24,-0.3,2.4,-2.5
1994/1/25,2.2,7.2,-3.6
1994/1/26,4.8,12.6,-0.1
1994/1/27,1.8,5.5,-0.9
1994/1/28,0.3,3.1,-2.7
1994/1/29,-0.6,4.0,-2.7
1994/1/30,-2.3,-0.2,-4.0
1994/1/31,-0.7,4.5,-3.6
1994/2/1,0.6,5.1,-4.1
1994/2/2,-0.2,3.8,-2.5
1994/2/3,-2.5,-0.7,-3.3
1994/2/4,0.3,3.6,-3.2
1994/2/5,2.5,8.0,-2.2
1994/2/6,2.0,7.7,-2.1
1994/2/7,3.3,8.4,-1.3
1994/2/8,5.4,9.0,2.8
1994/2/9,4.0,9.3,0.5
1994/2/10,3.7,6.3,0.1
1994/2/11,1.1,4.2,-1.5
1994/2/12,-1.3,0.3,-2.4
1994/2/13,-2.3,-0.2,-3.9
1994/2/14,0.6,3.2,-3.6
1994/2/15,4.0,7.5,0.2
1994/2/16,4.2,7.7,1.1
1994/2/17,2.1,4.2,0.7
1994/2/18,5.1,8.9,1.1
1994/2/19,6.8,13.1,1.1
1994/2/20,5.5,15.6,-2.3
1994/2/21,6.1,8.9,3.3
1994/2/22,1.5,5.6,-1.2
1994/2/23,-1.0,2.0,-3.0
1994/2/24,2.3,5.1,-1.3
1994/2/25,4.6,8.3,2.3
1994/2/26,4.3,8.7,0.5
1994/2/27,4.2,8.9,1.2
1994/2/28,4.2,8.2,0.2
1994/3/1,3.6,9.7,-1.2
1994/3/2,2.6,6.1,-1.4
1994/3/3,4.0,10.7,-3.0
1994/3/4,4.8,10.6,1.1
1994/3/5,1.9,5.4,-0.2
1994/3/6,1.1,4.0,-1.4
1994/3/7,2.5,9.1,-3.1
1994/3/8,4.0,5.4,2.0
1994/3/9,8.6,14.7,4.5
1994/3/10,3.3,6.4,0.3
1994/3/11,2.6,7.9,-0.4
1994/3/12,5.1,9.2,0.7
1994/3/13,2.5,5.5,0.5
1994/3/14,2.8,7.7,-0.3
1994/3/15,2.7,8.5,-2.5
1994/3/16,4.7,11.1,-2.4
1994/3/17,4.6,9.6,2.2
1994/3/18,4.5,9.1,0.8
1994/3/19,5.4,12.5,0.5
1994/3/20,4.9,12.1,0.7
1994/3/21,2.9,6.3,-0.4
1994/3/22,4.1,11.0,-2.1
1994/3/23,2.1,4.4,0.5
1994/3/24,7.1,11.9,2.9
1994/3/25,3.4,10.4,0.2
1994/3/26,2.7,6.7,-0.6
1994/3/27,2.9,9.0,-2.2
1994/3/28,8.7,16.3,-0.3
1994/3/29,6.0,9.4,3.7
1994/3/30,5.4,9.6,1.3
1994/3/31,6.4,14.9,-1.4
