ダウンロードした時刻：2019/10/10 16:04:59

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,2.9,5.7,-0.3
1996/12/2,4.4,7.9,1.1
1996/12/3,5.5,12.1,1.3
1996/12/4,6.9,12.8,1.0
1996/12/5,12.4,16.3,5.1
1996/12/6,2.2,5.4,0.5
1996/12/7,3.1,7.7,-0.3
1996/12/8,4.5,8.7,0.6
1996/12/9,8.7,12.7,4.9
1996/12/10,8.1,10.2,5.7
1996/12/11,8.2,13.3,4.8
1996/12/12,9.0,14.3,5.0
1996/12/13,8.0,12.9,3.9
1996/12/14,8.5,15.7,2.4
1996/12/15,7.5,14.5,2.7
1996/12/16,8.5,18.3,0.7
1996/12/17,11.7,13.7,6.8
1996/12/18,7.9,11.6,4.6
1996/12/19,2.8,5.1,0.8
1996/12/20,3.9,9.5,1.1
1996/12/21,5.6,11.6,1.0
1996/12/22,8.0,12.7,1.5
1996/12/23,5.0,7.4,0.8
1996/12/24,7.0,12.0,0.9
1996/12/25,10.4,14.2,7.4
1996/12/26,7.7,9.2,6.1
1996/12/27,7.0,12.8,3.3
1996/12/28,8.2,11.0,4.1
1996/12/29,7.2,15.5,0.5
1996/12/30,8.5,16.4,3.0
1996/12/31,10.0,16.4,5.0
1997/1/1,12.4,17.7,6.0
1997/1/2,5.2,9.7,2.2
1997/1/3,3.9,5.6,2.3
1997/1/4,2.7,4.9,0.7
1997/1/5,3.2,7.2,-0.6
1997/1/6,4.7,7.8,1.9
1997/1/7,1.6,4.1,0.7
1997/1/8,2.9,6.6,0.4
1997/1/9,3.6,7.1,1.8
1997/1/10,4.0,8.9,1.1
1997/1/11,3.2,5.8,1.7
1997/1/12,4.3,8.2,1.2
1997/1/13,4.6,11.4,0.5
1997/1/14,7.1,10.5,1.2
1997/1/15,4.3,8.2,1.4
1997/1/16,4.5,11.3,-1.0
1997/1/17,6.4,12.5,2.6
1997/1/18,8.0,10.6,3.3
1997/1/19,5.9,10.5,3.4
1997/1/20,5.6,11.6,1.1
1997/1/21,1.7,8.0,-4.5
1997/1/22,0.6,3.4,-4.5
1997/1/23,3.8,7.9,0.8
1997/1/24,4.2,6.1,3.1
1997/1/25,4.2,6.2,1.3
1997/1/26,5.1,7.5,2.7
1997/1/27,5.4,10.9,2.0
1997/1/28,4.5,10.0,0.7
1997/1/29,1.5,4.4,-0.3
1997/1/30,1.6,4.2,-0.4
1997/1/31,2.6,6.9,0.4
1997/2/1,3.7,6.9,1.1
1997/2/2,3.2,6.1,1.0
1997/2/3,2.4,5.3,0.7
1997/2/4,3.1,4.3,1.2
1997/2/5,3.0,6.9,0.0
1997/2/6,3.8,7.3,0.0
1997/2/7,4.5,7.1,0.9
1997/2/8,4.0,10.9,-1.0
1997/2/9,4.7,12.6,-0.7
1997/2/10,5.3,11.6,-0.1
1997/2/11,3.6,6.6,0.7
1997/2/12,2.0,4.2,0.3
1997/2/13,1.7,5.0,0.6
1997/2/14,3.4,8.6,-0.1
1997/2/15,4.9,10.7,-0.2
1997/2/16,5.3,11.2,3.4
1997/2/17,3.7,6.7,1.2
1997/2/18,1.7,5.4,0.3
1997/2/19,2.8,6.2,0.1
1997/2/20,6.0,12.0,0.2
1997/2/21,2.8,8.4,-1.0
1997/2/22,1.3,3.6,-1.3
1997/2/23,2.6,9.1,-2.0
1997/2/24,5.2,13.5,-1.9
1997/2/25,9.3,14.5,1.8
1997/2/26,8.3,11.9,4.9
1997/2/27,5.7,12.2,0.5
1997/2/28,11.7,18.9,0.6
1997/3/1,8.5,15.5,1.9
1997/3/2,5.5,11.2,-0.8
1997/3/3,6.4,11.5,3.4
1997/3/4,6.0,11.9,0.6
1997/3/5,7.5,14.9,1.1
1997/3/6,12.2,19.7,2.4
1997/3/7,13.3,19.4,6.7
1997/3/8,7.6,13.6,2.3
1997/3/9,7.1,12.3,2.2
1997/3/10,8.7,14.8,0.3
1997/3/11,9.5,14.5,2.0
1997/3/12,6.1,13.5,-0.2
1997/3/13,10.3,16.8,3.2
1997/3/14,13.2,17.7,10.1
1997/3/15,9.0,10.5,7.2
1997/3/16,7.7,9.1,6.4
1997/3/17,6.4,10.6,0.5
1997/3/18,5.7,13.3,-1.2
1997/3/19,7.1,13.0,2.9
1997/3/20,6.4,12.4,1.6
1997/3/21,7.3,15.3,0.3
1997/3/22,9.6,13.7,5.0
1997/3/23,6.8,14.3,2.3
1997/3/24,4.6,9.1,-0.5
1997/3/25,8.2,16.3,-1.4
1997/3/26,10.4,18.3,4.0
1997/3/27,9.3,14.1,5.6
1997/3/28,11.1,20.0,3.1
1997/3/29,13.5,16.0,10.1
1997/3/30,7.4,12.6,2.4
1997/3/31,6.4,12.2,1.5
