ダウンロードした時刻：2019/10/10 16:17:46

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,9.8,16.1,4.2
2005/12/2,10.0,15.1,6.5
2005/12/3,8.7,15.5,4.6
2005/12/4,6.6,10.6,3.0
2005/12/5,4.7,8.3,1.6
2005/12/6,6.3,13.1,0.6
2005/12/7,6.3,12.9,1.8
2005/12/8,5.8,11.9,2.0
2005/12/9,6.1,12.5,0.8
2005/12/10,7.0,14.2,1.5
2005/12/11,7.3,12.9,3.9
2005/12/12,4.7,9.1,1.4
2005/12/13,2.9,7.9,-0.5
2005/12/14,2.7,8.3,-2.0
2005/12/15,3.5,10.2,-2.2
2005/12/16,4.1,10.1,-0.5
2005/12/17,3.1,9.7,-0.7
2005/12/18,1.0,5.8,-2.2
2005/12/19,3.1,10.6,-2.5
2005/12/20,4.6,11.3,-1.1
2005/12/21,4.6,12.2,0.4
2005/12/22,0.8,4.1,-1.7
2005/12/23,3.8,10.5,-2.4
2005/12/24,4.9,9.4,1.1
2005/12/25,5.0,11.4,-1.2
2005/12/26,5.7,12.0,1.0
2005/12/27,4.1,10.1,-1.1
2005/12/28,4.8,10.9,-1.1
2005/12/29,5.7,12.0,0.1
2005/12/30,7.0,13.4,1.2
2005/12/31,7.5,12.9,3.0
2006/1/1,8.3,12.2,4.9
2006/1/2,9.0,14.7,4.7
2006/1/3,6.5,12.2,2.2
2006/1/4,5.4,9.3,2.1
2006/1/5,4.7,8.5,2.4
2006/1/6,3.7,7.5,0.0
2006/1/7,3.3,8.7,-0.9
2006/1/8,3.5,10.5,-1.6
2006/1/9,4.1,12.6,-1.0
2006/1/10,5.4,12.7,-0.6
2006/1/11,5.8,12.9,0.1
2006/1/12,7.5,14.8,0.4
2006/1/13,10.5,13.0,8.6
2006/1/14,14.5,17.5,10.3
2006/1/15,11.0,15.3,7.3
2006/1/16,9.2,15.1,3.9
2006/1/17,9.4,14.6,5.0
2006/1/18,7.0,8.3,3.8
2006/1/19,6.0,9.8,2.8
2006/1/20,7.2,11.1,4.6
2006/1/21,7.1,10.5,4.7
2006/1/22,6.7,12.1,1.7
2006/1/23,4.0,8.1,0.6
2006/1/24,4.1,11.2,-2.0
2006/1/25,5.2,11.9,0.4
2006/1/26,5.8,12.6,0.3
2006/1/27,6.7,14.2,0.2
2006/1/28,7.5,12.9,3.2
2006/1/29,8.1,15.2,0.9
2006/1/30,12.2,15.9,9.9
2006/1/31,12.6,16.0,10.6
2006/2/1,12.2,16.5,8.0
2006/2/2,8.9,14.7,3.7
2006/2/3,7.5,12.8,1.5
2006/2/4,2.5,7.3,-0.2
2006/2/5,3.3,8.9,-1.9
2006/2/6,4.6,6.6,2.6
2006/2/7,7.7,14.9,4.0
2006/2/8,3.9,6.6,0.4
2006/2/9,4.0,9.2,0.7
2006/2/10,4.8,11.9,-1.9
2006/2/11,7.6,14.1,1.2
2006/2/12,6.4,11.9,2.1
2006/2/13,6.4,14.3,-1.1
2006/2/14,9.6,15.2,3.2
2006/2/15,15.0,20.6,10.3
2006/2/16,15.0,16.9,11.6
2006/2/17,10.0,14.3,5.2
2006/2/18,6.4,11.1,1.1
2006/2/19,7.9,11.3,4.2
2006/2/20,9.2,10.9,6.8
2006/2/21,12.1,18.2,8.0
2006/2/22,13.8,18.7,9.7
2006/2/23,12.6,17.3,9.2
2006/2/24,10.2,17.8,4.0
2006/2/25,11.7,17.7,4.5
2006/2/26,16.2,22.3,11.8
2006/2/27,10.1,14.6,6.4
2006/2/28,10.0,16.5,3.0
2006/3/1,9.9,12.0,5.9
2006/3/2,6.9,11.9,3.2
2006/3/3,5.2,11.5,0.9
2006/3/4,6.1,12.9,0.7
2006/3/5,8.9,15.5,1.4
2006/3/6,10.4,13.1,7.5
2006/3/7,11.1,17.3,5.7
2006/3/8,12.7,19.9,5.8
2006/3/9,12.1,16.5,7.1
2006/3/10,12.5,16.6,9.9
2006/3/11,13.3,19.1,7.1
2006/3/12,12.0,15.7,6.2
2006/3/13,4.9,9.6,1.1
2006/3/14,3.8,9.2,0.1
2006/3/15,6.9,13.6,-0.4
2006/3/16,10.0,17.6,6.6
2006/3/17,13.6,20.5,7.2
2006/3/18,10.2,13.2,7.5
2006/3/19,10.4,14.6,5.0
2006/3/20,8.1,13.8,1.6
2006/3/21,11.1,17.2,4.7
2006/3/22,11.4,12.6,10.2
2006/3/23,14.3,20.8,10.5
2006/3/24,12.3,16.9,8.6
2006/3/25,11.2,18.0,5.0
2006/3/26,12.3,19.4,7.0
2006/3/27,13.5,19.1,7.2
2006/3/28,13.2,18.8,6.1
2006/3/29,7.8,13.6,4.0
2006/3/30,7.2,14.8,3.1
2006/3/31,8.4,14.0,2.2
