ダウンロードした時刻：2017/07/24 15:43:32

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,0.8,1.4,0.2
1990/1/2,1.8,6.0,-0.4
1990/1/3,1.4,4.2,-0.7
1990/1/4,1.3,4.2,-0.3
1990/1/5,3.7,8.6,-0.2
1990/1/6,5.2,8.8,0.8
1990/1/7,3.4,6.0,0.8
1990/1/8,3.8,8.8,0.0
1990/1/9,5.9,9.9,1.4
1990/1/10,11.3,16.3,5.4
1990/1/11,6.3,8.6,1.8
1990/1/12,6.9,12.8,1.4
1990/1/13,2.9,7.6,0.6
1990/1/14,2.8,7.6,0.0
1990/1/15,3.9,6.7,1.2
1990/1/16,3.9,7.5,1.5
1990/1/17,4.1,7.8,0.8
1990/1/18,6.8,11.3,0.7
1990/1/19,7.0,8.6,4.9
1990/1/20,1.7,5.2,-0.4
1990/1/21,1.0,6.6,-1.2
1990/1/22,2.8,7.9,-2.3
1990/1/23,0.7,3.5,-2.1
1990/1/24,-1.2,2.9,-3.3
1990/1/25,-1.1,2.1,-4.1
1990/1/26,-1.1,1.1,-3.1
1990/1/27,-0.1,2.5,-2.5
1990/1/28,0.5,2.6,-1.1
1990/1/29,4.9,7.7,0.7
1990/1/30,4.3,6.9,3.1
1990/1/31,1.8,3.6,0.8
1990/2/1,3.9,6.5,0.8
1990/2/2,2.5,6.8,-0.8
1990/2/3,2.8,4.7,-0.8
1990/2/4,4.7,6.4,2.3
1990/2/5,4.1,7.3,0.6
1990/2/6,3.9,10.1,-0.7
1990/2/7,5.5,10.7,-0.6
1990/2/8,6.1,7.2,5.6
1990/2/9,5.4,9.4,0.0
1990/2/10,8.0,15.1,-2.0
1990/2/11,11.2,16.1,5.3
1990/2/12,5.0,8.7,1.9
1990/2/13,5.1,8.2,2.3
1990/2/14,5.3,6.4,2.4
1990/2/15,6.6,8.2,4.7
1990/2/16,6.6,7.6,4.9
1990/2/17,7.0,10.0,3.6
1990/2/18,6.2,11.1,1.2
1990/2/19,11.9,16.2,6.3
1990/2/20,11.9,15.9,6.7
1990/2/21,8.6,13.3,4.2
1990/2/22,10.2,14.8,6.0
1990/2/23,12.7,14.6,10.5
1990/2/24,9.6,13.3,8.2
1990/2/25,7.7,9.2,7.0
1990/2/26,8.4,10.5,6.8
1990/2/27,6.1,7.6,3.8
1990/2/28,5.3,8.2,2.4
1990/3/1,5.6,8.6,0.9
1990/3/2,7.8,8.4,7.0
1990/3/3,7.3,8.6,5.9
1990/3/4,5.6,9.4,0.6
1990/3/5,4.1,10.1,-0.5
1990/3/6,4.9,10.3,-0.7
1990/3/7,5.2,11.1,0.9
1990/3/8,3.4,7.4,0.3
1990/3/9,5.5,12.3,-1.2
1990/3/10,7.8,17.0,0.8
1990/3/11,10.8,17.0,2.1
1990/3/12,9.4,15.8,4.9
1990/3/13,6.0,9.9,0.4
1990/3/14,8.1,15.3,-1.4
1990/3/15,10.8,14.2,7.3
1990/3/16,7.9,12.0,2.9
1990/3/17,6.6,11.4,2.2
1990/3/18,7.8,14.3,2.4
1990/3/19,7.8,13.8,3.6
1990/3/20,8.0,15.1,2.6
1990/3/21,6.8,11.8,1.8
1990/3/22,8.3,17.7,0.0
1990/3/23,13.6,23.0,5.0
1990/3/24,12.4,18.3,8.7
1990/3/25,7.4,8.8,6.6
1990/3/26,6.3,9.4,1.5
1990/3/27,7.4,13.6,-0.6
1990/3/28,8.3,9.4,7.3
1990/3/29,9.8,11.8,7.9
1990/3/30,11.5,15.8,6.9
1990/3/31,12.5,15.1,9.6
1990/4/1,13.2,16.8,11.3
1990/4/2,12.5,18.0,7.1
1990/4/3,15.5,22.8,4.3
1990/4/4,12.2,17.6,6.1
1990/4/5,5.3,9.3,1.8
1990/4/6,9.5,17.1,1.2
1990/4/7,10.9,14.5,5.2
1990/4/8,11.9,16.8,6.0
1990/4/9,11.6,20.2,4.0
1990/4/10,13.2,20.7,6.9
1990/4/11,14.4,21.8,6.9
1990/4/12,17.6,23.5,10.5
1990/4/13,17.4,20.3,14.0
1990/4/14,13.3,16.8,9.8
1990/4/15,10.3,14.5,8.0
1990/4/16,9.6,14.8,5.4
1990/4/17,9.3,13.6,6.8
1990/4/18,8.0,11.0,4.7
1990/4/19,8.4,13.4,4.2
1990/4/20,11.0,17.9,3.4
1990/4/21,12.5,17.6,9.4
1990/4/22,13.9,18.3,9.3
1990/4/23,11.8,14.9,7.0
1990/4/24,9.1,14.4,5.1
1990/4/25,12.0,20.7,2.6
1990/4/26,17.0,23.8,10.3
1990/4/27,16.7,25.2,10.4
1990/4/28,17.5,26.9,12.7
1990/4/29,12.9,19.8,7.2
1990/4/30,11.3,16.6,4.9
1990/5/1,12.3,13.8,8.9
