É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:17

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1981/12/1,4.1,5.8,2.7
1981/12/2,3.2,8.7,-2.5
1981/12/3,0.9,7.8,-5.1
1981/12/4,2.6,9.9,-5.4
1981/12/5,3.6,10.0,-2.4
1981/12/6,3.8,9.6,-2.8
1981/12/7,4.9,10.0,0.1
1981/12/8,3.2,10.0,-1.7
1981/12/9,4.3,9.9,-2.4
1981/12/10,2.9,10.6,-2.4
1981/12/11,3.7,9.0,-4.2
1981/12/12,5.1,13.2,-1.1
1981/12/13,3.8,9.7,-0.4
1981/12/14,0.9,7.0,-4.1
1981/12/15,0.7,6.8,-4.5
1981/12/16,1.7,9.9,-6.2
1981/12/17,2.3,10.3,-4.5
1981/12/18,2.3,10.2,-4.4
1981/12/19,4.3,9.2,-3.4
1981/12/20,4.8,11.5,-1.4
1981/12/21,3.1,11.5,-3.4
1981/12/22,3.4,11.6,-3.4
1981/12/23,3.6,10.6,-2.3
1981/12/24,2.9,11.2,-2.6
1981/12/25,1.0,6.0,-5.6
1981/12/26,1.8,9.7,-4.9
1981/12/27,4.8,14.6,-3.6
1981/12/28,7.2,16.0,-1.1
1981/12/29,8.3,13.6,1.5
1981/12/30,7.4,12.0,2.8
1981/12/31,3.7,5.0,1.5
1982/1/1,4.2,11.3,-3.0
1982/1/2,3.1,11.6,-2.5
1982/1/3,0.6,7.3,-5.9
1982/1/4,5.1,7.7,-2.0
1982/1/5,9.7,16.1,6.0
1982/1/6,4.2,7.3,-0.4
1982/1/7,0.3,8.1,-4.3
1982/1/8,-0.6,4.2,-8.1
1982/1/9,1.2,7.5,-4.8
1982/1/10,3.4,10.1,-3.9
1982/1/11,3.6,5.3,1.7
1982/1/12,5.5,10.8,-0.1
1982/1/13,3.8,9.5,-1.3
1982/1/14,1.5,8.2,-3.1
1982/1/15,1.8,8.6,-5.5
1982/1/16,0.5,3.1,-1.4
1982/1/17,0.0,6.6,-5.2
1982/1/18,-0.3,4.8,-7.6
1982/1/19,1.7,8.3,-3.6
1982/1/20,0.1,6.4,-5.2
1982/1/21,0.9,11.0,-7.2
1982/1/22,5.0,11.5,-3.8
1982/1/23,4.6,11.7,-2.7
1982/1/24,2.3,9.4,-4.2
1982/1/25,4.0,9.6,-2.1
1982/1/26,2.7,8.1,-4.4
1982/1/27,3.8,8.4,-0.2
1982/1/28,2.8,7.9,-2.0
1982/1/29,-0.9,2.4,-3.9
1982/1/30,-1.1,4.8,-7.0
1982/1/31,0.0,6.4,-8.8
1982/2/1,0.8,8.2,-4.8
1982/2/2,-0.6,6.1,-5.7
1982/2/3,0.1,7.6,-7.5
1982/2/4,1.7,8.9,-3.4
1982/2/5,0.0,6.2,-5.1
1982/2/6,-0.8,5.2,-8.2
1982/2/7,-1.2,3.2,-5.3
1982/2/8,-1.3,5.8,-8.6
1982/2/9,-0.7,5.9,-8.1
1982/2/10,0.6,6.5,-4.2
1982/2/11,0.6,8.8,-7.8
1982/2/12,3.0,8.3,-4.1
1982/2/13,3.0,7.2,-2.2
1982/2/14,0.7,7.4,-5.3
1982/2/15,1.0,8.6,-7.4
1982/2/16,4.0,11.9,-5.0
1982/2/17,3.8,6.2,-0.6
1982/2/18,4.0,10.5,-2.4
1982/2/19,5.7,9.6,1.7
1982/2/20,8.1,15.3,4.7
1982/2/21,6.1,9.7,3.1
1982/2/22,4.6,10.7,0.2
1982/2/23,3.3,9.7,-2.4
1982/2/24,2.1,3.9,1.0
1982/2/25,2.5,5.9,-0.9
1982/2/26,0.3,7.4,-6.5
1982/2/27,2.5,9.9,-5.4
1982/2/28,6.1,13.2,-3.1
1982/3/1,4.1,7.2,1.7
1982/3/2,2.7,8.2,-1.8
1982/3/3,2.3,10.2,-4.6
1982/3/4,5.4,11.7,-3.7
1982/3/5,8.9,15.0,4.8
1982/3/6,7.2,10.8,4.3
1982/3/7,3.7,9.1,-2.1
1982/3/8,2.0,7.3,-4.9
1982/3/9,5.0,13.0,-3.2
1982/3/10,5.9,13.1,-2.5
1982/3/11,8.6,17.7,-0.5
1982/3/12,9.8,14.8,1.8
1982/3/13,10.5,19.1,5.4
1982/3/14,7.1,12.6,3.1
1982/3/15,7.9,10.5,5.7
1982/3/16,13.5,20.8,7.9
1982/3/17,8.4,13.8,4.8
1982/3/18,6.9,14.4,0.7
1982/3/19,5.8,12.3,-2.0
1982/3/20,5.8,7.0,3.8
1982/3/21,9.4,12.3,6.1
1982/3/22,10.9,20.1,2.7
1982/3/23,10.8,18.1,2.8
1982/3/24,9.8,18.4,4.8
1982/3/25,5.2,11.0,1.0
1982/3/26,4.4,9.9,-1.6
1982/3/27,4.4,11.4,-2.0
1982/3/28,4.9,12.4,-0.3
1982/3/29,5.5,13.0,-3.7
1982/3/30,9.2,17.8,-0.7
1982/3/31,10.5,13.1,5.8
