ダウンロードした時刻：2019/10/10 15:33:52

,江差,江差,江差
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,4.3,6.9,0.9
1989/12/2,8.8,11.7,6.8
1989/12/3,10.1,13.6,7.2
1989/12/4,8.8,14.4,-0.1
1989/12/5,1.3,2.8,-0.4
1989/12/6,1.9,2.9,1.0
1989/12/7,4.5,6.1,2.6
1989/12/8,3.7,9.2,0.4
1989/12/9,0.2,3.0,-1.5
1989/12/10,0.9,2.9,-0.7
1989/12/11,3.1,6.4,-0.9
1989/12/12,-0.2,0.7,-1.4
1989/12/13,0.5,1.4,-0.8
1989/12/14,1.9,3.2,-0.6
1989/12/15,4.8,6.9,2.6
1989/12/16,4.8,6.4,1.9
1989/12/17,2.0,4.0,-0.4
1989/12/18,-3.7,2.4,-5.8
1989/12/19,-4.9,-3.5,-6.3
1989/12/20,-1.0,3.6,-4.9
1989/12/21,3.7,5.3,0.6
1989/12/22,1.6,4.1,-1.5
1989/12/23,2.9,4.8,0.0
1989/12/24,1.3,5.5,-1.8
1989/12/25,1.5,6.8,-2.6
1989/12/26,5.2,9.3,-1.3
1989/12/27,1.6,6.5,-2.0
1989/12/28,-1.5,-0.1,-3.0
1989/12/29,0.2,1.2,-0.8
1989/12/30,0.7,4.4,-3.0
1989/12/31,-0.2,3.3,-4.1
1990/1/1,-0.6,1.8,-2.8
1990/1/2,-0.3,1.8,-1.8
1990/1/3,0.2,1.8,-2.2
1990/1/4,0.1,1.7,-3.6
1990/1/5,0.4,1.4,-1.3
1990/1/6,1.3,3.3,-1.1
1990/1/7,1.3,2.1,-0.9
1990/1/8,3.6,5.0,1.2
1990/1/9,6.9,7.9,4.5
1990/1/10,5.0,7.6,1.3
1990/1/11,0.9,2.8,-1.5
1990/1/12,1.7,4.0,-0.6
1990/1/13,-3.6,0.8,-5.6
1990/1/14,-4.2,-2.6,-5.5
1990/1/15,-4.7,-3.3,-6.0
1990/1/16,-3.7,-2.2,-4.8
1990/1/17,-2.1,-0.8,-5.3
1990/1/18,1.1,5.5,-2.1
1990/1/19,-1.5,1.7,-4.6
1990/1/20,-5.1,-3.9,-6.5
1990/1/21,-4.7,-2.6,-7.5
1990/1/22,-3.3,0.7,-7.2
1990/1/23,-6.4,-4.8,-8.8
1990/1/24,-4.9,-3.2,-7.1
1990/1/25,-7.0,-4.8,-9.4
1990/1/26,-4.4,-2.0,-7.4
1990/1/27,-4.3,-3.0,-6.0
1990/1/28,-3.1,-0.5,-5.5
1990/1/29,-1.4,0.0,-3.7
1990/1/30,-4.2,-1.2,-7.2
1990/1/31,-4.6,-3.3,-7.1
1990/2/1,-4.6,-2.2,-6.7
1990/2/2,-1.0,1.3,-4.6
1990/2/3,2.3,4.8,-0.3
1990/2/4,0.0,2.8,-2.1
1990/2/5,0.5,4.1,-1.9
1990/2/6,2.0,4.0,-1.8
1990/2/7,0.8,3.0,-1.1
1990/2/8,-0.5,0.7,-1.7
1990/2/9,0.0,1.3,-2.7
1990/2/10,2.3,4.1,0.6
1990/2/11,4.9,8.0,3.0
1990/2/12,0.9,4.3,-0.8
1990/2/13,-1.2,0.2,-3.1
1990/2/14,-1.0,0.0,-2.1
1990/2/15,-0.3,4.2,-4.9
1990/2/16,1.6,6.1,-2.8
1990/2/17,1.7,4.2,-1.8
1990/2/18,1.5,4.7,-2.2
1990/2/19,3.0,5.2,-1.3
1990/2/20,6.5,9.0,3.5
1990/2/21,5.7,7.3,3.4
1990/2/22,5.2,8.7,1.2
1990/2/23,5.9,8.3,1.9
1990/2/24,4.2,5.5,2.7
1990/2/25,3.9,5.7,1.9
1990/2/26,2.2,3.7,0.6
1990/2/27,0.2,1.6,-1.1
1990/2/28,0.8,3.0,-1.7
1990/3/1,2.1,4.1,-1.6
1990/3/2,2.2,7.1,-1.8
1990/3/3,3.6,6.4,-0.8
1990/3/4,4.2,6.9,1.9
1990/3/5,3.2,4.4,1.0
1990/3/6,4.9,7.1,2.0
1990/3/7,2.3,4.9,0.3
1990/3/8,2.0,2.9,0.9
1990/3/9,4.5,8.3,-0.8
1990/3/10,4.9,9.4,-0.2
1990/3/11,7.2,10.2,1.5
1990/3/12,5.8,9.0,2.5
1990/3/13,1.7,2.7,0.6
1990/3/14,3.8,5.9,1.8
1990/3/15,3.4,6.3,-0.1
1990/3/16,4.7,7.1,-0.6
1990/3/17,4.0,7.7,-1.0
1990/3/18,5.6,8.2,1.4
1990/3/19,7.0,8.6,4.7
1990/3/20,5.9,8.0,4.8
1990/3/21,4.8,6.4,1.9
1990/3/22,5.9,7.6,3.9
1990/3/23,6.6,8.5,4.5
1990/3/24,3.7,5.4,1.0
1990/3/25,1.0,4.4,-1.3
1990/3/26,1.7,4.5,-3.0
1990/3/27,4.7,6.6,-0.2
1990/3/28,4.1,8.6,0.6
1990/3/29,6.4,12.7,0.2
1990/3/30,5.1,10.1,-0.1
1990/3/31,7.6,14.1,1.0
