ダウンロードした時刻：2019/10/10 16:09:18

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,12.7,18.9,7.9
1992/12/2,11.1,14.6,7.6
1992/12/3,9.1,15.6,4.9
1992/12/4,9.3,15.0,4.5
1992/12/5,8.8,14.5,3.8
1992/12/6,10.3,15.0,5.7
1992/12/7,13.8,16.1,10.9
1992/12/8,14.4,17.5,9.7
1992/12/9,11.0,15.7,6.4
1992/12/10,12.1,16.7,9.0
1992/12/11,6.4,10.0,4.1
1992/12/12,6.3,9.1,3.6
1992/12/13,8.9,16.4,4.1
1992/12/14,5.6,9.5,2.6
1992/12/15,4.7,8.9,2.1
1992/12/16,5.5,9.6,2.2
1992/12/17,6.5,12.6,3.2
1992/12/18,7.4,13.0,3.6
1992/12/19,6.8,12.0,2.4
1992/12/20,7.4,8.8,5.8
1992/12/21,9.8,11.9,8.1
1992/12/22,8.2,13.5,4.8
1992/12/23,5.5,9.5,2.9
1992/12/24,3.0,4.4,2.1
1992/12/25,4.1,7.6,1.8
1992/12/26,5.1,11.1,0.2
1992/12/27,6.1,9.0,2.0
1992/12/28,10.4,13.9,7.9
1992/12/29,10.3,15.3,5.3
1992/12/30,7.2,13.5,2.6
1992/12/31,7.4,12.6,3.8
1993/1/1,5.9,12.2,1.5
1993/1/2,6.8,13.3,2.5
1993/1/3,7.3,12.0,2.3
1993/1/4,8.6,12.9,5.4
1993/1/5,6.3,12.5,1.8
1993/1/6,5.3,8.9,2.5
1993/1/7,8.3,12.0,6.0
1993/1/8,9.5,12.7,6.4
1993/1/9,6.0,7.4,3.6
1993/1/10,7.6,9.1,6.0
1993/1/11,9.8,13.6,6.6
1993/1/12,7.5,11.0,3.6
1993/1/13,8.9,11.7,7.0
1993/1/14,8.7,10.0,7.5
1993/1/15,9.5,11.5,7.2
1993/1/16,7.8,11.3,4.4
1993/1/17,6.0,9.7,3.7
1993/1/18,4.5,9.2,1.9
1993/1/19,3.2,7.3,1.0
1993/1/20,3.8,8.8,1.2
1993/1/21,3.9,9.7,0.1
1993/1/22,5.1,10.5,1.1
1993/1/23,5.4,9.3,1.4
1993/1/24,7.1,12.7,2.7
1993/1/25,8.6,14.2,4.7
1993/1/26,9.0,13.4,5.0
1993/1/27,4.8,9.8,0.9
1993/1/28,0.8,3.4,-1.3
1993/1/29,3.5,8.0,-0.3
1993/1/30,5.7,10.5,2.1
1993/1/31,6.2,11.9,0.1
1993/2/1,3.4,7.1,1.5
1993/2/2,2.8,6.0,0.1
1993/2/3,4.8,10.6,-0.7
1993/2/4,8.4,15.1,4.2
1993/2/5,7.2,13.6,0.7
1993/2/6,11.2,19.2,2.9
1993/2/7,13.1,17.8,6.4
1993/2/8,5.2,8.9,2.7
1993/2/9,4.7,8.3,2.6
1993/2/10,6.0,10.7,3.0
1993/2/11,5.9,12.2,0.9
1993/2/12,6.5,13.1,2.7
1993/2/13,7.5,13.4,0.7
1993/2/14,8.0,12.1,3.3
1993/2/15,6.6,12.8,0.3
1993/2/16,9.4,13.6,6.3
1993/2/17,11.0,13.2,9.3
1993/2/18,9.0,14.0,4.4
1993/2/19,7.3,13.6,3.8
1993/2/20,6.9,13.0,0.6
1993/2/21,8.2,9.8,6.3
1993/2/22,10.1,14.1,4.7
1993/2/23,1.8,5.7,-0.3
1993/2/24,2.6,8.1,-1.1
1993/2/25,3.3,8.3,-0.7
1993/2/26,5.4,10.2,0.8
1993/2/27,6.2,10.7,1.8
1993/2/28,8.9,14.4,6.0
1993/3/1,4.1,7.7,0.7
1993/3/2,3.1,8.6,-0.9
1993/3/3,5.3,11.9,-0.7
1993/3/4,7.5,15.1,1.4
1993/3/5,8.4,15.7,0.9
1993/3/6,10.7,15.9,3.9
1993/3/7,10.2,14.8,6.1
1993/3/8,6.7,9.8,4.9
1993/3/9,7.0,12.5,0.8
1993/3/10,8.8,14.7,4.6
1993/3/11,8.1,12.4,2.6
1993/3/12,8.0,13.3,3.6
1993/3/13,8.4,14.8,2.1
1993/3/14,7.8,12.4,2.0
1993/3/15,7.3,9.0,5.4
1993/3/16,5.6,9.1,3.5
1993/3/17,5.6,9.6,3.1
1993/3/18,6.2,12.8,1.0
1993/3/19,6.0,11.8,1.1
1993/3/20,6.3,12.2,1.0
1993/3/21,7.4,14.2,0.5
1993/3/22,10.4,16.1,5.0
1993/3/23,12.4,18.0,6.2
1993/3/24,12.3,14.7,11.2
1993/3/25,13.7,17.3,11.5
1993/3/26,12.6,15.7,10.1
1993/3/27,13.2,18.8,7.1
1993/3/28,10.6,12.2,7.8
1993/3/29,7.3,11.3,3.1
1993/3/30,7.8,13.6,0.8
1993/3/31,11.3,14.5,7.2
