ダウンロードした時刻：2019/10/10 15:34:25

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,1.6,3.9,-1.1
1989/12/2,7.2,11.3,0.5
1989/12/3,7.5,12.1,1.0
1989/12/4,9.1,16.0,-1.4
1989/12/5,-0.4,1.1,-2.7
1989/12/6,0.8,2.0,-0.3
1989/12/7,3.2,7.1,-3.0
1989/12/8,2.5,7.1,-0.3
1989/12/9,-1.5,0.3,-4.0
1989/12/10,-1.3,0.6,-5.5
1989/12/11,0.7,6.7,-3.4
1989/12/12,-3.2,-0.1,-6.2
1989/12/13,-1.6,-0.3,-4.0
1989/12/14,1.9,4.3,-2.0
1989/12/15,3.4,5.5,0.8
1989/12/16,2.4,7.4,-2.0
1989/12/17,0.4,5.3,-4.3
1989/12/18,-4.7,-0.1,-8.2
1989/12/19,-7.5,-3.3,-9.7
1989/12/20,-3.2,1.6,-8.9
1989/12/21,1.4,6.6,-2.6
1989/12/22,1.0,5.6,-2.4
1989/12/23,0.1,6.0,-5.3
1989/12/24,1.2,5.0,-3.8
1989/12/25,1.8,5.0,-1.8
1989/12/26,4.6,8.4,-2.2
1989/12/27,1.7,6.9,-2.3
1989/12/28,-3.6,-1.6,-4.6
1989/12/29,-0.6,1.6,-3.3
1989/12/30,-1.2,3.9,-5.0
1989/12/31,-2.1,3.4,-6.1
1990/1/1,-2.3,2.7,-6.2
1990/1/2,-1.2,3.6,-5.9
1990/1/3,-1.0,3.0,-4.8
1990/1/4,-1.4,2.2,-4.6
1990/1/5,-1.4,2.6,-3.2
1990/1/6,-0.3,1.4,-3.2
1990/1/7,-1.5,2.0,-5.8
1990/1/8,1.9,5.3,-3.9
1990/1/9,5.6,8.1,2.6
1990/1/10,4.5,6.8,2.5
1990/1/11,-0.1,4.2,-3.4
1990/1/12,-0.4,3.2,-2.8
1990/1/13,-5.7,-1.1,-8.8
1990/1/14,-6.1,-4.3,-8.9
1990/1/15,-7.0,-5.2,-7.8
1990/1/16,-6.1,-3.0,-9.6
1990/1/17,-6.3,-2.9,-10.8
1990/1/18,-0.9,3.0,-6.7
1990/1/19,-2.4,0.3,-6.1
1990/1/20,-7.3,-4.2,-9.7
1990/1/21,-7.3,-4.8,-13.0
1990/1/22,-4.8,0.5,-11.7
1990/1/23,-8.7,-5.6,-11.0
1990/1/24,-7.9,-4.1,-12.9
1990/1/25,-8.4,-5.7,-11.8
1990/1/26,-5.5,-1.0,-10.0
1990/1/27,-6.4,-2.0,-10.1
1990/1/28,-5.8,-2.3,-12.9
1990/1/29,-3.3,-0.5,-7.9
1990/1/30,-6.0,-2.6,-10.8
1990/1/31,-7.5,-2.5,-11.9
1990/2/1,-5.7,-1.3,-9.6
1990/2/2,-3.7,0.4,-12.1
1990/2/3,-0.2,4.6,-4.8
1990/2/4,-1.6,2.4,-6.8
1990/2/5,-0.1,1.9,-2.1
1990/2/6,1.2,3.5,-0.8
1990/2/7,0.4,4.1,-3.0
1990/2/8,-1.6,2.5,-5.5
1990/2/9,-2.3,1.6,-7.6
1990/2/10,2.2,5.3,-4.1
1990/2/11,4.7,8.4,2.7
1990/2/12,0.2,3.2,-2.8
1990/2/13,-3.2,-1.1,-4.5
1990/2/14,-2.6,1.0,-5.0
1990/2/15,-0.8,3.5,-7.1
1990/2/16,0.8,3.1,-2.3
1990/2/17,0.8,5.4,-3.8
1990/2/18,1.1,5.3,-2.4
1990/2/19,2.3,4.0,-2.1
1990/2/20,5.7,8.1,3.3
1990/2/21,4.9,9.1,2.8
1990/2/22,5.8,10.5,2.7
1990/2/23,4.6,5.6,2.8
1990/2/24,3.9,4.8,2.8
1990/2/25,3.3,6.2,0.7
1990/2/26,1.1,5.9,-1.8
1990/2/27,-0.5,3.9,-3.9
1990/2/28,-0.3,3.3,-5.7
1990/3/1,1.6,6.7,-2.5
1990/3/2,1.2,6.3,-5.1
1990/3/3,3.3,4.5,2.0
1990/3/4,3.5,7.8,-0.4
1990/3/5,1.0,4.9,-1.2
1990/3/6,2.0,7.5,-1.7
1990/3/7,1.5,4.7,-0.7
1990/3/8,0.7,4.1,-0.8
1990/3/9,3.2,9.6,-3.5
1990/3/10,4.6,10.6,-1.7
1990/3/11,6.2,11.1,-0.8
1990/3/12,6.1,8.9,0.5
1990/3/13,0.0,2.5,-1.5
1990/3/14,2.4,7.4,-4.6
1990/3/15,3.0,5.3,1.5
1990/3/16,2.9,8.4,-1.3
1990/3/17,3.4,9.1,-1.7
1990/3/18,3.0,9.7,-2.9
1990/3/19,5.6,10.6,-1.8
1990/3/20,5.4,8.8,0.2
1990/3/21,4.0,9.2,-1.9
1990/3/22,4.6,9.8,-1.0
1990/3/23,5.6,8.7,2.5
1990/3/24,3.4,5.2,1.4
1990/3/25,0.5,4.0,-2.1
1990/3/26,0.1,5.6,-4.0
1990/3/27,3.4,9.0,-2.2
1990/3/28,4.0,9.4,-2.1
1990/3/29,4.8,11.7,-0.7
1990/3/30,4.8,10.2,-1.4
1990/3/31,7.6,13.5,-0.6
