ダウンロードした時刻：2019/10/10 16:24:17

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,14.1,18.1,11.9
2011/12/2,12.7,14.4,11.6
2011/12/3,12.8,16.2,8.7
2011/12/4,10.4,15.3,5.9
2011/12/5,11.4,17.0,7.0
2011/12/6,12.3,17.7,8.5
2011/12/7,11.0,14.0,7.6
2011/12/8,9.9,11.8,8.8
2011/12/9,7.0,8.9,4.2
2011/12/10,6.6,8.8,4.8
2011/12/11,6.9,9.8,3.7
2011/12/12,7.6,13.0,3.6
2011/12/13,9.2,15.8,2.0
2011/12/14,10.8,17.1,5.4
2011/12/15,9.2,14.2,5.7
2011/12/16,4.5,8.2,-0.1
2011/12/17,3.2,7.3,-0.3
2011/12/18,5.0,9.6,-0.3
2011/12/19,6.0,11.1,1.8
2011/12/20,4.6,10.5,-0.9
2011/12/21,7.0,11.6,2.2
2011/12/22,6.9,11.0,3.1
2011/12/23,3.8,7.9,0.1
2011/12/24,2.9,9.0,-2.2
2011/12/25,3.1,6.6,0.8
2011/12/26,3.3,7.2,-0.8
2011/12/27,3.3,10.2,-2.1
2011/12/28,3.6,9.9,-1.3
2011/12/29,5.5,12.1,-0.7
2011/12/30,6.0,12.8,0.2
2011/12/31,6.3,12.8,-0.5
2012/1/1,7.0,8.7,5.4
2012/1/2,5.3,9.1,2.0
2012/1/3,5.6,10.0,3.1
2012/1/4,3.0,5.7,-1.3
2012/1/5,2.1,7.6,-2.7
2012/1/6,2.9,9.0,-2.3
2012/1/7,4.4,11.4,-2.0
2012/1/8,5.4,11.4,-1.2
2012/1/9,7.1,12.1,2.5
2012/1/10,4.7,9.3,-0.1
2012/1/11,3.9,8.8,0.8
2012/1/12,3.3,9.5,-1.3
2012/1/13,5.3,8.4,1.0
2012/1/14,5.6,11.2,0.3
2012/1/15,6.4,8.6,3.8
2012/1/16,5.8,7.4,4.1
2012/1/17,6.5,13.0,0.9
2012/1/18,8.1,14.8,1.3
2012/1/19,9.7,11.6,8.5
2012/1/20,10.6,15.0,8.3
2012/1/21,10.1,15.2,6.5
2012/1/22,8.3,12.8,6.4
2012/1/23,4.3,7.4,0.8
2012/1/24,2.6,5.8,-0.1
2012/1/25,1.8,4.6,-1.9
2012/1/26,0.9,6.3,-4.1
2012/1/27,4.1,10.5,-2.2
2012/1/28,6.9,11.5,3.4
2012/1/29,6.8,13.0,1.8
2012/1/30,5.0,11.1,1.1
2012/1/31,3.5,10.1,-2.2
2012/2/1,4.8,9.1,1.7
2012/2/2,-0.7,2.1,-4.8
2012/2/3,-0.7,4.0,-6.7
2012/2/4,4.1,9.6,-0.6
2012/2/5,4.4,9.0,-0.8
2012/2/6,10.0,14.6,6.4
2012/2/7,7.6,11.4,2.9
2012/2/8,1.2,4.5,-0.1
2012/2/9,2.1,6.7,-1.4
2012/2/10,3.8,7.7,0.8
2012/2/11,4.6,10.6,-0.8
2012/2/12,5.2,12.4,-2.3
2012/2/13,7.0,9.0,4.1
2012/2/14,9.6,11.6,8.1
2012/2/15,9.2,11.0,5.3
2012/2/16,6.4,10.5,2.2
2012/2/17,3.7,6.6,1.4
2012/2/18,1.4,5.4,-1.1
2012/2/19,1.8,6.3,-1.8
2012/2/20,3.7,10.6,-3.4
2012/2/21,6.4,9.9,2.6
2012/2/22,9.1,11.3,6.7
2012/2/23,13.2,18.4,9.9
2012/2/24,12.2,18.0,7.9
2012/2/25,8.9,11.5,7.0
2012/2/26,6.9,9.9,3.1
2012/2/27,6.4,13.0,0.2
2012/2/28,7.1,10.8,4.7
2012/2/29,10.4,17.1,4.1
2012/3/1,11.0,14.2,9.2
2012/3/2,11.5,13.0,10.3
2012/3/3,12.1,17.6,8.4
2012/3/4,10.9,12.5,9.0
2012/3/5,11.9,13.1,10.7
2012/3/6,13.0,16.6,9.4
2012/3/7,9.6,11.4,7.8
2012/3/8,8.6,10.7,6.4
2012/3/9,9.6,12.6,7.5
2012/3/10,9.2,14.4,4.8
2012/3/11,6.3,12.1,2.5
2012/3/12,4.6,9.1,1.0
2012/3/13,5.2,11.5,-1.0
2012/3/14,7.0,14.6,-0.4
2012/3/15,9.7,17.1,1.9
2012/3/16,11.3,14.2,7.8
2012/3/17,13.9,15.9,11.9
2012/3/18,12.9,14.7,10.6
2012/3/19,10.9,15.1,7.0
2012/3/20,9.8,14.5,6.6
2012/3/21,9.8,17.0,2.7
2012/3/22,12.0,18.6,3.4
2012/3/23,15.5,19.5,11.3
2012/3/24,10.3,13.7,7.6
2012/3/25,8.7,12.5,6.0
2012/3/26,8.8,13.9,5.4
2012/3/27,9.8,17.3,1.5
2012/3/28,13.1,20.9,5.8
2012/3/29,14.2,22.0,6.2
2012/3/30,17.1,23.6,10.8
2012/3/31,12.7,17.8,10.1
