ダウンロードした時刻：2019/10/10 16:13:10

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,12.5,17.4,8.1
1998/12/2,12.6,16.7,10.2
1998/12/3,10.0,11.5,8.9
1998/12/4,11.3,15.8,6.4
1998/12/5,11.6,13.6,9.7
1998/12/6,10.7,15.1,7.0
1998/12/7,12.2,15.7,7.8
1998/12/8,11.3,13.5,8.4
1998/12/9,8.5,12.7,4.1
1998/12/10,8.4,12.3,4.8
1998/12/11,7.9,11.5,4.8
1998/12/12,8.1,12.8,4.2
1998/12/13,8.0,15.8,2.4
1998/12/14,10.0,16.0,4.2
1998/12/15,12.2,15.0,9.0
1998/12/16,10.8,15.8,7.7
1998/12/17,11.1,16.5,6.0
1998/12/18,9.6,15.3,5.3
1998/12/19,10.8,18.0,5.8
1998/12/20,12.2,15.4,7.6
1998/12/21,8.1,12.6,4.7
1998/12/22,9.2,16.6,2.7
1998/12/23,10.0,16.0,5.2
1998/12/24,9.6,11.9,7.8
1998/12/25,7.9,12.7,3.5
1998/12/26,8.6,14.4,4.6
1998/12/27,8.3,13.7,4.6
1998/12/28,9.0,14.9,4.1
1998/12/29,9.0,15.1,4.6
1998/12/30,10.6,13.4,7.9
1998/12/31,7.9,11.0,5.7
1999/1/1,6.5,9.5,3.8
1999/1/2,7.7,11.6,2.6
1999/1/3,8.3,11.6,5.6
1999/1/4,7.3,11.6,3.4
1999/1/5,7.3,13.8,2.6
1999/1/6,8.5,15.7,2.4
1999/1/7,8.1,12.6,3.4
1999/1/8,3.0,5.6,2.1
1999/1/9,3.5,6.3,2.0
1999/1/10,4.8,7.4,2.6
1999/1/11,6.3,8.0,4.9
1999/1/12,6.7,9.0,5.1
1999/1/13,7.2,10.3,5.1
1999/1/14,7.8,11.9,5.2
1999/1/15,5.4,7.1,4.4
1999/1/16,7.7,10.5,5.6
1999/1/17,6.0,9.3,2.2
1999/1/18,6.1,13.2,0.6
1999/1/19,7.3,10.4,4.0
1999/1/20,9.8,13.9,6.9
1999/1/21,5.9,9.4,2.8
1999/1/22,5.7,12.0,0.5
1999/1/23,8.1,14.7,2.1
1999/1/24,8.2,10.0,6.8
1999/1/25,8.3,11.0,5.9
1999/1/26,8.9,12.3,5.2
1999/1/27,7.5,13.7,1.6
1999/1/28,9.3,14.7,5.2
1999/1/29,5.7,10.6,1.8
1999/1/30,4.9,9.2,2.1
1999/1/31,5.9,11.9,0.6
1999/2/1,7.2,10.1,5.0
1999/2/2,6.6,12.2,1.3
1999/2/3,2.0,4.5,-1.2
1999/2/4,1.8,5.8,-1.4
1999/2/5,3.7,8.9,-1.8
1999/2/6,5.0,8.8,1.6
1999/2/7,6.1,12.6,0.5
1999/2/8,7.3,13.1,1.4
1999/2/9,7.9,13.9,2.6
1999/2/10,7.9,13.3,4.2
1999/2/11,5.1,6.4,3.1
1999/2/12,5.7,9.3,1.5
1999/2/13,3.4,6.5,0.6
1999/2/14,4.6,8.9,-0.2
1999/2/15,5.5,10.1,1.2
1999/2/16,7.5,14.4,1.4
1999/2/17,9.8,17.6,3.1
1999/2/18,8.5,10.5,6.3
1999/2/19,6.3,11.0,2.5
1999/2/20,4.1,9.5,-0.4
1999/2/21,5.2,9.0,2.7
1999/2/22,5.8,9.7,2.4
1999/2/23,7.1,12.7,1.2
1999/2/24,7.5,12.9,4.3
1999/2/25,10.2,14.2,6.8
1999/2/26,10.3,16.5,3.1
1999/2/27,9.9,18.1,4.2
1999/2/28,6.3,10.2,2.9
1999/3/1,8.9,15.9,2.5
1999/3/2,11.0,16.8,4.4
1999/3/3,12.6,17.9,8.3
1999/3/4,11.1,15.7,5.5
1999/3/5,15.7,22.1,10.6
1999/3/6,11.9,15.7,8.7
1999/3/7,8.3,10.5,7.1
1999/3/8,9.7,14.0,6.3
1999/3/9,7.6,9.3,6.4
1999/3/10,8.7,11.8,6.0
1999/3/11,8.5,11.0,7.0
1999/3/12,7.6,11.1,5.4
1999/3/13,8.9,12.9,3.5
1999/3/14,14.5,21.3,7.4
1999/3/15,16.3,20.3,11.6
1999/3/16,11.9,15.8,9.6
1999/3/17,14.0,21.1,6.3
1999/3/18,17.4,24.5,11.9
1999/3/19,15.3,20.7,8.9
1999/3/20,6.8,9.4,4.9
1999/3/21,7.2,9.7,4.9
1999/3/22,5.9,8.6,3.3
1999/3/23,6.7,11.0,2.3
1999/3/24,10.9,16.2,3.4
1999/3/25,13.4,16.6,10.3
1999/3/26,15.9,18.9,13.7
1999/3/27,11.9,15.9,7.5
1999/3/28,9.8,14.9,6.3
1999/3/29,6.8,9.4,4.7
1999/3/30,6.3,9.0,4.4
1999/3/31,11.9,19.3,5.8
