ダウンロードした時刻：2017/07/24 15:39:44

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/1/1,0.7,2.0,0.1
2009/1/2,2.5,5.2,0.7
2009/1/3,2.7,5.7,0.6
2009/1/4,3.4,7.5,0.0
2009/1/5,4.7,9.1,2.0
2009/1/6,3.5,6.5,0.2
2009/1/7,3.1,9.7,-1.1
2009/1/8,3.9,11.4,-1.4
2009/1/9,6.2,10.5,2.4
2009/1/10,1.8,5.2,-0.8
2009/1/11,0.6,3.4,-0.8
2009/1/12,1.7,4.3,-0.1
2009/1/13,2.2,5.2,0.1
2009/1/14,1.5,6.5,-1.5
2009/1/15,-0.1,1.8,-2.5
2009/1/16,1.2,3.9,-1.7
2009/1/17,2.5,6.0,-0.1
2009/1/18,4.0,9.9,-1.0
2009/1/19,5.1,8.2,1.7
2009/1/20,3.6,8.2,1.3
2009/1/21,4.1,9.1,0.6
2009/1/22,5.4,9.8,1.3
2009/1/23,6.8,12.8,1.5
2009/1/24,0.3,3.4,-1.4
2009/1/25,1.7,5.3,-1.6
2009/1/26,2.1,4.2,0.4
2009/1/27,2.0,4.9,-0.2
2009/1/28,3.5,11.4,-1.4
2009/1/29,7.4,14.7,0.5
2009/1/30,8.7,13.2,5.7
2009/1/31,7.9,9.4,5.1
2009/2/1,3.6,5.5,2.4
2009/2/2,4.1,9.1,0.8
2009/2/3,4.4,7.6,1.4
2009/2/4,3.7,9.0,-1.1
2009/2/5,4.5,9.9,-1.2
2009/2/6,5.0,8.8,0.4
2009/2/7,5.2,11.7,-1.3
2009/2/8,5.1,8.3,-0.4
2009/2/9,3.9,10.4,-1.5
2009/2/10,5.5,10.5,1.6
2009/2/11,4.7,10.3,-0.3
2009/2/12,6.4,11.8,2.1
2009/2/13,12.1,18.2,3.6
2009/2/14,11.4,17.4,5.3
2009/2/15,8.3,15.5,1.8
2009/2/16,3.9,8.7,-0.1
2009/2/17,0.1,2.6,-1.4
2009/2/18,1.3,4.0,-1.1
2009/2/19,2.9,6.1,0.0
2009/2/20,5.5,8.5,2.7
2009/2/21,2.6,5.3,0.3
2009/2/22,5.4,11.1,-0.4
2009/2/23,7.0,9.8,3.6
2009/2/24,7.4,13.9,1.8
2009/2/25,9.1,12.1,5.8
2009/2/26,5.6,9.7,2.6
2009/2/27,5.0,7.7,3.0
2009/2/28,6.2,12.5,-0.1
2009/3/1,7.3,13.2,3.1
2009/3/2,4.3,7.0,1.7
2009/3/3,2.9,5.3,0.1
2009/3/4,5.9,9.5,2.4
2009/3/5,7.0,12.2,-0.9
2009/3/6,10.8,12.4,8.4
2009/3/7,6.7,9.9,4.3
2009/3/8,6.6,12.3,2.1
2009/3/9,8.5,14.3,2.1
2009/3/10,7.5,14.1,4.2
2009/3/11,3.4,7.8,0.5
2009/3/12,4.6,9.8,0.6
2009/3/13,9.4,14.7,2.5
2009/3/14,6.0,14.7,1.4
2009/3/15,5.4,10.7,0.5
2009/3/16,9.0,15.1,2.4
2009/3/17,11.9,17.3,7.5
2009/3/18,15.5,24.0,6.1
2009/3/19,17.6,23.2,11.4
2009/3/20,9.2,17.1,3.3
2009/3/21,9.1,15.3,0.9
2009/3/22,14.6,19.9,9.9
2009/3/23,7.4,10.0,3.6
2009/3/24,5.8,11.8,0.6
2009/3/25,4.9,10.4,0.8
2009/3/26,2.9,7.3,0.1
2009/3/27,4.2,8.0,1.2
2009/3/28,5.0,10.3,1.9
2009/3/29,5.0,9.5,1.7
2009/3/30,5.4,11.7,-0.1
2009/3/31,7.8,15.9,0.4
2009/4/1,6.9,9.0,4.6
2009/4/2,6.8,12.2,3.8
2009/4/3,8.4,15.2,2.5
2009/4/4,8.2,11.1,4.5
2009/4/5,10.3,17.1,6.5
2009/4/6,10.7,18.0,3.7
2009/4/7,11.6,19.1,5.7
2009/4/8,12.4,21.8,5.3
2009/4/9,12.6,20.3,5.6
2009/4/10,16.7,26.0,8.1
2009/4/11,15.6,25.0,8.3
2009/4/12,17.6,26.3,9.7
2009/4/13,17.8,24.1,11.6
2009/4/14,14.4,16.1,12.9
2009/4/15,12.8,16.4,9.8
2009/4/16,11.2,13.9,9.6
2009/4/17,12.7,18.2,8.5
2009/4/18,15.0,25.0,6.0
2009/4/19,14.6,22.0,8.5
2009/4/20,18.2,24.3,11.6
2009/4/21,19.5,25.1,14.9
2009/4/22,14.4,17.0,10.3
2009/4/23,11.9,15.2,9.8
2009/4/24,13.1,17.0,8.1
2009/4/25,13.7,15.8,12.8
2009/4/26,10.1,14.2,7.7
2009/4/27,9.6,14.1,6.5
2009/4/28,11.0,17.7,4.5
2009/4/29,12.5,19.3,6.1
2009/4/30,14.9,23.0,6.7
2009/5/1,16.2,24.5,8.9
