ダウンロードした時刻：2019/10/10 16:26:15

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/12/1,10.2,17.0,5.5
2013/12/2,9.9,16.6,5.3
2013/12/3,9.8,17.8,4.8
2013/12/4,9.8,16.7,4.6
2013/12/5,8.7,16.7,2.0
2013/12/6,10.6,16.9,4.8
2013/12/7,10.9,17.8,6.2
2013/12/8,9.1,15.4,4.4
2013/12/9,9.5,14.2,4.2
2013/12/10,10.9,14.6,5.4
2013/12/11,9.0,14.4,3.9
2013/12/12,7.7,12.7,3.3
2013/12/13,8.7,14.6,2.9
2013/12/14,8.3,13.2,4.2
2013/12/15,8.1,14.7,3.0
2013/12/16,7.9,11.7,2.9
2013/12/17,6.8,7.8,6.4
2013/12/18,8.1,10.0,6.2
2013/12/19,7.7,13.9,3.8
2013/12/20,6.5,11.3,2.5
2013/12/21,6.2,10.9,2.5
2013/12/22,6.3,13.0,1.2
2013/12/23,6.7,13.4,0.5
2013/12/24,7.6,13.4,3.1
2013/12/25,6.1,11.0,0.2
2013/12/26,8.9,11.6,6.7
2013/12/27,6.9,10.0,3.4
2013/12/28,4.8,10.2,0.2
2013/12/29,4.6,10.7,-1.1
2013/12/30,7.0,13.2,0.6
2013/12/31,9.3,15.4,3.7
2014/1/1,11.6,16.5,6.1
2014/1/2,9.4,17.0,3.2
2014/1/3,8.2,13.4,3.0
2014/1/4,9.9,16.7,5.5
2014/1/5,8.5,15.0,2.9
2014/1/6,6.6,12.5,1.6
2014/1/7,8.2,14.1,1.2
2014/1/8,11.6,14.7,9.5
2014/1/9,7.2,10.4,1.2
2014/1/10,3.6,9.4,-1.2
2014/1/11,5.0,11.0,-1.7
2014/1/12,7.5,12.1,3.6
2014/1/13,6.1,11.5,1.7
2014/1/14,5.3,9.1,2.5
2014/1/15,5.3,11.4,-0.2
2014/1/16,5.0,12.0,-1.4
2014/1/17,6.3,12.3,0.9
2014/1/18,6.5,12.7,0.7
2014/1/19,4.7,10.6,-0.8
2014/1/20,8.1,15.7,-0.3
2014/1/21,6.8,10.1,2.0
2014/1/22,5.4,11.8,-0.1
2014/1/23,5.4,11.9,-0.9
2014/1/24,8.1,17.2,0.4
2014/1/25,11.4,19.4,3.7
2014/1/26,11.9,17.4,5.8
2014/1/27,4.9,10.7,-0.6
2014/1/28,9.5,19.0,0.9
2014/1/29,9.5,14.8,3.2
2014/1/30,13.7,18.9,8.9
2014/1/31,13.8,18.7,8.9
2014/2/1,13.6,21.0,7.3
2014/2/2,17.1,24.9,13.0
2014/2/3,16.6,23.2,12.3
2014/2/4,8.5,13.2,2.2
2014/2/5,5.7,10.0,-0.1
2014/2/6,5.6,6.4,4.8
2014/2/7,7.3,7.9,6.1
2014/2/8,9.1,14.8,3.9
2014/2/9,7.5,12.8,1.8
2014/2/10,5.6,8.1,4.0
2014/2/11,5.6,9.7,2.9
2014/2/12,6.5,10.8,3.6
2014/2/13,4.6,5.7,3.1
2014/2/14,6.5,9.1,4.8
2014/2/15,7.8,14.3,2.8
2014/2/16,6.3,13.3,-0.4
2014/2/17,6.7,9.8,3.7
2014/2/18,6.2,7.8,3.0
2014/2/19,5.0,7.2,3.1
2014/2/20,7.4,11.9,3.9
2014/2/21,6.2,12.9,-0.2
2014/2/22,7.6,14.0,1.4
2014/2/23,9.1,14.1,3.8
2014/2/24,9.0,15.2,3.2
2014/2/25,9.7,15.7,3.6
2014/2/26,12.0,15.4,10.2
2014/2/27,16.5,21.6,12.2
2014/2/28,13.8,18.7,9.7
2014/3/1,13.3,16.4,11.5
2014/3/2,12.5,15.6,10.1
2014/3/3,9.8,13.5,4.8
2014/3/4,9.3,14.6,2.9
2014/3/5,12.8,18.3,7.0
2014/3/6,7.6,11.3,3.3
2014/3/7,7.7,13.4,1.8
2014/3/8,6.4,10.8,1.9
2014/3/9,8.0,14.1,4.4
2014/3/10,7.9,12.5,3.7
2014/3/11,8.0,15.1,0.0
2014/3/12,12.3,19.6,2.6
2014/3/13,15.0,21.4,9.0
2014/3/14,7.9,12.4,4.1
2014/3/15,8.2,15.2,1.4
2014/3/16,12.7,20.8,4.5
2014/3/17,13.8,19.6,6.1
2014/3/18,16.2,20.9,13.9
2014/3/19,15.7,20.9,11.1
2014/3/20,14.8,20.2,9.9
2014/3/21,10.0,15.4,5.5
2014/3/22,7.9,13.9,1.4
2014/3/23,11.1,18.7,3.0
2014/3/24,14.2,22.0,6.0
2014/3/25,16.6,23.2,10.5
2014/3/26,18.7,23.1,14.7
2014/3/27,18.2,22.5,12.8
2014/3/28,15.7,21.7,9.1
2014/3/29,15.0,16.7,13.5
2014/3/30,19.4,24.3,13.8
2014/3/31,14.6,19.2,9.4
