ダウンロードした時刻：2019/10/10 15:34:49

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,2.8,5.9,-1.9
2008/12/2,7.2,11.1,2.3
2008/12/3,5.1,9.6,-0.1
2008/12/4,5.4,10.4,-1.6
2008/12/5,8.3,13.5,2.8
2008/12/6,-1.5,2.9,-5.4
2008/12/7,-2.2,0.7,-5.9
2008/12/8,3.9,8.2,-3.4
2008/12/9,8.4,11.6,3.6
2008/12/10,7.0,10.4,3.9
2008/12/11,1.6,5.1,0.3
2008/12/12,0.9,2.4,-1.2
2008/12/13,-1.7,-0.1,-3.5
2008/12/14,-2.3,1.1,-4.9
2008/12/15,-1.3,1.0,-4.4
2008/12/16,2.6,6.4,-1.3
2008/12/17,7.4,10.6,3.2
2008/12/18,6.1,10.4,1.4
2008/12/19,1.2,3.5,-0.6
2008/12/20,5.9,7.8,2.6
2008/12/21,0.1,3.7,-2.0
2008/12/22,-2.8,-0.4,-6.4
2008/12/23,-2.5,0.2,-6.0
2008/12/24,1.9,5.6,-2.1
2008/12/25,2.6,6.3,-0.1
2008/12/26,-4.7,-0.1,-8.8
2008/12/27,-6.0,-3.7,-8.4
2008/12/28,-3.1,-1.5,-4.9
2008/12/29,-0.3,1.3,-2.4
2008/12/30,0.4,3.2,-2.1
2008/12/31,1.0,3.3,-1.5
2009/1/1,2.8,5.0,1.0
2009/1/2,2.4,5.2,-1.1
2009/1/3,2.2,5.2,-1.1
2009/1/4,0.1,1.1,-1.7
2009/1/5,-2.3,0.3,-4.5
2009/1/6,-2.9,1.6,-6.8
2009/1/7,-2.3,1.5,-6.4
2009/1/8,-0.3,2.9,-4.1
2009/1/9,1.8,4.2,-1.2
2009/1/10,0.6,3.0,-1.7
2009/1/11,-3.3,-1.6,-8.0
2009/1/12,-1.2,2.3,-9.0
2009/1/13,0.3,2.1,-1.9
2009/1/14,1.2,3.6,-2.0
2009/1/15,-5.2,0.0,-6.4
2009/1/16,-3.5,-0.9,-7.0
2009/1/17,-3.4,0.3,-8.6
2009/1/18,0.3,3.9,-5.0
2009/1/19,3.5,5.8,0.8
2009/1/20,0.5,3.2,-2.6
2009/1/21,-1.0,2.9,-3.8
2009/1/22,2.2,7.2,-4.5
2009/1/23,5.8,9.9,-2.8
2009/1/24,-5.4,-2.4,-7.0
2009/1/25,-2.8,-0.6,-5.2
2009/1/26,-2.2,1.7,-7.1
2009/1/27,-3.6,-1.5,-5.5
2009/1/28,-0.7,2.5,-4.9
2009/1/29,3.3,7.2,-0.7
2009/1/30,1.7,5.2,-1.8
2009/1/31,0.2,1.5,-1.5
2009/2/1,-2.8,-0.1,-6.2
2009/2/2,-2.7,1.7,-8.4
2009/2/3,-1.3,1.7,-4.1
2009/2/4,-1.5,2.5,-4.6
2009/2/5,0.6,3.7,-4.8
2009/2/6,-1.6,1.3,-5.5
2009/2/7,-0.6,3.8,-5.7
2009/2/8,-0.9,1.6,-3.0
2009/2/9,0.8,6.0,-6.6
2009/2/10,-0.1,4.4,-3.9
2009/2/11,0.9,4.0,-5.1
2009/2/12,2.8,6.4,-1.0
2009/2/13,3.3,6.6,-1.0
2009/2/14,4.9,8.5,2.0
2009/2/15,-0.2,3.5,-5.0
2009/2/16,-6.3,-3.8,-7.4
2009/2/17,-3.1,0.4,-7.1
2009/2/18,-5.7,-2.4,-9.7
2009/2/19,-6.3,-2.3,-11.5
2009/2/20,-0.5,2.7,-6.1
2009/2/21,-2.2,1.1,-5.0
2009/2/22,-1.3,4.4,-6.4
2009/2/23,-4.4,-0.1,-9.0
2009/2/24,-2.2,1.4,-9.0
2009/2/25,1.0,3.5,-3.5
2009/2/26,-1.8,1.3,-4.9
2009/2/27,0.2,4.6,-4.7
2009/2/28,-2.4,1.0,-6.0
2009/3/1,-1.4,2.9,-6.7
2009/3/2,-2.5,1.4,-5.6
2009/3/3,-2.8,1.0,-7.7
2009/3/4,0.8,5.3,-5.1
2009/3/5,1.6,6.5,-2.2
2009/3/6,4.4,7.5,-2.0
2009/3/7,0.6,4.3,-2.1
2009/3/8,1.7,5.2,-1.2
2009/3/9,4.0,10.4,-2.3
2009/3/10,2.3,7.8,-3.4
2009/3/11,-3.7,-0.9,-5.1
2009/3/12,0.8,4.7,-2.8
2009/3/13,3.6,6.9,-0.8
2009/3/14,3.5,9.5,-0.5
2009/3/15,1.1,3.9,-1.6
2009/3/16,4.2,8.7,0.2
2009/3/17,5.2,10.0,0.9
2009/3/18,8.2,11.6,1.5
2009/3/19,9.2,12.4,5.1
2009/3/20,3.3,7.9,-1.8
2009/3/21,2.1,6.0,-1.7
2009/3/22,6.0,8.6,1.1
2009/3/23,1.2,7.3,-3.7
2009/3/24,-1.5,3.7,-4.7
2009/3/25,-0.9,3.5,-5.8
2009/3/26,1.5,4.8,-1.0
2009/3/27,-0.2,3.4,-3.0
2009/3/28,0.3,5.3,-4.2
2009/3/29,2.4,7.5,-2.6
2009/3/30,2.1,7.2,-0.8
2009/3/31,2.3,7.6,-2.2
