ダウンロードした時刻：2019/10/10 15:57:29

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,10.9,15.2,7.3
2015/12/2,9.8,14.4,4.3
2015/12/3,11.8,14.9,8.5
2015/12/4,8.9,11.7,6.5
2015/12/5,10.9,14.6,8.7
2015/12/6,10.7,13.0,8.6
2015/12/7,10.7,15.9,6.3
2015/12/8,9.7,15.8,4.1
2015/12/9,9.7,12.7,7.0
2015/12/10,11.5,15.9,7.2
2015/12/11,17.4,23.7,12.3
2015/12/12,12.5,16.3,9.9
2015/12/13,13.3,15.7,11.1
2015/12/14,12.6,14.6,10.4
2015/12/15,13.7,16.2,11.5
2015/12/16,12.8,15.7,8.4
2015/12/17,8.1,11.7,4.6
2015/12/18,6.4,9.8,3.9
2015/12/19,7.7,10.9,4.8
2015/12/20,7.3,10.6,2.2
2015/12/21,9.0,11.9,7.0
2015/12/22,10.8,14.6,7.0
2015/12/23,7.0,8.8,4.0
2015/12/24,12.5,16.9,8.3
2015/12/25,10.0,12.8,6.5
2015/12/26,9.3,12.7,5.9
2015/12/27,7.3,10.0,3.4
2015/12/28,6.1,10.7,1.6
2015/12/29,5.8,8.4,3.2
2015/12/30,6.3,11.4,2.5
2015/12/31,6.9,12.9,2.3
2016/1/1,7.0,11.8,3.3
2016/1/2,6.8,11.9,1.2
2016/1/3,8.7,12.1,5.0
2016/1/4,11.5,17.1,5.0
2016/1/5,10.6,14.5,7.7
2016/1/6,10.3,13.3,8.0
2016/1/7,8.3,11.1,6.1
2016/1/8,7.5,11.5,4.6
2016/1/9,7.2,11.6,4.1
2016/1/10,8.0,12.4,3.5
2016/1/11,7.8,11.7,3.9
2016/1/12,7.0,10.1,3.8
2016/1/13,5.5,10.3,1.2
2016/1/14,6.4,10.3,2.7
2016/1/15,5.8,10.6,2.4
2016/1/16,5.8,9.2,3.0
2016/1/17,5.4,8.9,1.0
2016/1/18,8.9,11.9,4.5
2016/1/19,3.2,6.1,0.6
2016/1/20,3.0,6.7,0.3
2016/1/21,4.3,7.6,1.8
2016/1/22,4.7,8.6,1.8
2016/1/23,2.8,5.1,-0.3
2016/1/24,0.6,3.5,-2.3
2016/1/25,1.8,6.4,-2.4
2016/1/26,4.4,9.3,-1.2
2016/1/27,7.4,11.6,3.7
2016/1/28,8.8,14.8,4.2
2016/1/29,7.5,8.6,6.7
2016/1/30,8.3,10.0,6.9
2016/1/31,8.4,12.9,5.4
2016/2/1,6.9,9.2,5.1
2016/2/2,6.3,11.0,3.3
2016/2/3,4.9,9.4,1.5
2016/2/4,5.4,11.6,0.0
2016/2/5,7.3,12.5,2.3
2016/2/6,6.2,9.6,2.8
2016/2/7,4.8,8.5,1.7
2016/2/8,3.7,8.0,-1.0
2016/2/9,6.3,11.6,2.6
2016/2/10,5.0,8.1,1.8
2016/2/11,5.9,9.8,2.6
2016/2/12,7.4,8.8,3.9
2016/2/13,9.7,11.7,8.3
2016/2/14,14.2,21.5,10.1
2016/2/15,6.3,11.9,2.5
2016/2/16,4.6,8.9,1.9
2016/2/17,4.9,9.7,2.1
2016/2/18,4.6,9.3,-0.2
2016/2/19,8.2,15.2,2.1
2016/2/20,7.6,10.5,6.3
2016/2/21,7.8,10.6,4.7
2016/2/22,6.8,10.5,4.0
2016/2/23,9.2,14.3,6.3
2016/2/24,5.5,8.3,1.6
2016/2/25,5.1,10.6,0.6
2016/2/26,5.2,10.6,1.3
2016/2/27,6.0,9.7,0.6
2016/2/28,8.5,12.3,3.7
2016/2/29,7.2,13.1,1.5
2016/3/1,2.3,5.6,0.2
2016/3/2,5.3,11.1,0.4
2016/3/3,8.1,15.6,0.6
2016/3/4,9.1,14.0,3.8
2016/3/5,11.9,14.5,8.2
2016/3/6,14.0,15.6,12.0
2016/3/7,14.9,18.8,12.7
2016/3/8,14.8,20.4,10.1
2016/3/9,10.3,13.0,7.2
2016/3/10,7.5,10.2,5.6
2016/3/11,7.4,12.6,3.9
2016/3/12,7.1,12.9,1.9
2016/3/13,7.3,11.4,2.3
2016/3/14,6.5,7.7,5.2
2016/3/15,8.0,11.3,5.4
2016/3/16,6.9,10.9,2.1
2016/3/17,10.6,17.5,4.0
2016/3/18,11.8,15.7,7.0
2016/3/19,14.8,20.7,11.0
2016/3/20,11.0,14.3,8.5
2016/3/21,9.0,13.1,6.5
2016/3/22,9.3,14.5,4.1
2016/3/23,12.3,17.0,8.0
2016/3/24,9.0,12.7,5.9
2016/3/25,6.8,10.5,4.1
2016/3/26,8.3,14.4,3.3
2016/3/27,9.0,14.0,2.8
2016/3/28,11.9,16.9,8.8
2016/3/29,12.4,16.0,7.5
2016/3/30,13.7,17.8,8.9
2016/3/31,14.6,19.1,11.0
